,wifi_a,wifi_b,count,distance,meanTime,maxSpeed
15,22.0,95.0,1.0,157.9,1.0,157.9
16,84.0,13.0,1.0,147.24,4.0,36.81
17,5.0,32.0,4.0,48.84,130.5,97.68
18,33.0,32.0,1.0,74.92,1.0,74.92
19,32.0,84.0,2.0,57.42,6.5,14.355
20,120.0,84.0,1.0,95.0,4.0,23.75
21,22.0,120.0,1.0,86.98,49.0,1.7751020408163267
0,33.0,32.0,1.0,74.92,1.0,74.92
1,32.0,120.0,1.0,54.21,0.0,108.42
2,120.0,22.0,1.0,86.98,4.0,21.745
3,22.0,33.0,3.0,24.53,1738.6666666666667,12.265
0,84.0,101.0,21.0,29.03,51.523809523809526,7.2575
1,84.0,49.0,18.0,60.58,831.4444444444445,121.16
2,101.0,120.0,1.0,122.42,32.0,3.825625
3,120.0,96.0,1.0,235.24,50.0,4.7048000000000005
4,96.0,84.0,1.0,264.4,1593.0,0.16597614563716256
0,120.0,22.0,5.0,86.98,1526.4,0.20275058275058275
1,120.0,5.0,2.0,44.14,1947.0,0.146158940397351
2,120.0,99.0,2.0,40.56,1979.5,0.025161290322580646
3,22.0,5.0,2.0,121.22,19.5,7.57625
0,120.0,5.0,1.0,44.14,16725.0,0.0026391629297458892
1,5.0,13.0,1.0,114.24,3508.0,0.03256556442417332
2,13.0,33.0,1.0,223.7,9393.0,0.02381560736718833
3,33.0,22.0,1.0,24.53,1105.0,0.022199095022624436
4,22.0,96.0,1.0,150.17,1170.0,0.12835042735042734
5,96.0,120.0,1.0,235.24,51.0,4.612549019607843
6,120.0,22.0,1.0,86.98,442.0,0.1967873303167421
0,95.0,5.0,9.0,39.38,1126.888888888889,6.5633333333333335
1,5.0,88.0,3.0,91.38,841.0,0.32635714285714285
2,88.0,95.0,1.0,53.3,258.0,0.2065891472868217
3,95.0,22.0,2.0,157.9,626.5,1.1041958041958042
0,120.0,32.0,1.0,54.21,6953.0,0.007796634546239033
1,32.0,22.0,5.0,88.88,963.8,44.44
2,22.0,5.0,1.0,121.22,2555.0,0.047444227005870844
3,5.0,32.0,5.0,48.84,2445.0,48.84
4,32.0,95.0,2.0,87.51,32.5,4.861666666666667
0,22.0,33.0,151.0,24.53,213.32450331125827,24.53
1,22.0,105.0,11.0,63.38,812.9090909090909,21.12666666666667
2,105.0,33.0,15.0,59.19,373.6666666666667,19.73
3,22.0,5.0,3.0,121.22,7.0,24.244
4,5.0,33.0,1.0,114.67,168.0,0.6825595238095238
5,33.0,66.0,1.0,211.28,32.0,6.6025
6,66.0,96.0,1.0,64.72,8.0,8.09
7,96.0,33.0,1.0,148.12,206.0,0.7190291262135923
8,22.0,96.0,2.0,150.17,2837.5,3.2645652173913042
9,33.0,99.0,4.0,55.62,4.25,27.81
10,99.0,120.0,2.0,40.56,2.0,20.28
11,120.0,22.0,2.0,86.98,4.0,21.745
12,22.0,99.0,2.0,64.39,6.5,10.731666666666667
0,22.0,33.0,14.0,24.53,6.357142857142857,8.176666666666668
1,22.0,99.0,4.0,64.39,6.5,64.39
2,22.0,105.0,3.0,63.38,35.333333333333336,9.054285714285715
0,5.0,22.0,481.0,121.22,29.413721413721415,60.61
1,5.0,99.0,55.0,59.06,12.6,118.12
2,99.0,22.0,221.0,64.39,9.619909502262443,128.78
3,99.0,33.0,24.0,55.62,22.458333333333332,55.62
4,99.0,120.0,111.0,40.56,7.297297297297297,81.12
5,22.0,105.0,19.0,63.38,14.31578947368421,31.69
6,105.0,5.0,4.0,173.49,24.75,57.830000000000005
7,22.0,120.0,948.0,86.98,16.358649789029535,173.96
8,5.0,120.0,190.0,44.14,21.71578947368421,88.28
9,22.0,33.0,203.0,24.53,34.55172413793103,8.176666666666668
10,33.0,5.0,97.0,114.67,16.515463917525775,114.67
11,120.0,33.0,129.0,88.04,19.891472868217054,88.04
12,105.0,120.0,8.0,146.43,23.25,24.405
13,33.0,105.0,7.0,59.19,31.142857142857142,14.7975
0,22.0,99.0,204.0,64.39,61.69117647058823,128.78
1,22.0,105.0,24.0,63.38,184.79166666666666,63.38
2,105.0,99.0,1.0,114.55,5.0,22.91
3,22.0,32.0,22.0,88.88,4.636363636363637,88.88
4,22.0,33.0,254.0,24.53,37.41732283464567,6.1325
5,33.0,5.0,17.0,114.67,249.1764705882353,38.223333333333336
6,5.0,99.0,2.0,59.06,4288.0,0.021168458781362007
7,99.0,33.0,10.0,55.62,2.7,111.24
8,33.0,32.0,9.0,74.92,55.0,14.984
9,33.0,120.0,13.0,88.04,11.076923076923077,29.346666666666668
10,120.0,95.0,9.0,73.6,1.5555555555555556,147.2
11,95.0,33.0,11.0,153.3,2.727272727272727,76.65
12,22.0,5.0,18.0,121.22,18.444444444444443,30.305
13,5.0,32.0,77.0,48.84,7.285714285714286,48.84
14,22.0,120.0,25.0,86.98,9.24,86.98
15,32.0,120.0,12.0,54.21,6.25,27.105
16,95.0,5.0,1.0,39.38,7.0,5.625714285714286
17,22.0,95.0,7.0,157.9,5.285714285714286,315.8
18,32.0,99.0,2.0,27.73,5745.5,27.73
19,5.0,105.0,1.0,173.49,233.0,0.7445922746781116
20,33.0,105.0,4.0,59.19,14.5,19.73
21,32.0,95.0,2.0,87.51,4.5,29.17
22,22.0,13.0,1.0,223.94,7.0,31.99142857142857
23,13.0,120.0,1.0,137.04,1.0,137.04
0,22.0,99.0,18.0,64.39,3265.5,10.731666666666667
1,22.0,105.0,2.0,63.38,96.5,1.5845
2,22.0,33.0,2.0,24.53,6.5,4.088333333333334
0,5.0,32.0,228.0,48.84,40.99122807017544,97.68
1,32.0,22.0,182.0,88.88,27.175824175824175,88.88
2,22.0,5.0,86.0,121.22,50.593023255813954,40.406666666666666
3,5.0,95.0,96.0,39.38,38.697916666666664,13.126666666666667
4,5.0,88.0,8.0,91.38,11.0,30.459999999999997
5,32.0,95.0,125.0,87.51,42.256,87.51
6,95.0,99.0,5.0,97.82,4.8,24.455
7,99.0,5.0,13.0,59.06,49.0,59.06
8,95.0,22.0,44.0,157.9,25.863636363636363,78.95
9,32.0,120.0,93.0,54.21,63.795698924731184,54.21
10,95.0,120.0,28.0,73.6,23.071428571428573,147.2
11,120.0,22.0,59.0,86.98,30.677966101694917,86.98
12,5.0,120.0,63.0,44.14,19.761904761904763,88.28
13,32.0,99.0,26.0,27.73,168.07692307692307,9.243333333333334
14,88.0,32.0,25.0,140.16,24.28,46.72
15,95.0,88.0,5.0,53.3,14.4,106.6
16,120.0,88.0,4.0,115.57,30.25,28.8925
17,99.0,120.0,25.0,40.56,97.48,8.112
18,99.0,22.0,15.0,64.39,124.86666666666666,12.878
19,88.0,22.0,3.0,202.54,37.666666666666664,28.934285714285714
20,32.0,33.0,4.0,74.92,7.75,10.702857142857143
21,33.0,120.0,12.0,88.04,5.75,29.346666666666668
22,33.0,5.0,16.0,114.67,6.625,57.335
23,22.0,33.0,12.0,24.53,5.0,6.1325
24,95.0,33.0,5.0,153.3,73.8,306.6
25,88.0,33.0,1.0,201.51,1.0,201.51
26,5.0,105.0,1.0,173.49,7.0,24.784285714285716
27,105.0,120.0,4.0,146.43,13.0,20.91857142857143
28,105.0,32.0,1.0,130.85,1119.0,0.11693476318141197
0,33.0,22.0,6.0,24.53,4330.5,4.088333333333334
1,33.0,32.0,1.0,74.92,161.0,0.4653416149068323
2,32.0,99.0,1.0,27.73,31826.0,0.0008713001948092755
0,22.0,33.0,9.0,24.53,109.44444444444444,4.906000000000001
1,33.0,99.0,3.0,55.62,1.3333333333333333,55.62
2,99.0,22.0,21.0,64.39,362.14285714285717,16.0975
3,22.0,105.0,11.0,63.38,1041.6363636363637,63.38
4,105.0,99.0,1.0,114.55,251.0,0.45637450199203183
0,22.0,105.0,7.0,63.38,71.0,9.054285714285715
1,105.0,99.0,1.0,114.55,44.0,2.603409090909091
2,99.0,22.0,17.0,64.39,9.588235294117647,12.878
3,22.0,33.0,2.0,24.53,6.5,6.1325
0,33.0,22.0,1337.0,24.53,17.23709798055348,24.53
1,33.0,99.0,66.0,55.62,9.272727272727273,111.24
2,99.0,22.0,56.0,64.39,27.928571428571427,21.463333333333335
3,22.0,120.0,19.0,86.98,4.7894736842105265,86.98
4,120.0,33.0,7.0,88.04,4.857142857142857,22.01
0,22.0,99.0,92.0,64.39,72.6304347826087,128.78
1,99.0,105.0,2.0,114.55,248.5,0.6060846560846561
2,105.0,22.0,6.0,63.38,87.66666666666667,7.042222222222223
3,22.0,120.0,70.0,86.98,131.14285714285714,86.98
4,22.0,33.0,72.0,24.53,62.986111111111114,4.088333333333334
5,22.0,32.0,21.0,88.88,141.61904761904762,88.88
6,32.0,99.0,7.0,27.73,109.57142857142857,2.520909090909091
7,99.0,33.0,36.0,55.62,49.77777777777778,55.62
8,120.0,32.0,13.0,54.21,125.3076923076923,108.42
9,99.0,120.0,46.0,40.56,26.565217391304348,81.12
10,33.0,120.0,24.0,88.04,119.66666666666667,22.01
11,105.0,33.0,5.0,59.19,33.2,5.919
12,33.0,32.0,7.0,74.92,245.57142857142858,18.73
13,105.0,120.0,1.0,146.43,189.0,0.7747619047619048
0,33.0,99.0,11.0,55.62,1309.2727272727273,55.62
1,99.0,120.0,5.0,40.56,6.8,8.112
2,99.0,32.0,12.0,27.73,12.166666666666666,13.865
3,120.0,32.0,4.0,54.21,11.5,13.5525
4,32.0,5.0,49.0,48.84,12.693877551020408,97.68
5,5.0,99.0,20.0,59.06,3.4,59.06
6,5.0,22.0,2.0,121.22,4.0,30.305
7,22.0,99.0,6.0,64.39,6.5,10.731666666666667
8,32.0,22.0,2.0,88.88,3.0,29.626666666666665
9,22.0,33.0,3.0,24.53,6.0,4.088333333333334
10,33.0,5.0,7.0,114.67,6.714285714285714,57.335
11,22.0,95.0,1.0,157.9,3.0,52.63333333333333
12,95.0,33.0,1.0,153.3,3.0,51.1
13,32.0,33.0,3.0,74.92,76.66666666666667,10.702857142857143
14,120.0,33.0,2.0,88.04,121.0,22.01
15,5.0,95.0,3.0,39.38,6.333333333333333,6.5633333333333335
16,120.0,95.0,1.0,73.6,0.0,147.2
17,99.0,95.0,6.0,97.82,4.5,48.91
18,32.0,95.0,4.0,87.51,4.0,21.8775
0,49.0,95.0,2.0,55.08,6130.0,5.508
1,95.0,5.0,1.0,39.38,7612.0,0.0051734104046242775
2,5.0,92.0,1.0,160.5,83.0,1.9337349397590362
3,92.0,95.0,1.0,156.67,1864.0,0.08405042918454934
4,95.0,33.0,1.0,153.3,11735.0,0.01306348530038347
5,33.0,49.0,1.0,179.48,3125.0,0.057433599999999994
0,95.0,5.0,6.0,39.38,2030.6666666666667,6.5633333333333335
1,95.0,88.0,2.0,53.3,924.5,0.30457142857142855
2,95.0,49.0,6.0,55.08,11.0,18.36
0,49.0,95.0,279.0,55.08,84.71326164874552,110.16
1,49.0,120.0,2.0,116.86,435.5,0.5645410628019324
2,49.0,84.0,1.0,60.58,52.0,1.165
3,84.0,32.0,1.0,57.42,140.0,0.41014285714285714
4,32.0,22.0,4.0,88.88,2.0,44.44
5,22.0,33.0,5.0,24.53,5.6,4.906000000000001
6,33.0,5.0,1.0,114.67,4.0,28.6675
7,5.0,32.0,1.0,48.84,2.0,24.42
8,33.0,32.0,2.0,74.92,6.0,12.486666666666666
9,22.0,49.0,1.0,190.46,3371.0,0.056499555028181554
10,95.0,5.0,1.0,39.38,4.0,9.845
11,5.0,49.0,1.0,73.03,3.0,24.343333333333334
0,49.0,95.0,468.0,55.08,21.561965811965813,110.16
1,49.0,5.0,234.0,73.03,25.004273504273506,73.03
2,49.0,22.0,3.0,190.46,23.666666666666668,38.092
3,22.0,5.0,5.0,121.22,10.2,30.305
4,5.0,95.0,152.0,39.38,36.43421052631579,78.76
5,49.0,33.0,9.0,179.48,36.111111111111114,44.87
6,49.0,92.0,2.0,211.31,11.0,35.218333333333334
7,92.0,95.0,5.0,156.67,56.2,313.34
8,49.0,88.0,34.0,82.73,11.911764705882353,41.365
9,95.0,13.0,9.0,76.05,10.333333333333334,152.1
10,13.0,49.0,3.0,99.52,7.0,199.04
11,88.0,5.0,40.0,91.38,35.2,182.76
12,95.0,33.0,7.0,153.3,652.2857142857143,10.950000000000001
13,95.0,88.0,117.0,53.3,7.769230769230769,106.6
14,5.0,13.0,1.0,114.24,7.0,16.32
15,92.0,5.0,3.0,160.5,69.33333333333333,160.5
16,13.0,88.0,1.0,22.87,4.0,5.7175
17,95.0,99.0,2.0,97.82,1099.0,24.455
18,99.0,33.0,1.0,55.62,230.0,0.24182608695652172
19,33.0,22.0,35.0,24.53,40.51428571428571,4.906000000000001
20,33.0,105.0,5.0,59.19,9.4,29.595
21,22.0,105.0,1.0,63.38,3.0,21.12666666666667
22,22.0,120.0,8.0,86.98,9.625,28.993333333333336
23,120.0,5.0,2.0,44.14,0.5,88.28
24,99.0,88.0,1.0,147.2,10.0,14.719999999999999
25,88.0,32.0,1.0,140.16,5224.0,0.02683001531393568
26,32.0,95.0,1.0,87.51,1121.0,0.07806422836752899
27,33.0,5.0,1.0,114.67,11.0,10.424545454545454
0,95.0,88.0,1.0,53.3,1825.0,0.029205479452054792
1,88.0,99.0,1.0,147.2,394.0,0.37360406091370557
2,99.0,95.0,1.0,97.82,2104.0,0.04649239543726236
3,95.0,22.0,1.0,157.9,144.0,1.0965277777777778
4,22.0,5.0,1.0,121.22,32.0,3.788125
5,5.0,95.0,1.0,39.38,7.0,5.625714285714286
0,88.0,95.0,3.0,53.3,1366.3333333333333,0.2065891472868217
1,95.0,5.0,22.0,39.38,364.90909090909093,9.845
2,5.0,88.0,2.0,91.38,1293.5,0.07183962264150943
3,95.0,99.0,2.0,97.82,270.0,0.7192647058823529
0,95.0,5.0,86.0,39.38,31.732558139534884,39.38
1,95.0,49.0,16.0,55.08,105.125,55.08
2,49.0,5.0,4.0,73.03,145.5,18.2575
3,95.0,88.0,22.0,53.3,64.72727272727273,106.6
4,88.0,5.0,2.0,91.38,1452.0,10.153333333333332
5,95.0,13.0,2.0,76.05,1130.5,0.17645011600928073
0,5.0,95.0,1508.0,39.38,9.990053050397877,78.76
1,95.0,22.0,204.0,157.9,13.205882352941176,315.8
2,95.0,88.0,618.0,53.3,20.886731391585762,106.6
3,5.0,22.0,65.0,121.22,15.36923076923077,40.406666666666666
4,95.0,13.0,13.0,76.05,7.923076923076923,152.1
5,22.0,13.0,2.0,223.94,6.5,111.97
6,13.0,5.0,5.0,114.24,38.2,19.04
7,88.0,5.0,266.0,91.38,12.710526315789474,91.38
8,88.0,22.0,22.0,202.54,38.77272727272727,202.54
9,13.0,88.0,2.0,22.87,2.5,11.435
10,5.0,49.0,1.0,73.03,7.0,10.432857142857143
11,49.0,95.0,2.0,55.08,1.0,110.16
12,22.0,49.0,1.0,190.46,3.0,63.48666666666667
13,95.0,99.0,7.0,97.82,8.0,19.564
14,99.0,5.0,1.0,59.06,2.0,29.53
0,5.0,95.0,436.0,39.38,77.6788990825688,78.76
1,95.0,49.0,79.0,55.08,25.17721518987342,110.16
2,49.0,5.0,39.0,73.03,32.12820512820513,24.343333333333334
3,5.0,88.0,12.0,91.38,381.8333333333333,11.4225
4,88.0,95.0,126.0,53.3,43.642857142857146,106.6
5,49.0,88.0,2.0,82.73,202.0,1.3343548387096775
0,95.0,5.0,138.0,39.38,88.05072463768116,78.76
1,95.0,88.0,36.0,53.3,16.305555555555557,106.6
2,95.0,33.0,3.0,153.3,14.0,51.1
3,33.0,32.0,1.0,74.92,4.0,18.73
4,32.0,84.0,4.0,57.42,8.0,28.71
5,84.0,95.0,2.0,76.73,2.0,76.73
6,5.0,32.0,4.0,48.84,391.25,48.84
7,32.0,95.0,10.0,87.51,426.6,17.502000000000002
8,5.0,88.0,29.0,91.38,150.41379310344828,45.69
9,88.0,84.0,4.0,126.06,7.0,21.01
10,84.0,22.0,1.0,146.05,51.0,2.8637254901960785
11,22.0,88.0,2.0,202.54,5.5,40.507999999999996
12,95.0,22.0,13.0,157.9,12.307692307692308,52.63333333333333
13,22.0,32.0,5.0,88.88,8.6,88.88
14,5.0,120.0,5.0,44.14,5.2,88.28
15,5.0,22.0,6.0,121.22,5.166666666666667,30.305
16,95.0,120.0,1.0,73.6,5.0,14.719999999999999
17,88.0,13.0,1.0,22.87,2.0,11.435
18,13.0,5.0,2.0,114.24,84.0,114.24
19,5.0,99.0,21.0,59.06,59.904761904761905,118.12
20,99.0,95.0,11.0,97.82,8.0,48.91
21,5.0,33.0,2.0,114.67,72.0,2.340204081632653
22,120.0,32.0,1.0,54.21,1.0,54.21
23,22.0,120.0,1.0,86.98,8.0,10.8725
24,5.0,84.0,1.0,58.5,3.0,19.5
25,88.0,99.0,4.0,147.2,2.0,73.6
26,13.0,32.0,1.0,163.03,4418.0,0.0369013128112268
0,95.0,5.0,4208.0,39.38,7.898051330798479,78.76
1,95.0,13.0,187.0,76.05,5.903743315508021,152.1
2,13.0,5.0,111.0,114.24,9.342342342342342,228.48
3,95.0,88.0,218.0,53.3,48.92201834862385,106.6
4,88.0,5.0,100.0,91.38,16.02,182.76
5,5.0,99.0,75.0,59.06,7.386666666666667,118.12
6,99.0,95.0,84.0,97.82,8.452380952380953,97.82
7,5.0,22.0,30.0,121.22,11.7,242.44
8,22.0,95.0,63.0,157.9,27.857142857142858,157.9
9,88.0,99.0,3.0,147.2,37.0,147.2
10,22.0,88.0,5.0,202.54,65.6,101.27
11,99.0,22.0,2.0,64.39,78.0,2.146333333333333
12,13.0,22.0,2.0,223.94,114.5,44.788
13,95.0,105.0,2.0,212.35,6.5,106.175
14,88.0,13.0,10.0,22.87,88.3,11.435
15,13.0,99.0,6.0,169.72,8.166666666666666,339.44
0,13.0,95.0,57.0,76.05,377.1929824561403,152.1
1,13.0,5.0,4.0,114.24,449.25,38.08
2,13.0,88.0,30.0,22.87,354.03333333333336,45.74
3,88.0,95.0,34.0,53.3,447.7352941176471,53.3
0,95.0,5.0,455.0,39.38,44.96263736263736,39.38
1,5.0,22.0,24.0,121.22,6.208333333333333,40.406666666666666
2,22.0,95.0,23.0,157.9,5.565217391304348,157.9
3,95.0,49.0,13.0,55.08,65.84615384615384,110.16
4,22.0,120.0,1.0,86.98,96.0,0.9060416666666667
5,120.0,5.0,3.0,44.14,2.6666666666666665,88.28
6,5.0,32.0,4.0,48.84,8.25,24.42
7,32.0,22.0,3.0,88.88,1.6666666666666667,88.88
8,95.0,120.0,2.0,73.6,4.0,36.8
9,95.0,32.0,1.0,87.51,9.0,9.723333333333334
10,95.0,88.0,34.0,53.3,51.0,53.3
11,88.0,5.0,25.0,91.38,17.4,45.69
12,5.0,13.0,5.0,114.24,4.2,114.24
13,13.0,49.0,1.0,99.52,0.0,199.04
14,5.0,49.0,4.0,73.03,28.25,14.606
15,22.0,49.0,1.0,190.46,3.0,63.48666666666667
16,13.0,95.0,4.0,76.05,42.75,76.05
17,5.0,84.0,7.0,58.5,5.285714285714286,19.5
18,84.0,95.0,13.0,76.73,6.538461538461538,76.73
19,95.0,33.0,7.0,153.3,3.857142857142857,76.65
20,33.0,5.0,8.0,114.67,3.5,114.67
21,5.0,101.0,3.0,82.63,32.333333333333336,13.771666666666667
22,22.0,13.0,1.0,223.94,1.0,223.94
23,13.0,120.0,1.0,137.04,1.0,137.04
24,120.0,33.0,1.0,88.04,5.0,17.608
25,88.0,22.0,1.0,202.54,8.0,25.3175
26,101.0,95.0,1.0,90.35,1.0,90.35
27,95.0,99.0,9.0,97.82,10.555555555555555,48.91
28,99.0,5.0,4.0,59.06,3.5,29.53
29,49.0,88.0,1.0,82.73,83.0,0.9967469879518073
30,88.0,99.0,2.0,147.2,2.5,73.6
31,99.0,13.0,1.0,169.72,0.0,339.44
32,13.0,88.0,9.0,22.87,7.333333333333333,22.87
33,99.0,84.0,2.0,84.36,5.0,16.872
0,13.0,95.0,66.0,76.05,158.3939393939394,152.1
1,13.0,88.0,73.0,22.87,367.45205479452056,22.87
2,13.0,5.0,35.0,114.24,430.8857142857143,114.24
3,95.0,88.0,15.0,53.3,311.6666666666667,106.6
4,88.0,5.0,8.0,91.38,100.125,45.69
5,95.0,5.0,5.0,39.38,1083.6,9.845
0,95.0,88.0,199.0,53.3,240.24120603015075,106.6
1,95.0,92.0,10.0,156.67,1138.8,52.22333333333333
2,95.0,13.0,9.0,76.05,6.555555555555555,76.05
3,88.0,13.0,5.0,22.87,5.8,45.74
4,88.0,49.0,4.0,82.73,9.5,13.788333333333334
5,88.0,92.0,3.0,149.17,9.666666666666666,49.72333333333333
6,49.0,92.0,1.0,211.31,1.0,211.31
7,49.0,95.0,2.0,55.08,4.5,13.77
8,88.0,5.0,3.0,91.38,5.0,45.69
9,5.0,49.0,1.0,73.03,4.0,18.2575
10,95.0,5.0,2.0,39.38,612.0,9.845
0,95.0,88.0,56.0,53.3,285.9107142857143,106.6
1,95.0,5.0,95.0,39.38,80.63157894736842,13.126666666666667
2,95.0,13.0,18.0,76.05,6.722222222222222,76.05
3,5.0,49.0,2.0,73.03,5.5,18.2575
4,49.0,84.0,1.0,60.58,1.0,60.58
5,84.0,95.0,2.0,76.73,0.0,153.46
6,5.0,84.0,1.0,58.5,8.0,7.3125
7,95.0,92.0,21.0,156.67,6.333333333333333,313.34
8,95.0,49.0,39.0,55.08,26.384615384615383,13.77
9,49.0,88.0,1.0,82.73,1897.0,0.043610964681075386
10,92.0,49.0,1.0,211.31,8.0,26.41375
11,88.0,5.0,8.0,91.38,2.625,45.69
12,5.0,99.0,17.0,59.06,1.1176470588235294,118.12
13,99.0,95.0,16.0,97.82,4.25,48.91
14,88.0,99.0,1.0,147.2,2.0,73.6
15,5.0,22.0,1.0,121.22,5.0,24.244
16,22.0,95.0,1.0,157.9,3.0,52.63333333333333
17,13.0,88.0,12.0,22.87,0.25,45.74
18,88.0,92.0,10.0,149.17,6.8,149.17
19,13.0,92.0,4.0,154.36,7.0,22.051428571428573
0,5.0,84.0,4.0,58.5,19.5,14.625
1,5.0,120.0,11.0,44.14,94.0,88.28
2,5.0,99.0,10.0,59.06,76.1,118.12
3,5.0,95.0,24.0,39.38,24.25,9.845
4,120.0,99.0,1.0,40.56,12.0,3.3800000000000003
5,120.0,22.0,12.0,86.98,3.5,28.993333333333336
6,22.0,5.0,3.0,121.22,12.0,20.203333333333333
7,99.0,95.0,1.0,97.82,268.0,0.365
8,5.0,88.0,14.0,91.38,82.07142857142857,45.69
9,88.0,95.0,24.0,53.3,5.041666666666667,53.3
10,88.0,22.0,4.0,202.54,124.0,101.27
11,22.0,84.0,13.0,146.05,7.538461538461538,292.1
12,84.0,88.0,4.0,126.06,16.0,25.212
13,22.0,95.0,12.0,157.9,3.75,52.63333333333333
14,88.0,120.0,10.0,115.57,4.0,28.8925
15,120.0,95.0,4.0,73.6,449.25,12.266666666666666
16,120.0,84.0,4.0,95.0,3.25,95.0
17,84.0,95.0,7.0,76.73,2.2857142857142856,38.365
0,5.0,22.0,14.0,121.22,17.142857142857142,40.406666666666666
1,22.0,95.0,18.0,157.9,2830.6111111111113,78.95
2,95.0,5.0,21.0,39.38,15.571428571428571,7.876
3,5.0,84.0,7.0,58.5,15.857142857142858,9.75
4,84.0,95.0,4.0,76.73,0.75,153.46
5,22.0,84.0,3.0,146.05,3.0,73.025
6,95.0,88.0,14.0,53.3,3.9285714285714284,26.65
7,88.0,5.0,13.0,91.38,4.538461538461538,30.459999999999997
8,88.0,22.0,3.0,202.54,15.333333333333334,28.934285714285714
0,22.0,99.0,71.0,64.39,33.63380281690141,64.39
1,99.0,120.0,32.0,40.56,369.09375,81.12
2,120.0,22.0,21.0,86.98,102.85714285714286,28.993333333333336
3,22.0,5.0,12.0,121.22,424.8333333333333,40.406666666666666
4,22.0,33.0,50.0,24.53,79.86,6.1325
5,33.0,120.0,23.0,88.04,61.869565217391305,29.346666666666668
6,120.0,5.0,7.0,44.14,6.714285714285714,88.28
7,33.0,5.0,2.0,114.67,802.5,38.223333333333336
8,22.0,32.0,19.0,88.88,167.52631578947367,88.88
9,33.0,99.0,31.0,55.62,31.612903225806452,111.24
10,99.0,95.0,1.0,97.82,765.0,0.12786928104575163
11,95.0,33.0,1.0,153.3,2.0,76.65
12,5.0,32.0,15.0,48.84,29.933333333333334,24.42
13,32.0,99.0,17.0,27.73,238.52941176470588,55.46
14,99.0,5.0,4.0,59.06,10.75,118.12
15,32.0,95.0,2.0,87.51,65.0,29.17
16,32.0,33.0,21.0,74.92,85.47619047619048,18.73
17,32.0,120.0,21.0,54.21,132.28571428571428,108.42
18,99.0,105.0,1.0,114.55,0.0,229.1
19,105.0,120.0,2.0,146.43,36.0,146.43
20,32.0,105.0,1.0,130.85,4.0,32.7125
21,105.0,5.0,4.0,173.49,19.75,28.915000000000003
0,33.0,22.0,78.0,24.53,131.44871794871796,6.1325
1,22.0,99.0,75.0,64.39,256.3333333333333,64.39
2,99.0,33.0,18.0,55.62,774.4444444444445,111.24
3,33.0,120.0,11.0,88.04,131.36363636363637,3.3861538461538463
4,120.0,22.0,17.0,86.98,666.2352941176471,4.577894736842105
5,99.0,120.0,8.0,40.56,276.25,20.28
0,95.0,49.0,3.0,55.08,600.0,27.54
1,95.0,5.0,4.0,39.38,1344.5,4.9225
2,95.0,88.0,7.0,53.3,1659.0,0.06383233532934131
3,88.0,49.0,1.0,82.73,7193.0,0.01150145975253719
0,95.0,88.0,1288.0,53.3,25.170031055900623,106.6
1,95.0,13.0,8.0,76.05,12.0,38.025
2,88.0,13.0,9.0,22.87,106.22222222222223,11.435
3,95.0,92.0,4.0,156.67,328.25,52.22333333333333
4,88.0,92.0,1.0,149.17,8.0,18.64625
5,92.0,13.0,1.0,154.36,6.0,25.72666666666667
0,95.0,5.0,61.0,39.38,86.77049180327869,19.69
1,5.0,33.0,6.0,114.67,2.5,57.335
2,5.0,22.0,4.0,121.22,4.0,30.305
3,22.0,95.0,6.0,157.9,99.66666666666667,52.63333333333333
4,95.0,33.0,4.0,153.3,3.25,51.1
5,95.0,13.0,2.0,76.05,1.0,152.1
6,13.0,5.0,3.0,114.24,41.0,19.04
7,13.0,92.0,1.0,154.36,1.0,154.36
8,92.0,95.0,2.0,156.67,3.0,156.67
9,5.0,120.0,1.0,44.14,5.0,8.828
10,120.0,95.0,2.0,73.6,2.0,36.8
11,22.0,120.0,1.0,86.98,1.0,86.98
12,5.0,66.0,1.0,325.65,4.0,81.4125
13,66.0,95.0,1.0,364.53,1460.0,0.2496780821917808
14,95.0,88.0,12.0,53.3,45.916666666666664,53.3
15,88.0,5.0,7.0,91.38,239.42857142857142,45.69
16,13.0,88.0,2.0,22.87,6.5,4.574
17,5.0,92.0,1.0,160.5,3.0,53.5
18,13.0,49.0,2.0,99.52,13.0,99.52
19,88.0,22.0,1.0,202.54,47.0,4.309361702127659
0,101.0,84.0,29.0,29.03,1006.2758620689655,58.06
1,101.0,5.0,1.0,82.63,447.0,0.18485458612975392
2,5.0,22.0,2.0,121.22,6.5,30.305
3,5.0,84.0,3.0,58.5,4721.333333333333,0.16295264623955433
4,84.0,99.0,2.0,84.36,130.0,5.624
5,101.0,99.0,1.0,113.35,88.0,1.2880681818181818
0,101.0,84.0,546.0,29.03,59.532967032967036,58.06
1,84.0,88.0,5.0,126.06,44.6,42.02
2,101.0,49.0,4.0,54.17,9.75,27.085
3,84.0,5.0,3.0,58.5,210.33333333333334,0.5969387755102041
4,84.0,22.0,8.0,146.05,9.125,48.68333333333334
5,22.0,95.0,1.0,157.9,4.0,39.475
6,95.0,88.0,3.0,53.3,3.0,17.766666666666666
7,22.0,120.0,4.0,86.98,1.75,86.98
8,120.0,95.0,2.0,73.6,2.0,36.8
9,95.0,84.0,2.0,76.73,6.5,76.73
10,88.0,22.0,2.0,202.54,6.0,33.75666666666667
11,120.0,84.0,1.0,95.0,1.0,95.0
