node_id,x,y
283,304.94565,184.788307
284,302.35319299999998,188.696934
285,299.24224500000003,195.27778499999999
286,292.87307700000002,204.893878
287,276.31192199999998,228.58986999999999
288,272.978859,230.36055899999999
289,267.250157,233.22490999999999
290,259.28205500000001,236.45381399999999
291,254.12622300000001,241.34925000000001
292,246.00188299999999,247.44250500000001
293,244.80406400000001,252.181704
294,245.37693400000001,255.931399
295,252.30345500000001,260.98307199999999
296,256.99057399999998,265.61811299999999
297,257.35512799999998,270.20107400000001
298,260.427795,274.26324399999999
299,260.32363700000002,280.66897399999999
300,264.28164900000002,284.93946
301,267.82302800000002,284.00203599999998
302,271.31232799999998,281.13768599999997
303,273.36366600000002,276.84073100000001
304,274.275508,272.40310299999999
305,274.518665,267.60073699999998
306,275.06576999999999,264.68284499999999
307,277.31497899999999,262.79837199999997
308,281.26629200000002,263.83179200000001
309,286.37260500000002,264.86521299999998
310,292.573127,265.16915999999998
311,296.76759800000002,265.65547500000002
312,301.56996299999997,267.90468399999997
313,307.92393800000002,268.482463
314,301.98692,272.75295
315,293.81049999999999,275.35690499999998
316,287.09229599999998,277.49214799999999
317,282.76972999999998,280.77313199999998
318,276.46815900000001,281.13768599999997
319,216.99177900000001,130.21981099999999
320,211.59426500000001,141.393216
321,210.584473,143.93921499999999
322,210.732191,148.12456800000001
323,208.66413399999999,150.14338499999999
324,204.67573999999999,149.40479300000001
325,202.36148600000001,148.27228600000001
326,277.16487100000001,234.21318199999999
327,280.99460499999998,236.462391
328,284.21644500000002,236.64475999999999
329,290.84249299999999,240.47449399999999
330,294.61143800000002,242.96686099999999
331,304.15537899999998,246.12791100000001
332,305.37116800000001,250.93027599999999
333,303.182748,255.30711600000001
334,302.14932800000003,258.225008
335,306.40458799999999,261.082112
336,307.92393800000002,273.91855500000003
337,306.57743599999998,280.240657
338,307.92393800000002,286.38038899999998
339,311.13664299999999,291.66906999999998
340,316.30374499999999,293.97906799999998
341,319.64716399999998,294.89091000000002
