wifi,X,Y,parents,ID,restored_x,restored_y
10310,327.0,177.0,88:13:22,virtual,-1.0,-1.0
73304,360.0,161.0,88:92:95,virtual,-1.0,-1.0
65967,274.0,257.0,49:84:101,virtual,-1.0,-1.0
43362,356.0,179.0,88:49:92,virtual,-1.0,-1.0
24124,379.0,137.0,88:92,virtual,-1.0,-1.0
78785,268.0,176.0,120:32:5,virtual,-1.0,-1.0
19917,278.0,185.0,88:84:22,virtual,-1.0,-1.0
38839,261.0,184.0,84:22:95,virtual,-1.0,-1.0
25934,306.0,215.0,88:84:5,virtual,-1.0,-1.0
43966,288.0,225.0,84:95,virtual,-1.0,-1.0
91130,237.0,153.0,32:33:120,virtual,-1.0,-1.0
43679,228.0,149.0,32:99:22,virtual,-1.0,-1.0
59350,257.0,148.0,120:5:22,virtual,-1.0,-1.0
45901,256.0,156.0,99:22:95,virtual,-1.0,-1.0
40291,354.0,207.0,88:5:13,virtual,-1.0,-1.0
249,191.0,127.0,105:99,virtual,-1.0,-1.0
21305,241.0,146.0,120:32:22,virtual,-1.0,-1.0
41682,275.0,210.0,49:99,virtual,-1.0,-1.0
13658,252.0,164.0,120:32:99,virtual,-1.0,-1.0
70703,181.0,108.0,105:22:33,virtual,-1.0,-1.0
92573,233.0,153.0,105:95,virtual,-1.0,-1.0
78445,247.0,184.0,105:5:49,virtual,-1.0,-1.0
89026,215.0,145.0,105:5,virtual,-1.0,-1.0
29811,211.0,123.0,120:105,virtual,-1.0,-1.0
2898,168.0,111.0,105:33,virtual,-1.0,-1.0
48970,181.0,108.0,33:105:22,virtual,-1.0,-1.0
52105,326.0,190.0,88:120:95,virtual,-1.0,-1.0
28510,255.0,179.0,32:99:5,virtual,-1.0,-1.0
97338,241.0,146.0,32:120:22,virtual,-1.0,-1.0
50073,230.0,172.0,84:22,virtual,-1.0,-1.0
22906,236.0,146.0,120:105:5,virtual,-1.0,-1.0
20467,226.0,179.0,49:105,virtual,-1.0,-1.0
91015,212.0,131.0,105:5:22,virtual,-1.0,-1.0
28233,287.0,155.0,88:120:22,virtual,-1.0,-1.0
68379,266.0,195.0,120:84,virtual,-1.0,-1.0
93099,246.0,213.0,32:84,virtual,-1.0,-1.0
59462,209.0,116.0,120:105:22,virtual,-1.0,-1.0
53986,196.0,119.0,105:99:22,virtual,-1.0,-1.0
61943,192.0,126.0,105:99:33,virtual,-1.0,-1.0
89097,274.0,157.0,88:99:22,virtual,-1.0,-1.0
9070,328.0,181.0,88:120,virtual,-1.0,-1.0
70937,288.0,214.0,84:5:95,virtual,-1.0,-1.0
66553,280.0,172.0,120:99:95,virtual,-1.0,-1.0
