m,trajs
"7.11-172,115,82,76,172,89+18","[[420, 1], [460, 0], [460, 4], [461, 0], [461, 4], [462, 0], [462, 1], [502, 3], [501, 1], [541, 0], [541, 0], [541, 1], [581, 4], [582, 0], [582, 4], [583, 1], [623, 0], [623, 0], [623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 4], [707, 1], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0]]"
"7.11-172,115,82,76,172,89+19","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
"7.11-112,138,9,131,175,199+1","[[499, 0], [499, 4], [500, 1], [540, 4], [541, 0]]"
"7.11-112,138,9,131,175,199+2","[[541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 3], [540, 3], [539, 2], [499, 0], [499, 0], [499, 2], [459, 3], [458, 0], [458, 3], [457, 0], [457, 3], [456, 2], [416, 3], [415, 0], [415, 2], [375, 3]]"
"7.11-112,138,9,131,175,199+3","[[374, 4], [375, 1], [415, 0], [415, 4], [416, 4], [417, 1], [457, 0], [457, 4], [458, 0], [458, 4], [459, 1], [499, 0], [499, 0], [499, 4], [500, 4], [501, 1], [541, 0]]"
"7.11-112,138,9,131,175,199+4","[[541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 2], [501, 2], [461, 4], [462, 0], [462, 3], [461, 0], [461, 3]]"
"7.11-208,151,254,40,222,169+1","[[420, 1], [460, 0], [460, 4], [461, 0], [461, 4], [462, 0], [462, 4], [463, 1], [503, 0], [503, 4]]"
"7.11-208,151,254,40,222,169+2","[[504, 0], [504, 0], [504, 0], [504, 3], [503, 0], [503, 3], [502, 2], [462, 0], [462, 3], [461, 0], [461, 3]]"
"7.11-208,151,254,40,222,169+3","[[460, 4], [461, 0], [461, 4], [462, 0], [462, 1], [502, 1], [542, 3]]"
"7.11-208,151,254,40,222,169+4","[[541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 2], [501, 2], [461, 4], [462, 0], [462, 3], [461, 0], [461, 3]]"
"7.11-208,151,254,40,222,169+5","[[460, 4], [461, 0], [461, 4], [462, 0], [462, 1], [502, 3], [501, 1]]"
"7.11-208,151,254,40,222,169+6","[[541, 0], [541, 0], [541, 0], [541, 2], [501, 2], [461, 4], [462, 0], [462, 3], [461, 0], [461, 3]]"
"7.11-208,151,254,40,222,169+7","[[460, 3], [459, 0], [459, 1]]"
"7.11-208,151,254,40,222,169+8","[[499, 0], [499, 0], [499, 0], [499, 0], [499, 0], [499, 0], [499, 0], [499, 0], [499, 2], [459, 0], [459, 4], [460, 0], [460, 2]]"
"7.11-208,151,254,40,222,169+9","[[420, 0], [420, 0], [420, 0], [420, 0], [420, 0], [420, 0], [420, 0], [420, 0], [420, 0], [420, 0], [420, 0], [420, 0], [420, 0], [420, 0], [420, 1]]"
"7.11-208,151,254,40,222,169+10","[[460, 4], [461, 0], [461, 4], [462, 0], [462, 4], [463, 1], [503, 0], [503, 4], [504, 0], [504, 1]]"
"7.11-208,151,254,40,222,169+11","[[544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 2], [504, 0], [504, 3], [503, 0], [503, 3], [502, 2], [462, 0], [462, 3], [461, 0], [461, 3]]"
"7.11-208,151,254,40,222,169+12","[[460, 4], [461, 0], [461, 4], [462, 0], [462, 4], [463, 1], [503, 0], [503, 4], [504, 0], [504, 1]]"
"7.11-208,151,254,40,222,169+13","[[544, 2], [504, 0], [504, 3], [503, 0], [503, 3], [502, 2], [462, 0], [462, 1], [502, 1], [542, 3]]"
"7.11-208,151,254,40,222,169+14","[[541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 2], [501, 4], [502, 2], [462, 0], [462, 3], [461, 0], [461, 3]]"
"7.11-8,250,121,194,19,245+1","[[789, 0], [789, 0], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 2], [624, 4], [625, 0]]"
"7.11-8,250,121,194,19,245+2","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 1], [665, 3], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 1], [746, 4], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]"
"7.11-8,250,121,194,19,245+3","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 2], [624, 4], [625, 0]]"
"7.11-8,250,121,194,19,245+4","[[625, 0], [625, 0], [625, 0], [625, 3], [624, 1], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 4], [707, 1], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0]]"
"7.11-8,250,121,194,19,245+5","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4]]"
"7.11-8,250,121,194,19,245+6","[[832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0]]"
"7.11-8,250,121,194,19,245+7","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 4], [665, 2], [625, 0]]"
"7.11-8,250,121,194,19,245+8","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 3], [624, 1], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 4], [707, 1], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4]]"
"7.11-248,45,124,72,127,16+1","[[544, 0], [544, 4], [545, 1], [585, 0], [585, 4], [586, 0], [586, 3], [585, 0], [585, 1], [625, 0], [625, 0], [625, 3], [624, 1], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4]]"
"7.11-248,45,124,72,127,16+2","[[706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 4], [665, 2], [625, 0], [625, 0], [625, 2], [585, 0], [585, 4], [586, 0], [586, 3], [585, 0], [585, 3], [584, 2], [544, 0]]"
"7.11-248,45,124,72,127,16+3","[[544, 0], [544, 0], [544, 0], [544, 1], [584, 4], [585, 0], [585, 4], [586, 0], [586, 3], [585, 0], [585, 1], [625, 0], [625, 0], [625, 1], [665, 3], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 4], [707, 1], [747, 0], [747, 4], [748, 1]]"
"7.11-248,45,124,72,127,16+4","[[788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 2], [624, 4], [625, 0], [625, 0], [625, 2], [585, 0], [585, 4], [586, 0], [586, 3], [585, 0], [585, 2], [545, 3], [544, 0]]"
"7.11-248,45,124,72,127,16+5","[[544, 0], [544, 4], [545, 1], [585, 0], [585, 4], [586, 0], [586, 3], [585, 0], [585, 1], [625, 0], [625, 0], [625, 1], [665, 3], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 4], [707, 1], [747, 0], [747, 4], [748, 1]]"
"7.11-248,45,124,72,127,16+6","[[788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 4], [665, 2], [625, 0], [625, 0], [625, 2], [585, 0], [585, 4], [586, 0], [586, 3], [585, 0], [585, 3], [584, 2], [544, 0]]"
"7.11-248,45,124,72,127,16+7","[[544, 0], [544, 0], [544, 0], [544, 0], [544, 4], [545, 1], [585, 0], [585, 4], [586, 0], [586, 3], [585, 0], [585, 1], [625, 0]]"
"7.11-248,45,124,72,127,16+8","[[625, 0], [625, 2], [585, 0], [585, 4], [586, 0], [586, 3], [585, 0], [585, 3], [584, 2], [544, 0]]"
"7.11-248,45,124,72,127,16+9","[[544, 0], [544, 4], [545, 1], [585, 0], [585, 4], [586, 0], [586, 3], [585, 0], [585, 1], [625, 0]]"
"7.11-248,45,124,72,127,16+10","[[625, 1], [665, 3], [664, 0], [664, 3], [663, 2]]"
"7.11-248,45,124,72,127,16+11","[[623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 1], [746, 4], [747, 0], [747, 1], [787, 4]]"
"7.11-248,45,124,72,127,16+12","[[788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3]]"
"7.11-248,45,124,72,127,16+13","[[623, 4], [624, 1], [664, 0], [664, 4], [665, 2]]"
"7.11-248,45,124,72,127,16+14","[[625, 1], [665, 3], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 4], [707, 1], [747, 0], [747, 4], [748, 1]]"
"7.11-248,45,124,72,127,16+15","[[788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 4], [665, 2]]"
"7.11-248,45,124,72,127,16+16","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 1], [665, 3], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 1], [746, 4], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4]]"
"7.11-248,45,124,72,127,16+17","[[832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 2], [624, 4]]"
"7.11-248,45,124,72,127,16+18","[[625, 3], [624, 1], [664, 0], [664, 3], [663, 2]]"
"7.11-248,45,124,72,127,16+19","[[623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 1], [746, 4], [747, 0], [747, 1], [787, 4]]"
"7.11-248,45,124,72,127,16+20","[[788, 3], [787, 2], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 4], [665, 2]]"
"7.11-248,45,124,72,127,16+21","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 3], [624, 1], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1]]"
"7.11-248,45,124,72,127,16+22","[[706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 4], [665, 2]]"
"7.11-248,45,124,72,127,16+23","[[625, 0], [625, 0], [625, 0], [625, 1], [665, 3], [664, 0], [664, 2], [624, 3]]"
"7.11-248,45,124,72,127,16+24","[[623, 1], [663, 4], [664, 0], [664, 4], [665, 2]]"
"7.11-248,45,124,72,127,16+25","[[625, 0], [625, 0], [625, 2], [585, 0], [585, 4], [586, 0], [586, 3], [585, 0], [585, 2], [545, 3], [544, 0]]"
"7.11-252,190,123,146,220,35+1","[[832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2], [623, 0], [623, 0], [623, 3], [622, 2], [582, 0], [582, 2], [542, 3], [541, 0], [541, 0], [541, 2], [501, 2], [461, 4], [462, 0], [462, 3], [461, 0], [461, 3], [460, 0], [460, 2]]"
"7.11-252,190,123,146,220,35+2","[[420, 1], [460, 0], [460, 4], [461, 0], [461, 4], [462, 0], [462, 1], [502, 3], [501, 1], [541, 0], [541, 0], [541, 4], [542, 1], [582, 0], [582, 1], [622, 4], [623, 0], [623, 0], [623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 4], [707, 1], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4]]"
"7.11-252,190,123,146,220,35+3","[[832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0]]"
"7.11-252,190,123,146,220,35+4","[[789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 3], [746, 2], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2], [623, 0], [623, 0], [623, 3], [622, 2], [582, 0], [582, 3], [581, 2], [541, 0], [541, 0], [541, 2], [501, 4], [502, 2], [462, 0], [462, 3], [461, 0], [461, 3], [460, 0], [460, 2]]"
"7.11-252,190,123,146,220,35+5","[[420, 1], [460, 0], [460, 4], [461, 0], [461, 4], [462, 0], [462, 1], [502, 1], [542, 3], [541, 0], [541, 0], [541, 1], [581, 4], [582, 0], [582, 4], [583, 1], [623, 0], [623, 0], [623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 4], [707, 1], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0]]"
"7.11-252,190,123,146,220,35+6","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]"
"7.11-252,190,123,146,220,35+7","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0]]"
"7.11-252,190,123,146,220,35+8","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4]]"
"7.11-128,214,5,75,8,213+1","[[832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 1], [829, 0], [829, 1], [869, 3], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3]]"
"7.11-128,214,5,75,8,213+2","[[907, 0], [907, 0], [907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 2], [828, 4], [829, 0], [829, 2], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 2], [624, 4], [625, 0]]"
"7.11-128,214,5,75,8,213+3","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 3], [624, 1], [664, 0], [664, 2], [624, 3]]"
"7.11-128,214,5,75,8,213+4","[[623, 4], [624, 1], [664, 0], [664, 4], [665, 2], [625, 0]]"
"7.11-128,214,5,75,8,213+5","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 3], [624, 1], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 1], [746, 4], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]"
"7.11-128,214,5,75,8,213+6","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 4], [665, 2], [625, 0]]"
"7.11-128,214,5,75,8,213+7","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 1], [665, 3], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 4], [707, 1], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1]]"
"7.11-128,214,5,75,8,213+8","[[874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 1], [829, 0], [829, 3], [828, 1], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3]]"
"7.11-128,214,5,75,8,213+9","[[907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 4], [869, 2], [829, 0], [829, 2], [789, 0], [789, 3]]"
"7.11-128,214,5,75,8,213+10","[[788, 4], [789, 0], [789, 1], [829, 0], [829, 3], [828, 1], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3]]"
"7.11-128,214,5,75,8,213+11","[[907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 4], [869, 2], [829, 0], [829, 2], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1]]"
"7.11-128,214,5,75,8,213+12","[[874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3]]"
"7.11-128,214,5,75,8,213+13","[[623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 4], [707, 1], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1]]"
"7.11-128,214,5,75,8,213+14","[[874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2]]"
"7.11-128,214,5,75,8,213+15","[[623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 1], [746, 4], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1]]"
"7.11-128,214,5,75,8,213+16","[[874, 0], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 1], [829, 0], [829, 3], [828, 1], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3]]"
"7.11-128,214,5,75,8,213+17","[[907, 0], [907, 0], [907, 0], [907, 0], [907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 2], [828, 4], [829, 0], [829, 2], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1]]"
"7.11-128,214,5,75,8,213+18","[[874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 1], [829, 0], [829, 3], [828, 1], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3]]"
"7.11-128,214,5,75,8,213+19","[[907, 0], [907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 2], [828, 4], [829, 0], [829, 2], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2]]"
"7.11-128,214,5,75,8,213+20","[[623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 4], [707, 1], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 1], [829, 0], [829, 1], [869, 3], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3]]"
"7.11-128,214,5,75,8,213+21","[[907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 4], [869, 2], [829, 0], [829, 2], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1]]"
"7.11-128,214,5,75,8,213+22","[[874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0]]"
"7.11-192,46,37,42,205,205+1","[[499, 2], [459, 0], [459, 4]]"
"7.11-192,46,37,42,205,205+2","[[460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 3], [459, 0], [459, 1], [499, 0], [499, 3], [498, 2], [458, 0], [458, 3], [457, 0], [457, 3], [456, 3], [455, 2], [415, 0], [415, 2], [375, 3]]"
"7.11-192,46,37,42,205,205+3","[[374, 1], [414, 4], [415, 0], [415, 4], [416, 4], [417, 1], [457, 0], [457, 4], [458, 0], [458, 1], [498, 4], [499, 0], [499, 2], [459, 0], [459, 4]]"
"7.11-192,46,37,42,205,205+4","[[460, 3], [459, 0], [459, 1], [499, 0], [499, 3], [498, 2], [458, 0], [458, 3], [457, 0], [457, 3], [456, 2], [416, 3], [415, 0], [415, 3], [414, 2]]"
