M,Dur,A_count,Count,oriMac,date,Moment
"7.20-208,151,254,41,36,178",10.18,1.0,2.0,"208,151,254,41,36,178",7.20,10.18
"7.20-136,95,198,165,64,200",9.7,1.0,4.0,"136,95,198,165,64,200",7.20,9.7
"7.20-200,31,163,246,107,162",13.05,1.0,3.0,"200,31,163,246,107,162",7.20,13.05
"7.20-244,96,226,16,224,222",15.28,4.0,7.0,"244,96,226,16,224,222",7.20,15.28
"7.20-48,74,6,133,29,213",14.8,3.0,7.0,"48,74,6,133,29,213",7.20,14.8
"7.20-132,80,70,27,140,33",8.4,2.0,2.0,"132,80,70,27,140,33",7.20,8.4
"7.20-148,53,197,58,225,180",9.85,1.0,2.0,"148,53,197,58,225,180",7.20,9.85
"7.20-196,64,246,121,182,9",10.5,6.0,40.0,"196,64,246,121,182,9",7.20,10.5
"7.20-200,31,163,246,107,159",9.3,1.0,3.0,"200,31,163,246,107,159",7.20,9.3
"7.20-184,8,250,121,45,167",14.57,2.0,2.0,"184,8,250,121,45,167",7.20,14.57
"7.20-48,69,150,180,24,69",10.2,1.0,2.0,"48,69,150,180,24,69",7.20,10.2
"7.20-32,50,51,210,96,53",10.92,2.0,6.0,"32,50,51,210,96,53",7.20,10.92
"7.20-184,55,101,29,88,107",11.9,1.0,3.0,"184,55,101,29,88,107",7.20,11.9
"7.20-212,131,4,236,83,154",15.55,2.0,5.0,"212,131,4,236,83,154",7.20,15.55
"7.20-160,238,21,15,167,101",14.22,1.0,3.0,"160,238,21,15,167,101",7.20,14.22
"7.20-240,89,142,53,161,238",9.92,1.0,2.0,"240,89,142,53,161,238",7.20,9.92
"7.20-240,89,142,53,160,238",9.68,1.0,2.0,"240,89,142,53,160,238",7.20,9.68
"7.20-80,143,92,102,201,25",13.93,1.0,3.0,"80,143,92,102,201,25",7.20,13.93
"7.20-28,209,7,152,49,91",15.9,1.0,3.0,"28,209,7,152,49,91",7.20,15.9
"7.20-92,240,144,185,104,48",9.52,1.0,2.0,"92,240,144,185,104,48",7.20,9.52
"7.20-136,3,233,226,168,73",8.52,1.0,2.0,"136,3,233,226,168,73",7.20,8.52
"7.20-68,207,140,11,128,186",15.88,2.0,4.0,"68,207,140,11,128,186",7.20,15.88
"7.20-156,174,211,194,70,96",15.95,2.0,24.0,"156,174,211,194,70,96",7.20,15.95
"7.20-164,64,200,31,163,246",14.63,1.0,5.0,"164,64,200,31,163,246",7.20,14.63
"7.20-8,254,121,45,167,67",10.3,1.0,2.0,"8,254,121,45,167,67",7.20,10.3
"7.20-28,209,7,152,1,91",12.65,2.0,4.0,"28,209,7,152,1,91",7.20,12.65
"7.20-220,240,208,185,104,48",11.58,1.0,2.0,"220,240,208,185,104,48",7.20,11.58
"7.20-212,240,144,185,104,48",12.18,1.0,2.0,"212,240,144,185,104,48",7.20,12.18
"7.20-20,178,197,137,47,142",14.33,5.0,10.0,"20,178,197,137,47,142",7.20,14.33
"7.20-164,117,159,153,152,106",14.75,4.0,4.0,"164,117,159,153,152,106",7.20,14.75
"7.20-140,170,206,248,25,155",15.65,1.0,10.0,"140,170,206,248,25,155",7.20,15.65
"7.20-184,148,22,32,44,55",13.37,2.0,2.0,"184,148,22,32,44,55",7.20,13.37
"7.20-48,66,38,133,29,213",12.8,3.0,9.0,"48,66,38,133,29,213",7.20,12.8
"7.20-220,240,144,177,104,48",13.08,2.0,4.0,"220,240,144,177,104,48",7.20,13.08
"7.20-184,55,69,29,72,107",12.65,1.0,5.0,"184,55,69,29,72,107",7.20,12.65
"7.20-220,240,144,185,105,48",10.47,2.0,3.0,"220,240,144,185,105,48",7.20,10.47
"7.20-20,146,229,137,47,142",13.77,3.0,4.0,"20,146,229,137,47,142",7.20,13.77
"7.20-96,61,166,8,250,121",9.87,1.0,2.0,"96,61,166,8,250,121",7.20,9.87
"7.20-24,250,121,45,167,67",13.47,1.0,4.0,"24,250,121,45,167,67",7.20,13.47
"7.20-112,74,38,133,29,213",15.6,2.0,8.0,"112,74,38,133,29,213",7.20,15.6
"7.20-116,58,81,118,159,27",14.55,2.0,5.0,"116,58,81,118,159,27",7.20,14.55
"7.20-76,2,32,111,67,59",9.95,1.0,2.0,"76,2,32,111,67,59",7.20,9.95
"7.20-112,58,81,118,159,31",14.55,2.0,5.0,"112,58,81,118,159,31",7.20,14.55
"7.20-48,78,38,133,29,213",15.45,3.0,5.0,"48,78,38,133,29,213",7.20,15.45
"7.20-20,178,229,137,47,206",12.03,3.0,4.0,"20,178,229,137,47,206",7.20,12.03
"7.20-240,27,76,132,118,12",13.87,2.0,3.0,"240,27,76,132,118,12",7.20,13.87
"7.20-28,209,7,24,33,91",14.05,2.0,4.0,"28,209,7,24,33,91",7.20,14.05
"7.20-8,250,121,45,135,67",14.15,2.0,4.0,"8,250,121,45,135,67",7.20,14.15
"7.20-164,125,159,145,152,106",11.4,3.0,3.0,"164,125,159,145,152,106",7.20,11.4
"7.20-160,81,11,79,37,134",9.02,2.0,6.0,"160,81,11,79,37,134",7.20,9.02
"7.20-8,250,125,45,167,67",16.07,2.0,3.0,"8,250,125,45,167,67",7.20,16.07
"7.20-28,209,7,152,33,95",12.72,1.0,4.0,"28,209,7,152,33,95",7.20,12.72
"7.20-140,52,1,175,121,255",9.48,5.0,29.0,"140,52,1,175,121,255",7.20,9.48
"7.20-72,250,121,45,167,67",15.23,1.0,5.0,"72,250,121,45,167,67",7.20,15.23
"7.20-32,50,51,210,64,61",14.1,2.0,9.0,"32,50,51,210,64,61",7.20,14.1
"7.20-8,250,121,45,39,67",15.03,1.0,2.0,"8,250,121,45,39,67",7.20,15.03
"7.20-132,125,159,153,152,106",14.55,2.0,3.0,"132,125,159,153,152,106",7.20,14.55
"7.20-20,178,229,129,47,142",12.37,4.0,5.0,"20,178,229,129,47,142",7.20,12.37
"7.20-8,250,121,13,167,67",10.57,2.0,3.0,"8,250,121,13,167,67",7.20,10.57
"7.20-220,68,109,32,248,60",11.78,5.0,9.0,"220,68,109,32,248,60",7.20,11.78
"7.20-112,71,233,44,21,5",12.55,1.0,3.0,"112,71,233,44,21,5",7.20,12.55
"7.20-240,27,108,4,118,12",15.7,2.0,4.0,"240,27,108,4,118,12",7.20,15.7
"7.20-252,123,240,89,142,53",15.07,3.0,5.0,"252,123,240,89,142,53",7.20,15.07
"7.20-172,146,50,67,121,50",9.23,5.0,24.0,"172,146,50,67,121,50",7.20,9.23
"7.20-164,125,159,153,152,98",11.08,2.0,3.0,"164,125,159,153,152,98",7.20,11.08
"7.20-100,217,76,95,253,145",11.47,2.0,2.0,"100,217,76,95,253,145",7.20,11.47
"7.20-164,80,70,27,132,33",9.25,1.0,2.0,"164,80,70,27,132,33",7.20,9.25
"7.20-20,159,182,86,222,181",12.35,2.0,4.0,"20,159,182,86,222,181",7.20,12.35
"7.20-8,250,121,45,183,67",13.55,1.0,4.0,"8,250,121,45,183,67",7.20,13.55
"7.20-220,240,144,189,104,48",12.68,2.0,3.0,"220,240,144,189,104,48",7.20,12.68
"7.20-172,115,82,76,44,89",14.25,1.0,2.0,"172,115,82,76,44,89",7.20,14.25
"7.20-164,125,151,153,152,106",12.58,3.0,5.0,"164,125,151,153,152,106",7.20,12.58
"7.20-76,129,42,183,42,73",13.73,1.0,2.0,"76,129,42,183,42,73",7.20,13.73
"7.20-184,148,54,32,45,55",13.8,1.0,2.0,"184,148,54,32,45,55",7.20,13.8
"7.20-152,187,30,11,235,36",9.37,2.0,7.0,"152,187,30,11,235,36",7.20,9.37
"7.20-12,75,84,85,60,206",10.58,1.0,2.0,"12,75,84,85,60,206",7.20,10.58
"7.20-112,58,81,118,151,27",9.52,2.0,2.0,"112,58,81,118,151,27",7.20,9.52
"7.20-20,90,252,52,211,125",9.42,2.0,3.0,"20,90,252,52,211,125",7.20,9.42
"7.20-112,122,81,118,159,27",13.2,1.0,3.0,"112,122,81,118,159,27",7.20,13.2
"7.20-112,59,81,118,159,27",12.62,1.0,2.0,"112,59,81,118,159,27",7.20,12.62
"7.20-240,103,40,199,90,171",11.45,1.0,4.0,"240,103,40,199,90,171",7.20,11.45
"7.20-20,209,7,152,33,91",10.77,2.0,3.0,"20,209,7,152,33,91",7.20,10.77
"7.20-48,74,38,133,93,213",14.27,1.0,6.0,"48,74,38,133,93,213",7.20,14.27
"7.20-48,74,38,5,29,213",13.75,3.0,7.0,"48,74,38,5,29,213",7.20,13.75
"7.20-220,240,144,249,104,48",15.1,1.0,4.0,"220,240,144,249,104,48",7.20,15.1
"7.20-164,201,49,9,43,253",10.47,1.0,2.0,"164,201,49,9,43,253",7.20,10.47
"7.20-204,129,43,183,42,73",15.42,3.0,3.0,"204,129,43,183,42,73",7.20,15.42
"7.20-204,129,42,183,43,73",11.0,2.0,2.0,"204,129,42,183,43,73",7.20,11.0
"7.20-48,75,38,133,29,213",14.8,2.0,11.0,"48,75,38,133,29,213",7.20,14.8
"7.20-48,74,38,133,21,213",13.22,3.0,8.0,"48,74,38,133,21,213",7.20,13.22
"7.20-20,178,229,137,47,158",12.6,3.0,3.0,"20,178,229,137,47,158",7.20,12.6
"7.20-32,18,51,210,96,61",14.17,4.0,9.0,"32,18,51,210,96,61",7.20,14.17
"7.20-8,250,89,45,167,67",14.08,1.0,3.0,"8,250,89,45,167,67",7.20,14.08
"7.20-248,162,214,239,143,47",10.38,2.0,51.0,"248,162,214,239,143,47",7.20,10.38
"7.20-48,123,172,71,127,62",14.5,3.0,5.0,"48,123,172,71,127,62",7.20,14.5
"7.20-204,1,42,183,42,73",11.93,1.0,3.0,"204,1,42,183,42,73",7.20,11.93
"7.20-236,193,43,217,136,197",12.87,2.0,3.0,"236,193,43,217,136,197",7.20,12.87
"7.20-236,193,169,217,136,197",12.3,1.0,2.0,"236,193,169,217,136,197",7.20,12.3
"7.20-160,156,95,90,12,124",13.68,2.0,3.0,"160,156,95,90,12,124",7.20,13.68
"7.20-8,254,121,194,19,245",11.82,1.0,3.0,"8,254,121,194,19,245",7.20,11.82
"7.20-208,151,254,41,4,162",14.47,2.0,2.0,"208,151,254,41,4,162",7.20,14.47
"7.20-84,167,3,191,88,22",15.5,2.0,4.0,"84,167,3,191,88,22",7.20,15.5
"7.20-28,209,7,152,33,83",12.53,2.0,6.0,"28,209,7,152,33,83",7.20,12.53
"7.20-208,151,254,41,52,162",11.47,2.0,4.0,"208,151,254,41,52,162",7.20,11.47
"7.20-112,58,81,118,159,91",11.48,1.0,3.0,"112,58,81,118,159,91",7.20,11.48
"7.20-180,125,159,153,152,106",12.78,3.0,5.0,"180,125,159,153,152,106",7.20,12.78
"7.20-164,125,159,153,152,74",15.07,5.0,12.0,"164,125,159,153,152,74",7.20,15.07
"7.20-8,122,121,194,19,245",13.3,2.0,2.0,"8,122,121,194,19,245",7.20,13.3
"7.20-64,200,31,163,246,99",11.7,1.0,3.0,"64,200,31,163,246,99",7.20,11.7
"7.20-76,192,10,202,51,191",9.93,2.0,2.0,"76,192,10,202,51,191",7.20,9.93
"7.20-76,2,32,79,66,59",9.78,1.0,2.0,"76,2,32,79,66,59",7.20,9.78
"7.20-164,125,159,153,144,106",13.68,3.0,11.0,"164,125,159,153,144,106",7.20,13.68
"7.20-76,102,201,25,167,220",10.18,1.0,2.0,"76,102,201,25,167,220",7.20,10.18
"7.20-228,125,159,153,152,106",16.4,2.0,10.0,"228,125,159,153,152,106",7.20,16.4
"7.20-252,107,244,89,142,53",14.27,2.0,4.0,"252,107,244,89,142,53",7.20,14.27
"7.20-112,50,81,118,159,27",12.77,2.0,5.0,"112,50,81,118,159,27",7.20,12.77
"7.20-252,75,240,89,142,53",11.85,2.0,3.0,"252,75,240,89,142,53",7.20,11.85
"7.20-164,4,80,242,145,20",11.07,3.0,3.0,"164,4,80,242,145,20",7.20,11.07
"7.20-80,159,76,102,201,25",14.72,2.0,3.0,"80,159,76,102,201,25",7.20,14.72
"7.20-80,143,76,70,201,25",12.27,2.0,3.0,"80,143,76,70,201,25",7.20,12.27
"7.20-172,208,116,41,137,7",15.88,7.0,10.0,"172,208,116,41,137,7",7.20,15.88
"7.20-252,107,240,89,142,21",13.07,2.0,5.0,"252,107,240,89,142,21",7.20,13.07
"7.20-220,240,16,185,104,48",13.97,2.0,8.0,"220,240,16,185,104,48",7.20,13.97
"7.20-32,50,51,82,96,61",15.98,4.0,6.0,"32,50,51,82,96,61",7.20,15.98
"7.20-252,107,240,93,142,53",14.52,3.0,5.0,"252,107,240,93,142,53",7.20,14.52
"7.20-32,48,51,210,96,61",12.25,3.0,5.0,"32,48,51,210,96,61",7.20,12.25
"7.20-176,220,240,144,185,104",10.1,1.0,2.0,"176,220,240,144,185,104",7.20,10.1
"7.20-184,148,54,32,108,55",15.03,3.0,3.0,"184,148,54,32,108,55",7.20,15.03
"7.20-8,250,121,109,167,67",13.98,2.0,3.0,"8,250,121,109,167,67",7.20,13.98
"7.20-164,125,159,153,152,107",13.77,4.0,14.0,"164,125,159,153,152,107",7.20,13.77
"7.20-8,250,121,45,167,83",14.4,1.0,4.0,"8,250,121,45,167,83",7.20,14.4
"7.20-208,23,254,41,36,162",13.75,1.0,3.0,"208,23,254,41,36,162",7.20,13.75
"7.20-92,255,255,144,7,135",12.2,1.0,2.0,"92,255,255,144,7,135",7.20,12.2
"7.20-220,240,144,185,96,48",14.62,2.0,4.0,"220,240,144,185,96,48",7.20,14.62
"7.20-112,71,233,44,85,7",13.2,1.0,3.0,"112,71,233,44,85,7",7.20,13.2
"7.20-152,207,83,224,116,138",12.08,1.0,4.0,"152,207,83,224,116,138",7.20,12.08
"7.20-220,240,144,185,104,16",13.93,2.0,2.0,"220,240,144,185,104,16",7.20,13.93
"7.20-112,58,85,118,159,27",11.98,2.0,3.0,"112,58,85,118,159,27",7.20,11.98
"7.20-208,151,255,41,36,162",13.92,1.0,3.0,"208,151,255,41,36,162",7.20,13.92
"7.20-8,250,89,194,19,245",14.3,2.0,4.0,"8,250,89,194,19,245",7.20,14.3
"7.20-112,58,81,118,159,19",15.28,1.0,3.0,"112,58,81,118,159,19",7.20,15.28
"7.20-4,207,140,11,144,186",12.42,3.0,6.0,"4,207,140,11,144,186",7.20,12.42
"7.20-164,86,159,174,104,143",15.47,1.0,4.0,"164,86,159,174,104,143",7.20,15.47
"7.20-160,86,159,174,104,143",11.9,2.0,2.0,"160,86,159,174,104,143",7.20,11.9
"7.20-168,60,136,95,198,163",15.88,2.0,2.0,"168,60,136,95,198,163",7.20,15.88
"7.20-164,66,103,56,226,78",13.15,1.0,2.0,"164,66,103,56,226,78",7.20,13.15
"7.20-48,148,21,197,58,225",12.08,2.0,3.0,"48,148,21,197,58,225",7.20,12.08
"7.20-148,53,197,58,225,158",13.15,1.0,2.0,"148,53,197,58,225,158",7.20,13.15
"7.20-112,130,9,131,175,199",10.33,2.0,2.0,"112,130,9,131,175,199",7.20,10.33
"7.20-240,89,142,53,177,1",10.32,1.0,3.0,"240,89,142,53,177,1",7.20,10.32
"7.20-240,89,142,53,164,51",10.73,2.0,2.0,"240,89,142,53,164,51",7.20,10.73
"7.20-20,178,229,137,45,142",12.77,4.0,8.0,"20,178,229,137,45,142",7.20,12.77
"7.20-240,144,185,104,48,162",13.57,2.0,3.0,"240,144,185,104,48,162",7.20,13.57
"7.20-240,144,185,104,48,167",13.53,2.0,4.0,"240,144,185,104,48,167",7.20,13.53
"7.20-152,106,161,32,50,51",10.32,1.0,2.0,"152,106,161,32,50,51",7.20,10.32
"7.20-48,72,38,133,29,213",14.13,3.0,4.0,"48,72,38,133,29,213",7.20,14.13
"7.20-8,122,121,45,167,67",11.0,1.0,2.0,"8,122,121,45,167,67",7.20,11.0
"7.20-240,89,142,53,167,186",11.82,2.0,2.0,"240,89,142,53,167,186",7.20,11.82
"7.20-160,4,207,140,11,128",11.38,2.0,3.0,"160,4,207,140,11,128",7.20,11.38
"7.20-164,125,159,153,152,122",14.57,4.0,9.0,"164,125,159,153,152,122",7.20,14.57
"7.20-172,48,69,150,180,24",11.78,1.0,3.0,"172,48,69,150,180,24",7.20,11.78
"7.20-240,89,142,53,173,48",12.8,2.0,2.0,"240,89,142,53,173,48",7.20,12.8
"7.20-24,101,179,252,107,240",11.9,2.0,2.0,"24,101,179,252,107,240",7.20,11.9
"7.20-8,250,121,37,167,67",11.8,2.0,5.0,"8,250,121,37,167,67",7.20,11.8
"7.20-32,50,115,210,96,61",13.85,2.0,4.0,"32,50,115,210,96,61",7.20,13.85
"7.20-112,26,81,118,159,27",13.55,1.0,3.0,"112,26,81,118,159,27",7.20,13.55
"7.20-32,51,51,210,96,61",14.98,4.0,7.0,"32,51,51,210,96,61",7.20,14.98
"7.20-244,27,108,132,118,12",13.65,2.0,2.0,"244,27,108,132,118,12",7.20,13.65
"7.20-208,151,254,9,36,162",13.72,1.0,2.0,"208,151,254,9,36,162",7.20,13.72
"7.20-28,209,7,156,33,91",12.43,1.0,3.0,"28,209,7,156,33,91",7.20,12.43
"7.20-16,195,95,15,4,30",13.73,1.0,2.0,"16,195,95,15,4,30",7.20,13.73
"7.20-8,251,121,45,167,67",11.97,1.0,2.0,"8,251,121,45,167,67",7.20,11.97
"7.20-32,50,51,210,97,61",13.9,3.0,5.0,"32,50,51,210,97,61",7.20,13.9
"7.20-240,144,185,104,48,183",10.55,1.0,2.0,"240,144,185,104,48,183",7.20,10.55
"7.20-64,235,171,220,240,144",13.68,1.0,3.0,"64,235,171,220,240,144",7.20,13.68
"7.20-144,185,104,48,164,82",10.55,1.0,2.0,"144,185,104,48,164,82",7.20,10.55
"7.20-104,48,165,80,143,76",13.65,2.0,3.0,"104,48,165,80,143,76",7.20,13.65
"7.20-172,220,240,144,185,104",13.68,1.0,6.0,"172,220,240,144,185,104",7.20,13.68
"7.20-80,143,76,102,201,17",14.95,2.0,7.0,"80,143,76,102,201,17",7.20,14.95
"7.20-76,102,201,25,166,220",14.08,1.0,2.0,"76,102,201,25,166,220",7.20,14.08
"7.20-220,112,144,185,104,48",15.12,2.0,2.0,"220,112,144,185,104,48",7.20,15.12
"7.20-252,107,241,89,142,53",13.33,3.0,5.0,"252,107,241,89,142,53",7.20,13.33
"7.20-128,186,83,64,235,172",12.93,1.0,2.0,"128,186,83,64,235,172",7.20,12.93
"7.20-224,106,88,107,45,142",10.67,5.0,7.0,"224,106,88,107,45,142",7.20,10.67
"7.20-112,58,81,118,31,27",13.95,2.0,2.0,"112,58,81,118,31,27",7.20,13.95
"7.20-32,50,51,211,96,61",15.6,3.0,13.0,"32,50,51,211,96,61",7.20,15.6
"7.20-20,178,229,137,47,140",13.6,4.0,4.0,"20,178,229,137,47,140",7.20,13.6
"7.20-108,33,163,235,7,87",12.72,1.0,3.0,"108,33,163,235,7,87",7.20,12.72
"7.20-20,178,229,153,47,142",15.55,3.0,7.0,"20,178,229,153,47,142",7.20,15.55
"7.20-20,50,229,137,47,142",14.43,3.0,6.0,"20,50,229,137,47,142",7.20,14.43
"7.20-64,200,31,163,118,107",10.9,1.0,2.0,"64,200,31,163,118,107",7.20,10.9
"7.20-132,65,103,218,93,212",13.1,3.0,3.0,"132,65,103,218,93,212",7.20,13.1
"7.20-172,132,65,103,218,221",12.05,2.0,2.0,"172,132,65,103,218,221",7.20,12.05
"7.20-220,240,144,185,104,112",14.53,2.0,8.0,"220,240,144,185,104,112",7.20,14.53
"7.20-252,107,240,81,142,53",13.9,3.0,6.0,"252,107,240,81,142,53",7.20,13.9
"7.20-220,166,220,240,144,185",13.78,2.0,2.0,"220,166,220,240,144,185",7.20,13.78
"7.20-204,129,34,183,42,73",14.05,2.0,3.0,"204,129,34,183,42,73",7.20,14.05
"7.20-8,250,121,194,19,117",15.2,2.0,2.0,"8,250,121,194,19,117",7.20,15.2
"7.20-32,50,51,210,100,61",17.38,2.0,6.0,"32,50,51,210,100,61",7.20,17.38
"7.20-208,27,108,132,118,12",16.52,2.0,5.0,"208,27,108,132,118,12",7.20,16.52
"7.20-4,207,140,75,128,186",14.17,1.0,3.0,"4,207,140,75,128,186",7.20,14.17
"7.20-8,250,121,45,231,67",12.17,1.0,3.0,"8,250,121,45,231,67",7.20,12.17
"7.20-204,129,42,183,106,73",12.1,2.0,2.0,"204,129,42,183,106,73",7.20,12.1
"7.20-48,74,102,133,29,213",13.98,2.0,7.0,"48,74,102,133,29,213",7.20,13.98
"7.20-204,145,42,183,42,73",12.1,2.0,3.0,"204,145,42,183,42,73",7.20,12.1
"7.20-12,250,121,45,167,67",15.72,2.0,4.0,"12,250,121,45,167,67",7.20,15.72
"7.20-108,33,162,107,7,87",12.85,2.0,2.0,"108,33,162,107,7,87",7.20,12.85
"7.20-204,129,42,183,58,73",14.92,1.0,2.0,"204,129,42,183,58,73",7.20,14.92
"7.20-220,240,144,185,104,49",13.83,1.0,2.0,"220,240,144,185,104,49",7.20,13.83
"7.20-48,148,53,213,58,225",12.75,2.0,4.0,"48,148,53,213,58,225",7.20,12.75
"7.20-108,193,171,217,136,197",13.85,1.0,2.0,"108,193,171,217,136,197",7.20,13.85
"7.20-48,148,53,197,26,225",14.1,1.0,2.0,"48,148,53,197,26,225",7.20,14.1
"7.20-60,255,238,86,45,209",15.55,1.0,7.0,"60,255,238,86,45,209",7.20,15.55
"7.20-116,160,10,41,173,1",11.23,1.0,3.0,"116,160,10,41,173,1",7.20,11.23
"7.20-12,160,20,178,229,137",15.1,1.0,4.0,"12,160,20,178,229,137",7.20,15.1
"7.20-240,89,142,53,186,1",12.3,1.0,2.0,"240,89,142,53,186,1",7.20,12.3
"7.20-240,89,142,53,173,1",15.58,2.0,6.0,"240,89,142,53,173,1",7.20,15.58
"7.20-168,44,255,238,86,45",13.63,1.0,3.0,"168,44,255,238,86,45",7.20,13.63
"7.20-16,148,53,197,58,225",14.17,2.0,4.0,"16,148,53,197,58,225",7.20,14.17
"7.20-116,3,24,100,145,165",14.38,2.0,2.0,"116,3,24,100,145,165",7.20,14.38
"7.20-176,55,101,29,72,107",13.73,1.0,3.0,"176,55,101,29,72,107",7.20,13.73
"7.20-84,42,35,66,172,1",12.32,1.0,2.0,"84,42,35,66,172,1",7.20,12.32
"7.20-252,107,240,89,14,53",14.4,3.0,7.0,"252,107,240,89,14,53",7.20,14.4
"7.20-32,50,55,210,96,61",15.55,3.0,4.0,"32,50,55,210,96,61",7.20,15.55
"7.20-236,1,238,73,129,10",16.8,2.0,13.0,"236,1,238,73,129,10",7.20,16.8
"7.20-112,71,233,44,21,71",11.43,1.0,2.0,"112,71,233,44,21,71",7.20,11.43
"7.20-252,107,240,89,143,53",14.9,3.0,4.0,"252,107,240,89,143,53",7.20,14.9
"7.20-72,250,121,194,19,245",13.2,1.0,2.0,"72,250,121,194,19,245",7.20,13.2
"7.20-132,65,103,218,221,84",13.35,1.0,2.0,"132,65,103,218,221,84",7.20,13.35
"7.20-252,105,240,89,142,53",12.33,2.0,3.0,"252,105,240,89,142,53",7.20,12.33
"7.20-124,107,240,89,142,53",17.63,3.0,4.0,"124,107,240,89,142,53",7.20,17.63
"7.20-160,112,58,81,118,159",13.5,1.0,3.0,"160,112,58,81,118,159",7.20,13.5
"7.20-148,54,32,44,55,166",16.12,2.0,2.0,"148,54,32,44,55,166",7.20,16.12
"7.20-20,242,229,137,47,142",12.65,3.0,3.0,"20,242,229,137,47,142",7.20,12.65
"7.20-8,250,121,194,23,245",13.32,1.0,2.0,"8,250,121,194,23,245",7.20,13.32
"7.20-112,87,233,44,21,7",15.65,1.0,4.0,"112,87,233,44,21,7",7.20,15.65
"7.20-28,209,7,152,33,89",11.95,2.0,2.0,"28,209,7,152,33,89",7.20,11.95
"7.20-236,193,171,209,136,197",14.47,2.0,2.0,"236,193,171,209,136,197",7.20,14.47
"7.20-240,27,108,132,86,12",13.8,2.0,3.0,"240,27,108,132,86,12",7.20,13.8
"7.20-20,178,229,137,47,134",12.58,2.0,2.0,"20,178,229,137,47,134",7.20,12.58
"7.20-48,148,53,197,58,193",14.3,1.0,3.0,"48,148,53,197,58,193",7.20,14.3
"7.20-240,27,108,148,118,12",14.25,2.0,3.0,"240,27,108,148,118,12",7.20,14.25
"7.20-240,27,100,132,118,12",17.0,1.0,3.0,"240,27,100,132,118,12",7.20,17.0
"7.20-208,151,254,33,36,198",17.55,2.0,3.0,"208,151,254,33,36,198",7.20,17.55
"7.20-208,151,254,41,36,163",15.7,2.0,3.0,"208,151,254,41,36,163",7.20,15.7
"7.20-252,107,112,89,142,53",16.87,3.0,8.0,"252,107,112,89,142,53",7.20,16.87
"7.20-48,74,38,133,29,85",17.15,2.0,4.0,"48,74,38,133,29,85",7.20,17.15
"7.20-176,223,193,193,47,17",16.58,3.0,8.0,"176,223,193,193,47,17",7.20,16.58
"7.20-140,103,148,229,190,228",12.33,4.0,5.0,"140,103,148,229,190,228",7.20,12.33
"7.20-244,107,240,89,142,53",14.82,1.0,2.0,"244,107,240,89,142,53",7.20,14.82
"7.20-60,165,129,247,226,15",15.05,2.0,37.0,"60,165,129,247,226,15",7.20,15.05
"7.20-28,213,7,152,33,91",14.08,2.0,3.0,"28,213,7,152,33,91",7.20,14.08
"7.20-8,250,121,66,19,245",13.07,1.0,2.0,"8,250,121,66,19,245",7.20,13.07
"7.20-28,209,7,216,33,91",18.0,2.0,4.0,"28,209,7,216,33,91",7.20,18.0
"7.20-28,209,71,152,33,91",13.83,1.0,2.0,"28,209,71,152,33,91",7.20,13.83
"7.20-160,178,143,129,35,16",12.73,1.0,2.0,"160,178,143,129,35,16",7.20,12.73
"7.20-152,33,91,171,112,58",16.47,2.0,3.0,"152,33,91,171,112,58",7.20,16.47
"7.20-32,130,106,57,226,215",12.47,2.0,5.0,"32,130,106,57,226,215",7.20,12.47
"7.20-184,55,101,29,64,107",13.03,1.0,3.0,"184,55,101,29,64,107",7.20,13.03
"7.20-8,244,88,9,84,85",12.32,4.0,11.0,"8,244,88,9,84,85",7.20,12.32
"7.20-32,54,51,210,96,61",17.12,3.0,5.0,"32,54,51,210,96,61",7.20,17.12
"7.20-28,209,5,152,33,91",15.93,1.0,2.0,"28,209,5,152,33,91",7.20,15.93
"7.20-240,27,108,132,118,4",14.68,1.0,2.0,"240,27,108,132,118,4",7.20,14.68
"7.20-252,107,240,89,206,53",14.53,1.0,5.0,"252,107,240,89,206,53",7.20,14.53
"7.20-64,69,218,104,146,86",16.78,4.0,20.0,"64,69,218,104,146,86",7.20,16.78
"7.20-84,178,229,137,47,142",13.72,1.0,2.0,"84,178,229,137,47,142",7.20,13.72
"7.20-80,143,76,102,193,25",16.65,2.0,7.0,"80,143,76,102,193,25",7.20,16.65
"7.20-220,109,205,117,41,209",14.08,2.0,2.0,"220,109,205,117,41,209",7.20,14.08
"7.20-64,192,31,163,246,107",12.82,2.0,2.0,"64,192,31,163,246,107",7.20,12.82
"7.20-188,59,116,160,10,41",15.63,1.0,2.0,"188,59,116,160,10,41",7.20,15.63
"7.20-204,129,42,183,42,65",15.6,2.0,3.0,"204,129,42,183,42,65",7.20,15.6
"7.20-44,255,230,86,45,209",14.67,1.0,3.0,"44,255,230,86,45,209",7.20,14.67
"7.20-4,207,140,11,128,250",17.08,2.0,2.0,"4,207,140,11,128,250",7.20,17.08
"7.20-36,255,238,86,45,209",14.58,1.0,2.0,"36,255,238,86,45,209",7.20,14.58
"7.20-4,207,140,11,128,58",18.18,2.0,3.0,"4,207,140,11,128,58",7.20,18.18
"7.20-252,107,240,89,134,53",15.73,3.0,6.0,"252,107,240,89,134,53",7.20,15.73
"7.20-4,223,140,11,128,186",14.28,2.0,2.0,"4,223,140,11,128,186",7.20,14.28
"7.20-44,255,238,86,37,209",14.48,1.0,2.0,"44,255,238,86,37,209",7.20,14.48
"7.20-48,69,151,180,24,101",13.2,2.0,2.0,"48,69,151,180,24,101",7.20,13.2
