m,trajs
232,"[(374, np.int64(3), 373), (373, np.int64(3), 372), (372, np.int64(2), 371), (371, np.int64(2), 331), (331, np.int64(3), 331), (331, np.int64(3), 330), (330, np.int64(2), 290), (290, np.int64(3), 289), (289, np.int64(3), 288), (288, np.int64(2), 248), (248, np.int64(3), 248), (248, np.int64(3), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 248), (248, np.int64(3), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247)]"
233,"[(832, np.int64(3), 831), (831, np.int64(3), 830), (830, np.int64(3), 829), (829, np.int64(2), 789), (789, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 539), (539, np.int64(0), 539)]"
234,"[(420, np.int64(1), 460), (460, np.int64(1), 500), (500, np.int64(3), 460), (460, np.int64(1), 500), (500, np.int64(3), 499), (499, np.int64(1), 498), (498, np.int64(4), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 539), (539, np.int64(0), 539)]"
235,"[(499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
236,"[(743, np.int64(2), 703), (703, np.int64(2), 743), (743, np.int64(2), 703), (703, np.int64(2), 663), (663, np.int64(2), 623), (623, np.int64(3), 663), (663, np.int64(2), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
237,"[(788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
238,"[(743, np.int64(2), 703), (703, np.int64(2), 663), (663, np.int64(2), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 539), (539, np.int64(0), 499), (499, np.int64(1), 459)]"
239,"[(985, np.int64(2), 945), (945, np.int64(4), 946), (946, np.int64(4), 947), (947, np.int64(2), 907), (907, np.int64(4), 908), (908, np.int64(2), 908), (908, np.int64(2), 868), (868, np.int64(2), 828), (828, np.int64(2), 788), (788, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 707), (707, np.int64(3), 706), (706, np.int64(3), 705), (705, np.int64(2), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 542), (542, np.int64(3), 582)]"
240,"[(832, np.int64(3), 831), (831, np.int64(3), 830), (830, np.int64(3), 829), (829, np.int64(2), 789), (789, np.int64(3), 829), (829, np.int64(2), 789), (789, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
241,"[(788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 666), (666, np.int64(3), 666), (666, np.int64(3), 665), (665, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 622)]"
242,"[(985, np.int64(2), 945), (945, np.int64(4), 945), (945, np.int64(4), 946), (946, np.int64(4), 947), (947, np.int64(2), 907), (907, np.int64(4), 908), (908, np.int64(2), 868), (868, np.int64(2), 828), (828, np.int64(2), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624)]"
243,"[(788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 786), (786, np.int64(2), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 625), (625, np.int64(3), 624), (624, np.int64(3), 623), (623, np.int64(3), 583), (583, np.int64(3), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 542), (542, np.int64(3), 541), (541, np.int64(3), 501), (501, np.int64(3), 500), (500, np.int64(3), 499), (499, np.int64(1), 539), (539, np.int64(0), 539)]"
244,"[(788, np.int64(3), 789), (789, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 625), (625, np.int64(3), 624), (624, np.int64(3), 584), (584, np.int64(3), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540)]"
245,"[(623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
246,"[(623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
247,"[(623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540), (540, np.int64(3), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
248,"[(743, np.int64(2), 783), (783, np.int64(2), 743), (743, np.int64(2), 703), (703, np.int64(2), 663), (663, np.int64(2), 663), (663, np.int64(2), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
249,"[(832, np.int64(3), 831), (831, np.int64(3), 830), (830, np.int64(3), 829), (829, np.int64(2), 789), (789, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 705), (705, np.int64(2), 665), (665, np.int64(3), 625), (625, np.int64(3), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582)]"
250,"[(788, np.int64(3), 828), (828, np.int64(2), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 747), (747, np.int64(3), 747), (747, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 707), (707, np.int64(3), 706)]"
251,"[(420, np.int64(1), 460), (460, np.int64(1), 500), (500, np.int64(3), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
252,"[(832, np.int64(3), 831), (831, np.int64(3), 830), (830, np.int64(3), 829), (829, np.int64(2), 789), (789, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624)]"
253,"[(41, np.int64(4), 41), (41, np.int64(4), 42), (42, np.int64(1), 82), (82, np.int64(4), 83), (83, np.int64(1), 123), (123, np.int64(4), 124), (124, np.int64(1), 164), (164, np.int64(4), 165), (165, np.int64(1), 205), (205, np.int64(4), 206), (206, np.int64(1), 205), (205, np.int64(4), 206), (206, np.int64(1), 246), (246, np.int64(4), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 247), (247, np.int64(0), 246), (246, np.int64(4), 247), (247, np.int64(0), 246), (246, np.int64(4), 206), (206, np.int64(1), 246), (246, np.int64(4), 247), (247, np.int64(0), 247)]"
254,"[(832, np.int64(3), 831), (831, np.int64(3), 830), (830, np.int64(3), 829), (829, np.int64(2), 789), (789, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540)]"
255,"[(832, np.int64(3), 831), (831, np.int64(3), 830), (830, np.int64(3), 829), (829, np.int64(2), 789), (789, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 583), (583, np.int64(3), 582)]"
256,"[(1071, np.int64(2), 1031), (1031, np.int64(4), 1031), (1031, np.int64(4), 1032), (1032, np.int64(2), 992), (992, np.int64(4), 993), (993, np.int64(2), 953), (953, np.int64(4), 954), (954, np.int64(2), 914), (914, np.int64(2), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 875), (875, np.int64(3), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874)]"
257,"[(499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 500), (500, np.int64(3), 499), (499, np.int64(1), 459), (459, np.int64(1), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 498), (498, np.int64(4), 499), (499, np.int64(1), 539), (539, np.int64(0), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 539)]"
258,"[(587, np.int64(3), 586), (586, np.int64(3), 585), (585, np.int64(1), 625), (625, np.int64(3), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
259,"[(420, np.int64(1), 460), (460, np.int64(1), 500), (500, np.int64(3), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540), (540, np.int64(3), 540), (540, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540)]"
260,"[(1105, np.int64(4), 1106), (1106, np.int64(1), 1146), (1146, np.int64(4), 1147), (1147, np.int64(4), 1148), (1148, np.int64(2), 1148), (1148, np.int64(2), 1148), (1148, np.int64(2), 1108), (1108, np.int64(4), 1109), (1109, np.int64(4), 1110), (1110, np.int64(2), 1070), (1070, np.int64(4), 1071), (1071, np.int64(2), 1071), (1071, np.int64(2), 1031), (1031, np.int64(4), 1032), (1032, np.int64(2), 1032), (1032, np.int64(2), 992)]"
261,"[(587, np.int64(3), 586), (586, np.int64(3), 586), (586, np.int64(3), 585), (585, np.int64(1), 625), (625, np.int64(3), 624), (624, np.int64(3), 624), (624, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540)]"
262,"[(788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 705), (705, np.int64(2), 665), (665, np.int64(3), 665), (665, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
263,"[(420, np.int64(1), 460), (460, np.int64(1), 500), (500, np.int64(3), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 539), (539, np.int64(0), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
264,"[(743, np.int64(2), 703), (703, np.int64(2), 663), (663, np.int64(2), 623), (623, np.int64(3), 622), (622, np.int64(2), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540)]"
265,"[(499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 499)]"
266,"[(788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 501), (501, np.int64(3), 500), (500, np.int64(3), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
267,"[(832, np.int64(3), 831), (831, np.int64(3), 830), (830, np.int64(3), 829), (829, np.int64(2), 789), (789, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
268,"[(832, np.int64(3), 831), (831, np.int64(3), 830), (830, np.int64(3), 829), (829, np.int64(2), 789), (789, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 746), (746, np.int64(2), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 542), (542, np.int64(3), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
269,"[(587, np.int64(3), 586), (586, np.int64(3), 585), (585, np.int64(1), 625), (625, np.int64(3), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
270,"[(1105, np.int64(4), 1105), (1105, np.int64(4), 1106), (1106, np.int64(1), 1146), (1146, np.int64(4), 1147), (1147, np.int64(4), 1146), (1146, np.int64(4), 1146), (1146, np.int64(4), 1147), (1147, np.int64(4), 1148), (1148, np.int64(2), 1108), (1108, np.int64(4), 1109), (1109, np.int64(4), 1108), (1108, np.int64(4), 1109), (1109, np.int64(4), 1110), (1110, np.int64(2), 1070), (1070, np.int64(4), 1071)]"
271,"[(623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
272,"[(879, np.int64(3), 878), (878, np.int64(3), 877), (877, np.int64(3), 876), (876, np.int64(3), 875), (875, np.int64(3), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 834), (834, np.int64(1), 874), (874, np.int64(0), 874), (874, np.int64(0), 874)]"
273,"[(788, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 581), (581, np.int64(2), 581), (581, np.int64(2), 541), (541, np.int64(3), 540), (540, np.int64(3), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
274,"[(420, np.int64(1), 420), (420, np.int64(1), 460), (460, np.int64(1), 459), (459, np.int64(1), 459), (459, np.int64(1), 499), (499, np.int64(1), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539), (539, np.int64(0), 539)]"
275,"[(879, np.int64(3), 879), (879, np.int64(3), 878), (878, np.int64(3), 877), (877, np.int64(3), 876), (876, np.int64(3), 875), (875, np.int64(3), 874), (874, np.int64(0), 874), (874, np.int64(0), 875), (875, np.int64(3), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 875), (875, np.int64(3), 874), (874, np.int64(0), 874), (874, np.int64(0), 874), (874, np.int64(0), 874)]"
276,"[(832, np.int64(3), 831), (831, np.int64(3), 831), (831, np.int64(3), 830), (830, np.int64(3), 829), (829, np.int64(2), 829), (829, np.int64(2), 789), (789, np.int64(3), 788), (788, np.int64(3), 787), (787, np.int64(2), 787), (787, np.int64(2), 787), (787, np.int64(2), 747), (747, np.int64(3), 787), (787, np.int64(2), 747), (747, np.int64(3), 746), (746, np.int64(2), 706), (706, np.int64(3), 705), (705, np.int64(2), 665), (665, np.int64(3), 664), (664, np.int64(2), 624), (624, np.int64(3), 623), (623, np.int64(3), 622), (622, np.int64(2), 582), (582, np.int64(3), 581), (581, np.int64(2), 581)]"
277,"[(374, np.int64(3), 373), (373, np.int64(3), 374), (374, np.int64(3), 373), (373, np.int64(3), 373), (373, np.int64(3), 372), (372, np.int64(2), 332), (332, np.int64(3), 331), (331, np.int64(3), 331), (331, np.int64(3), 330), (330, np.int64(2), 290), (290, np.int64(3), 289), (289, np.int64(3), 329), (329, np.int64(2), 289), (289, np.int64(3), 288), (288, np.int64(2), 248), (248, np.int64(3), 248), (248, np.int64(3), 247), (247, np.int64(0), 247), (247, np.int64(0), 247)]"
