m,trajs
426,"[[420, 1], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0]]"
427,"[[420, 1], [460, 1], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [499, 4], [459, 1], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
428,"[[499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 0]]"
429,"[[832, 3], [831, 3], [830, 3], [870, 2], [830, 3], [870, 2], [830, 3], [829, 2], [789, 0], [788, 4], [789, 0], [749, 1], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [788, 4], [748, 3], [747, 3], [746, 2], [706, 3], [705, 2], [665, 3], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [665, 3], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [665, 3], [664, 0], [663, 2], [623, 0], [623, 0], [624, 3], [664, 0], [664, 0], [665, 3], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0]]"
430,"[[1071, 2], [1031, 4], [1032, 2], [992, 2], [952, 4], [953, 4], [954, 2], [914, 2], [874, 0], [874, 0], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [834, 1], [834, 1], [874, 0], [874, 0], [874, 0]]"
431,"[[910, 2], [870, 2], [910, 2], [870, 2], [830, 3], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [869, 2], [870, 2], [830, 3], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [790, 3], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [709, 1], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
432,"[[743, 2], [703, 2], [663, 2], [663, 2], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0]]"
433,"[[830, 3], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
434,"[[499, 4], [498, 4], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
435,"[[832, 3], [831, 3], [832, 3], [831, 3], [830, 3], [790, 3], [789, 0], [788, 4], [787, 2], [747, 3], [747, 3], [747, 3], [746, 2], [706, 3], [705, 2], [665, 3], [664, 0], [664, 0], [664, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [624, 3], [623, 0]]"
436,"[[420, 1], [420, 1], [460, 1], [460, 1], [500, 0], [500, 0], [540, 2], [540, 2], [540, 2], [541, 3], [540, 2], [500, 0], [500, 0]]"
437,"[[499, 4], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [460, 1], [459, 1], [499, 0]]"
438,"[[874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [875, 3], [876, 3], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [914, 2], [874, 0], [834, 1], [874, 0], [874, 0], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [914, 2], [954, 2], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]"
439,"[[832, 3], [831, 3], [831, 3], [831, 3], [830, 3], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [828, 2], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [749, 0]]"
440,"[[587, 3], [586, 3], [585, 1], [625, 3], [624, 3], [623, 0]]"
441,"[[41, 4], [42, 1], [82, 4], [42, 1], [82, 4], [83, 1], [123, 4], [83, 1], [123, 4], [124, 1], [164, 0]]"
442,"[[877, 3], [876, 3], [875, 3], [874, 0], [875, 3], [874, 0], [834, 1], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]"
443,"[[877, 3], [876, 3], [876, 3], [875, 3], [874, 0], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [914, 2], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]"
444,"[[793, 1], [753, 1], [793, 1], [833, 3], [832, 3], [832, 3], [832, 0]]"
445,"[[825, 4], [824, 2], [784, 4], [785, 4], [785, 4], [786, 2], [746, 2], [747, 3], [746, 2], [706, 3], [705, 2], [665, 3], [664, 0]]"
446,"[[832, 3], [831, 0]]"
447,"[[539, 2], [539, 2], [539, 2], [540, 2], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
448,"[[832, 3], [831, 3], [830, 3], [829, 2], [830, 3], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0]]"
449,"[[951, 4], [952, 4], [953, 4], [954, 2], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [914, 2], [954, 2], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [875, 3], [876, 3], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]"
450,"[[743, 2], [783, 2], [743, 2], [703, 2], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [583, 1], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [583, 1], [584, 1], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [622, 4], [623, 0], [663, 2], [664, 0], [665, 3], [625, 3], [624, 3], [623, 0], [623, 0], [663, 2], [623, 0], [623, 0], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0]]"
451,"[[788, 4], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [788, 4], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
452,"[[877, 3], [876, 3], [875, 3], [876, 3], [875, 3], [874, 0], [874, 0], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [914, 2], [954, 2], [914, 2], [874, 0], [874, 0], [874, 0], [914, 2], [914, 2], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [875, 0]]"
453,"[[499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [461, 3], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0]]"
454,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0], [790, 3], [830, 0]]"
455,"[[587, 3], [586, 3], [585, 1], [585, 1], [625, 3], [625, 3], [624, 3], [623, 0], [623, 0], [583, 1], [623, 0], [623, 0], [583, 1], [583, 1], [583, 1], [623, 0], [623, 0], [623, 0], [624, 3], [624, 3], [623, 0], [623, 0], [622, 0]]"
456,"[[420, 1], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
457,"[[499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0]]"
458,"[[623, 0], [623, 0], [623, 0], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [583, 1], [623, 0], [583, 1], [583, 1], [623, 0], [623, 0]]"
459,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
460,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
461,"[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [787, 2], [747, 3], [746, 2], [746, 2], [706, 3], [705, 2], [665, 3], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [624, 3], [625, 3], [585, 1], [625, 3], [625, 3], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]"
462,"[[749, 1], [789, 0], [789, 0], [749, 1], [789, 0], [749, 1], [709, 1], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [750, 1], [790, 3], [789, 0]]"
463,"[[499, 4], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [461, 3], [461, 3], [460, 1], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [460, 1], [461, 3], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [501, 3], [502, 3], [501, 3], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [461, 3], [460, 1], [500, 0]]"
464,"[[374, 3], [373, 3], [372, 2], [332, 3], [331, 3], [330, 2], [290, 3], [289, 3], [288, 2], [287, 2], [247, 3], [246, 0], [246, 0], [246, 0], [246, 0], [206, 1], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0]]"
465,"[[743, 2], [783, 2], [743, 2], [703, 2], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [622, 4], [582, 3], [581, 2], [541, 3], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [540, 2], [500, 0]]"
466,"[[788, 4], [828, 2], [788, 4], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
467,"[[420, 1], [380, 1], [420, 1], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
468,"[[623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]"
469,"[[460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [502, 3], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [540, 2], [541, 3], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [499, 4], [500, 0], [500, 0]]"
470,"[[623, 0], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [624, 3], [623, 0], [623, 0], [622, 0]]"
471,"[[420, 1], [460, 1], [500, 0], [500, 0]]"
472,"[[278, 1], [318, 3], [317, 1], [357, 1], [397, 1], [437, 1], [477, 1], [477, 1], [478, 1], [518, 1], [558, 1], [598, 3], [558, 1], [598, 3], [558, 1], [598, 3], [597, 0]]"
473,"[[788, 4], [828, 2], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [787, 2], [747, 3], [746, 2], [746, 2], [706, 3], [746, 2], [706, 3], [705, 2], [665, 3], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [663, 2], [703, 2], [663, 2], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]"
474,"[[832, 3], [831, 3], [831, 3], [830, 3], [829, 2], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0]]"
475,"[[832, 3], [831, 3], [830, 3], [870, 2], [830, 3], [829, 2], [830, 3], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 0]]"
476,"[[877, 3], [876, 3], [875, 3], [875, 3], [874, 0], [874, 0], [834, 1], [834, 1], [833, 3], [832, 3], [831, 3], [830, 3], [829, 2], [828, 2], [829, 2], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0]]"
477,"[[623, 0], [622, 4], [622, 4], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0]]"
478,"[[832, 3], [832, 3], [831, 3], [830, 3], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0]]"
479,"[[420, 1], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
480,"[[832, 3], [831, 3], [830, 3], [790, 3], [750, 1], [790, 3], [750, 1], [790, 3], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
481,"[[832, 3], [831, 3], [830, 3], [830, 3], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [788, 4], [789, 0], [749, 1], [789, 0]]"
482,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
483,"[[623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [624, 3], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [624, 3], [623, 0], [583, 1], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]"
484,"[[499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [540, 2], [500, 0], [500, 0], [501, 3], [500, 0], [460, 1], [500, 0]]"
485,"[[832, 3], [831, 3], [830, 3], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
486,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [829, 2], [830, 3], [790, 3], [790, 3], [789, 0]]"
487,"[[877, 3], [876, 0]]"
488,"[[832, 3], [832, 3], [831, 3], [830, 3], [829, 2], [789, 0]]"
489,"[[879, 3], [879, 3], [878, 3], [877, 3], [876, 3], [875, 3], [875, 3], [874, 0], [914, 2], [874, 0], [874, 0]]"
490,"[[789, 0], [789, 0]]"
491,"[[985, 2], [984, 4], [985, 2], [945, 4], [946, 4], [947, 2], [907, 2], [867, 2], [827, 2], [867, 2], [827, 2], [787, 2], [747, 3], [747, 0]]"
492,"[[743, 2], [703, 2], [663, 2], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]"
493,"[[877, 3], [876, 3], [875, 3], [875, 3], [874, 0], [874, 0]]"
494,"[[460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [540, 0]]"
495,"[[867, 2], [827, 2], [828, 2], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
496,"[[743, 2], [703, 2], [743, 2], [703, 2], [703, 2], [743, 2], [703, 2], [663, 2], [623, 0], [623, 0], [583, 1], [623, 0], [623, 0], [623, 0], [622, 4], [582, 3], [581, 2], [541, 3], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [540, 2], [541, 3], [581, 2], [581, 2], [541, 3], [540, 2], [541, 3], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [461, 3], [460, 1], [500, 0], [500, 0], [500, 0], [460, 1], [461, 3], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0]]"
497,"[[877, 3], [876, 3], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]"
498,"[[499, 4], [498, 4], [499, 4], [500, 0], [500, 0], [500, 0], [501, 3], [541, 3], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [501, 3], [461, 3], [460, 1], [500, 0], [460, 1], [500, 0], [499, 4], [539, 2], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0]]"
499,"[[985, 2], [945, 4], [946, 4], [947, 2], [907, 2], [908, 2], [907, 2], [867, 2], [827, 2], [787, 2], [747, 0]]"
500,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [828, 2], [788, 4], [748, 3], [749, 1], [709, 1], [669, 1], [668, 4], [669, 1], [669, 1], [709, 1], [669, 1], [709, 1], [749, 1], [748, 3], [747, 3], [746, 2], [746, 2], [746, 2], [706, 3], [705, 2], [665, 3], [664, 0], [664, 0], [665, 0]]"
501,"[[1071, 2], [1031, 4], [1032, 2], [992, 2], [952, 4], [953, 4], [953, 4], [954, 2], [954, 2], [954, 2], [914, 2], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [914, 2], [874, 0], [874, 0], [875, 3], [874, 0], [874, 0], [874, 0], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0]]"
502,"[[499, 4], [539, 2], [499, 4], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [499, 4], [498, 4], [499, 4], [500, 0], [499, 4], [500, 0], [499, 4], [500, 0], [501, 3], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [501, 3], [500, 0], [500, 0], [460, 1], [500, 0], [499, 4], [500, 0], [500, 0], [499, 4], [500, 0]]"
503,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0]]"
504,"[[1105, 2], [1065, 2], [1025, 2], [985, 2], [945, 4], [946, 4], [947, 2], [907, 2], [867, 2], [868, 2], [828, 2], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0]]"
505,"[[874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [875, 3], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [875, 3], [874, 0], [874, 0], [874, 0], [834, 0]]"
506,"[[1071, 2], [1031, 4], [1032, 2], [1031, 0]]"
507,"[[587, 3], [586, 3], [585, 1], [625, 3], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [622, 4], [622, 0]]"
508,"[[747, 3], [746, 2], [706, 3], [705, 2], [706, 3], [705, 2], [665, 3], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0]]"
509,"[[587, 3], [586, 3], [586, 3], [585, 1], [625, 3], [624, 3], [623, 0], [623, 0], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [663, 2], [664, 0], [664, 0], [664, 0], [664, 0], [665, 3], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [665, 3], [664, 0], [664, 0], [664, 0]]"
510,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
511,"[[833, 3], [832, 3], [831, 3], [830, 3], [829, 0]]"
512,"[[625, 3], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [663, 0]]"
513,"[[832, 3], [831, 3], [830, 3], [831, 3], [830, 0]]"
514,"[[541, 3], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
515,"[[832, 3], [831, 3], [830, 3], [829, 2], [789, 0], [788, 4], [748, 3], [747, 3], [746, 2], [746, 2], [706, 3], [705, 2], [665, 3], [664, 0]]"
516,"[[788, 4], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [709, 1], [749, 1], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0]]"
