cluster_num,noise_num,dbcv,silhouette,calinski,eps,min_samples
4,80,-0.4722896241176009,0.18677518134821705,71.0829182986952,0.84,11
4,90,-0.36754442399336895,0.18106173086157856,63.784102555288776,0.84,12
4,100,-0.36915037272570106,0.22205575135358838,64.71226018476348,0.84,13
4,118,-0.3725426691307441,0.21926801265670717,62.27922842480555,0.84,14
2,28,-0.21082225216220007,0.2882368740475545,43.040575136083014,0.86,5
2,31,-0.20926110270554055,0.28845579310017294,43.007945637467735,0.86,6
3,35,-0.5474500505946913,0.011429536656570222,24.51980463907154,0.86,7
3,39,-0.5471284715076645,0.01147117539130081,24.474986943447586,0.86,8
3,44,-0.5363312351964876,0.00553015296284561,24.020262740963116,0.86,9
4,57,-0.6646079998166368,0.16416148931359106,61.77764338627423,0.86,10
4,72,-0.47267387967888463,0.18308901951047638,71.21898950069995,0.86,11
4,76,-0.47211031929973024,0.18719474463000058,72.07144211984102,0.86,12
4,89,-0.38917788506032475,0.18229807239447668,62.25213869380557,0.86,13
4,98,-0.38712663338733844,0.21795110628100905,65.65744503816269,0.86,14
2,23,-0.21092591544120987,0.2882189960396511,43.11139209589853,0.88,5
2,24,-0.2080207195080618,0.2886383010860991,43.13206017496672,0.88,6
3,30,-0.5476267954078184,0.010367394559738532,24.553926581109177,0.88,7
3,35,-0.5471728313742453,0.01037341596637588,24.514833785871666,0.88,8
3,39,-0.5315331270480365,0.004352172399233626,24.04158821384618,0.88,9
4,49,-0.6652949071832501,0.16122185232478253,62.38694570122017,0.88,10
5,58,-0.5065677521683561,0.1696373031599838,60.339187146062976,0.88,11
4,67,-0.48464999677500104,0.1816133828444678,71.83079627623734,0.88,12
4,72,-0.38716817209068866,0.18220934383740678,68.9316050444989,0.88,13
4,87,-0.3903870799722059,0.181253840567394,62.87623045369819,0.88,14
2,22,-0.2111701536339207,0.288282228019021,43.1261252538713,0.9,5
2,24,-0.2080207195080618,0.2886383010860991,43.13206017496672,0.9,6
2,29,-0.08100759951760518,0.28847125263913764,43.00806496523721,0.9,7
3,32,-0.5475201254936652,0.009938368462709691,24.507634361608137,0.9,8
3,34,-0.5483856640211475,0.0022426686656805478,24.03605349873227,0.9,9
4,47,-0.7214878220662575,0.1585765490986785,59.788307164136924,0.9,10
5,53,-0.5079040809757318,0.16635079101580005,60.253827559318275,0.9,11
4,66,-0.48421521431119136,0.18218609545989575,73.08200267239948,0.9,12
4,67,-0.473499830489992,0.18216840478424534,73.06058735395382,0.9,13
4,80,-0.4776289681832299,0.18054487596144106,67.77184451977304,0.9,14
2,22,-0.2111701536339207,0.288282228019021,43.1261252538713,0.92,5
2,23,-0.2082109453038303,0.2887018580156505,43.14694474031765,0.92,6
2,29,-0.08100759951760518,0.28847125263913764,43.00806496523721,0.92,7
2,32,-0.05741875067049685,0.28837722017913525,42.953188563820824,0.92,8
2,33,-0.05819369378868416,0.288307018966264,42.90778135424785,0.92,9
3,46,-0.727229389917473,0.1577053915286941,45.28583717557823,0.92,10
3,48,-0.7271020428231224,0.15849326834029864,45.28214248377009,0.92,11
4,53,-0.48921086033503913,0.1789106694338572,77.41007311331107,0.92,12
4,63,-0.48417084501164936,0.18135825649208526,73.99238873944762,0.92,13
4,72,-0.4749877857923922,0.17928861862526072,71.55446256099306,0.92,14
2,21,-0.21141415870480068,0.28817259385437627,43.10643136275063,0.94,5
2,22,-0.20842368755562982,0.28859185492027273,43.12721546917642,0.94,6
2,26,-0.2076872819615584,0.2885405454905536,43.07249814382833,0.94,7
2,28,-0.0809065954046816,0.2883755023749034,42.99395968341382,0.94,8
2,31,-0.05842732637356728,0.28834728748117366,42.9220675861291,0.94,9
2,39,-0.06407214593963888,0.28877204708186743,42.7230707150471,0.94,10
2,44,-0.06280363504100095,0.2878715849471656,42.44840398659486,0.94,11
4,47,-0.5121455126942809,0.17298085865310447,73.36715312461246,0.94,12
4,54,-0.4853434974036818,0.178666563375559,73.95740058569628,0.94,13
4,63,-0.4841828444779924,0.18170918282957718,74.12614986915538,0.94,14
2,21,-0.21141415870480068,0.28817259385437627,43.10643136275063,0.96,5
2,22,-0.20842368755562982,0.28859185492027273,43.12721546917642,0.96,6
2,23,-0.20823375928490698,0.28852838547096626,43.11233977548552,0.96,7
2,26,-0.09883868695208767,0.2884126790142651,43.02678224754844,0.96,8
2,26,-0.09883868695208767,0.2884126790142651,43.02678224754844,0.96,9
2,34,-0.09707271168227699,0.288951967404016,42.84405887133147,0.96,10
2,43,-0.06308760641751662,0.28800896813501237,42.477127309812325,0.96,11
4,45,-0.5593313872862288,0.17237361117582015,73.28616966056815,0.96,12
4,50,-0.5425053654726757,0.1750943877871816,72.3987498805795,0.96,13
4,55,-0.5422969101515529,0.17643004408430027,72.51883112490687,0.96,14
2,19,-0.21189703137007226,0.28817650132554,43.13550274718279,0.98,5
2,21,-0.2086038528183114,0.2886636448514094,43.14699703941059,0.98,6
2,21,-0.2086038528183114,0.2886636448514094,43.14699703941059,0.98,7
2,23,-0.09758566462545595,0.288571578290799,43.08192855085272,0.98,8
2,25,-0.09881245474795945,0.28848264375910293,43.046552204081244,0.98,9
2,31,-0.09755173388504071,0.28871865236018907,42.8748673139221,0.98,10
2,36,-0.06552391720571,0.2887172402103326,42.79003030902012,0.98,11
2,41,-0.09704548597673832,0.2878133884197419,42.51608223035917,0.98,12
4,49,-0.5869486800164138,0.1722860436348496,70.66404712504153,0.98,13
4,52,-0.5427659117993466,0.17454329662095827,72.29144438581433,0.98,14
2,19,-0.21189703137007226,0.28817650132554,43.13550274718279,1.0,5
2,20,-0.2116572724872393,0.2882443933108683,43.12606904347541,1.0,6
2,21,-0.2086038528183114,0.2886636448514094,43.14699703941059,1.0,7
2,22,-0.09753004471102428,0.28863608914933836,43.09691127687196,1.0,8
2,24,-0.0987553422567209,0.28854559089642456,43.06148859019253,1.0,9
2,27,-0.098268045779325,0.2891224604159661,43.06998213644157,1.0,10
2,33,-0.09734789096512564,0.2885742122019083,42.82198912493686,1.0,11
2,41,-0.09704548597673832,0.2878133884197419,42.51608223035917,1.0,12
3,47,-0.3905361933940283,0.15907282927979022,48.58923143444361,1.0,13
4,51,-0.5877202399152531,0.17207339195347762,70.66339656014236,1.0,14
2,18,-0.21213817710987884,0.288104566183146,43.12230860536214,1.02,5
2,19,-0.21189874591031027,0.2881728634112082,43.11296087822062,1.02,6
2,20,-0.2088094604934599,0.2885917436954834,43.13386225439812,1.02,7
2,21,-0.0977967605992954,0.28856425479648123,43.08384130907109,1.02,8
2,22,-0.0981906997446972,0.28852998354181125,43.068194040015086,1.02,9
2,22,-0.0981906997446972,0.28852998354181125,43.068194040015086,1.02,10
2,28,-0.09693182150351863,0.2887673039861034,42.89744013031787,1.02,11
2,38,-0.0975315704976541,0.28775535130480145,42.5364726130374,1.02,12
3,44,-0.42753029447738633,0.15946079142427136,48.640993841633936,1.02,13
3,47,-0.4294382855048239,0.15859730636524755,48.508509868986685,1.02,14
2,18,-0.21213817710987884,0.288104566183146,43.12230860536214,1.04,5
2,18,-0.21213817710987884,0.288104566183146,43.12230860536214,1.04,6
2,19,-0.21189874591031027,0.2881728634112082,43.11296087822062,1.04,7
2,21,-0.0977967605992954,0.28856425479648123,43.08384130907109,1.04,8
2,22,-0.0981906997446972,0.28852998354181125,43.068194040015086,1.04,9
2,22,-0.0981906997446972,0.28852998354181125,43.068194040015086,1.04,10
2,26,-0.09747776406144508,0.288122889043322,42.87424135707933,1.04,11
2,34,-0.09819786884765333,0.28723753308705247,42.54989187260983,1.04,12
2,39,-0.09709110269942332,0.28861989582178516,42.6742874080517,1.04,13
3,41,-0.4272655536625586,0.1588717858643612,48.69286612698288,1.04,14
2,16,-0.21255949940760288,0.2880168456823176,43.14178122971656,1.06,5
2,16,-0.21255949940760288,0.2880168456823176,43.14178122971656,1.06,6
2,17,-0.21232069934597456,0.288084194731781,43.13237915244549,1.06,7
2,20,-0.09802417857744983,0.2882801981384515,43.045974720971934,1.06,8
2,21,-0.09841815798551812,0.28824516561923835,43.03025812863386,1.06,9
2,21,-0.09841815798551812,0.28824516561923835,43.03025812863386,1.06,10
2,25,-0.09770646275803711,0.2878349686967999,42.83620315235537,1.06,11
2,30,-0.09876975666776984,0.28692760470685863,42.56501014183659,1.06,12
2,33,-0.09844178343058786,0.2869462738855559,42.51206408226266,1.06,13
2,39,-0.09645252290467089,0.28814043484116597,42.57598706058804,1.06,14
2,16,-0.21255949940760288,0.2880168456823176,43.14178122971656,1.08,5
2,16,-0.21255949940760288,0.2880168456823176,43.14178122971656,1.08,6
2,17,-0.21232069934597456,0.288084194731781,43.13237915244549,1.08,7
2,20,-0.09802417857744983,0.2882801981384515,43.045974720971934,1.08,8
2,21,-0.09841815798551812,0.28824516561923835,43.03025812863386,1.08,9
2,21,-0.09841815798551812,0.28824516561923835,43.03025812863386,1.08,10
2,24,-0.09787594367315838,0.2879924444944057,42.89062560596489,1.08,11
2,24,-0.09787594367315838,0.2879924444944057,42.89062560596489,1.08,12
2,31,-0.09877166536027052,0.2868508129840528,42.53208730760654,1.08,13
2,34,-0.09807074245609763,0.28787816170961095,42.60802565560328,1.08,14
2,13,-0.3900205423254493,0.286417053103885,42.986039586657654,1.1,5
2,14,-0.21306014154647668,0.2869450567870046,43.027531128269544,1.1,6
2,16,-0.21257253644116764,0.28770997645432567,43.07885903063553,1.1,7
2,19,-0.21221724878052786,0.28786046959958916,43.0250118362908,1.1,8
2,21,-0.09841815798551812,0.28824516561923835,43.03025812863386,1.1,9
2,21,-0.09841815798551812,0.28824516561923835,43.03025812863386,1.1,10
2,24,-0.09787594367315838,0.2879924444944057,42.89062560596489,1.1,11
2,24,-0.09787594367315838,0.2879924444944057,42.89062560596489,1.1,12
2,25,-0.09764900808422745,0.287916588984414,42.85806528103261,1.1,13
2,34,-0.09807074245609763,0.28787816170961095,42.60802565560328,1.1,14
2,13,-0.3900205423254493,0.286417053103885,42.986039586657654,1.12,5
2,14,-0.21306014154647668,0.2869450567870046,43.027531128269544,1.12,6
2,16,-0.21257253644116764,0.28770997645432567,43.07885903063553,1.12,7
2,18,-0.2124696226464297,0.2874855327702975,42.97168489947139,1.12,8
2,20,-0.21197468046882484,0.28782558836685745,43.00943766013674,1.12,9
2,21,-0.09841815798551812,0.28824516561923835,43.03025812863386,1.12,10
2,24,-0.09787594367315838,0.2879924444944057,42.89062560596489,1.12,11
2,24,-0.09787594367315838,0.2879924444944057,42.89062560596489,1.12,12
2,24,-0.09787594367315838,0.2879924444944057,42.89062560596489,1.12,13
2,27,-0.09725710193395115,0.2890118919168635,42.96835668322035,1.12,14
2,10,-0.39036792270917764,0.28647487030871344,43.06373233775536,1.1400000000000001,5
2,12,-0.21336236411631235,0.28704839944479693,43.100121854445554,1.1400000000000001,6
2,12,-0.21336236411631235,0.28704839944479693,43.100121854445554,1.1400000000000001,7
2,15,-0.21271966117921734,0.2869280190672215,43.016662674442784,1.1400000000000001,8
2,16,-0.21247823799474394,0.28689236600600765,43.00113761031297,1.1400000000000001,9
2,19,-0.2122273870231468,0.2874498276163346,42.956033552525206,1.1400000000000001,10
2,24,-0.09787594367315838,0.2879924444944057,42.89062560596489,1.1400000000000001,11
2,24,-0.09787594367315838,0.2879924444944057,42.89062560596489,1.1400000000000001,12
2,24,-0.09787594367315838,0.2879924444944057,42.89062560596489,1.1400000000000001,13
2,25,-0.09760277892120202,0.2883170180180929,42.901516525579694,1.1400000000000001,14
2,10,-0.39036792270917764,0.28647487030871344,43.06373233775536,1.1600000000000001,5
2,11,-0.21360563313858447,0.28700100302232756,43.105418006166765,1.1600000000000001,6
2,12,-0.21336236411631235,0.28704839944479693,43.100121854445554,1.1600000000000001,7
2,15,-0.21271966117921734,0.2869280190672215,43.016662674442784,1.1600000000000001,8
2,16,-0.21247823799474394,0.28689236600600765,43.00113761031297,1.1600000000000001,9
2,17,-0.21222841082334284,0.28759193498567165,43.0619741607999,1.1600000000000001,10
2,22,-0.1731115108143314,0.2881291614623649,42.99685777623936,1.1600000000000001,11
2,22,-0.1731115108143314,0.2881291614623649,42.99685777623936,1.1600000000000001,12
2,22,-0.1731115108143314,0.2881291614623649,42.99685777623936,1.1600000000000001,13
2,22,-0.1731115108143314,0.2881291614623649,42.99685777623936,1.1600000000000001,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.1800000000000002,5
2,10,-0.2138567204227366,0.2865489377789391,43.03378464351371,1.1800000000000002,6
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.1800000000000002,7
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.1800000000000002,8
2,14,-0.2129667307546004,0.28642558534682083,42.946046145734975,1.1800000000000002,9
2,15,-0.21271756463151392,0.2871236552728811,43.006686168552896,1.1800000000000002,10
2,19,-0.1737977674981993,0.28727707917495676,42.887617243471325,1.1800000000000002,11
2,19,-0.1737977674981993,0.28727707917495676,42.887617243471325,1.1800000000000002,12
2,19,-0.1737977674981993,0.28727707917495676,42.887617243471325,1.1800000000000002,13
2,20,-0.1735498289865567,0.2876520464029176,42.940702243922836,1.1800000000000002,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.2000000000000002,5
2,10,-0.2138567204227366,0.2865489377789391,43.03378464351371,1.2000000000000002,6
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.2000000000000002,7
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.2000000000000002,8
2,13,-0.2132075000392812,0.2864627589173046,42.96167873566747,1.2000000000000002,9
2,14,-0.2129667307546004,0.28642558534682083,42.946046145734975,1.2000000000000002,10
2,15,-0.17403464677811917,0.2868397402362433,42.96664125171726,1.2000000000000002,11
2,18,-0.1740463507127234,0.2865774751565038,42.82719480606627,1.2000000000000002,12
2,18,-0.1740463507127234,0.2865774751565038,42.82719480606627,1.2000000000000002,13
2,19,-0.17379875139040754,0.28695149506774564,42.880110716530176,1.2000000000000002,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.2200000000000002,5
2,9,-0.21409672155009393,0.28645267032680366,43.038645864914045,1.2200000000000002,6
2,10,-0.2138567204227366,0.2865489377789391,43.03378464351371,1.2200000000000002,7
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.2200000000000002,8
2,13,-0.2132075000392812,0.2864627589173046,42.96167873566747,1.2200000000000002,9
2,13,-0.2132075000392812,0.2864627589173046,42.96167873566747,1.2200000000000002,10
2,14,-0.1742367488176029,0.2868770714841045,42.9824147236485,1.2200000000000002,11
2,18,-0.1740463507127234,0.2865774751565038,42.82719480606627,1.2200000000000002,12
2,18,-0.1740463507127234,0.2865774751565038,42.82719480606627,1.2200000000000002,13
2,18,-0.1740463507127234,0.2865774751565038,42.82719480606627,1.2200000000000002,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.2400000000000002,5
2,9,-0.21409672155009393,0.28645267032680366,43.038645864914045,1.2400000000000002,6
2,10,-0.2138567204227366,0.2865489377789391,43.03378464351371,1.2400000000000002,7
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.2400000000000002,8
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.2400000000000002,9
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.2400000000000002,10
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.2400000000000002,11
2,18,-0.1740463507127234,0.2865774751565038,42.82719480606627,1.2400000000000002,12
2,18,-0.1740463507127234,0.2865774751565038,42.82719480606627,1.2400000000000002,13
2,18,-0.1740463507127234,0.2865774751565038,42.82719480606627,1.2400000000000002,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.26,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.26,6
2,10,-0.2138567204227366,0.2865489377789391,43.03378464351371,1.26,7
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.26,8
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.26,9
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.26,10
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.26,11
2,16,-0.21247375417359673,0.2863564972392734,42.86395808251318,1.26,12
2,17,-0.21230353913748942,0.2861613600355981,42.806875834492764,1.26,13
2,17,-0.21230353913748942,0.2861613600355981,42.806875834492764,1.26,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.28,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.28,6
2,10,-0.2138567204227366,0.2865489377789391,43.03378464351371,1.28,7
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.28,8
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.28,9
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.28,10
2,12,-0.213376547332359,0.28665856395697475,43.018691841569066,1.28,11
2,16,-0.21247375417359673,0.2863564972392734,42.86395808251318,1.28,12
2,17,-0.21230353913748942,0.2861613600355981,42.806875834492764,1.28,13
2,17,-0.21230353913748942,0.2861613600355981,42.806875834492764,1.28,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.3,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.3,6
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.3,7
2,9,-0.3905607632940453,0.28602388667908074,42.992318046581666,1.3,8
2,9,-0.3905607632940453,0.28602388667908074,42.992318046581666,1.3,9
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.3,10
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.3,11
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.3,12
2,15,-0.21278374569725003,0.2861337259881045,42.832213337814586,1.3,13
2,15,-0.21278374569725003,0.2861337259881045,42.832213337814586,1.3,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.32,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.32,6
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.32,7
2,9,-0.3905607632940453,0.28602388667908074,42.992318046581666,1.32,8
2,9,-0.3905607632940453,0.28602388667908074,42.992318046581666,1.32,9
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.32,10
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.32,11
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.32,12
2,15,-0.21278374569725003,0.2861337259881045,42.832213337814586,1.32,13
2,15,-0.21278374569725003,0.2861337259881045,42.832213337814586,1.32,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.34,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.34,6
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.34,7
2,9,-0.3905607632940453,0.28602388667908074,42.992318046581666,1.34,8
2,9,-0.3905607632940453,0.28602388667908074,42.992318046581666,1.34,9
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.34,10
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.34,11
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.34,12
2,15,-0.21278374569725003,0.2861337259881045,42.832213337814586,1.34,13
2,15,-0.21278374569725003,0.2861337259881045,42.832213337814586,1.34,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.36,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.36,6
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.36,7
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.36,8
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.36,9
2,9,-0.3905607632940453,0.28602388667908074,42.992318046581666,1.36,10
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.36,11
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.36,12
2,12,-0.21344502942044483,0.28639907089252975,42.971312113388045,1.36,13
2,15,-0.21278374569725003,0.2861337259881045,42.832213337814586,1.36,14
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.3800000000000001,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.3800000000000001,6
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.3800000000000001,7
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.3800000000000001,8
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.3800000000000001,9
2,9,-0.3905607632940453,0.28602388667908074,42.992318046581666,1.3800000000000001,10
2,10,-0.2138567204227366,0.2865489377789391,43.03378464351371,1.3800000000000001,11
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.3800000000000001,12
2,11,-0.21361377977661852,0.2865949850613196,43.02829712305954,1.3800000000000001,13
2,14,-0.21295336036383355,0.2863287997873324,42.889232936597345,1.3800000000000001,14
2,7,-0.39092776352970393,0.28502557562548425,42.93027323041552,1.4000000000000001,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4000000000000001,6
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4000000000000001,7
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4000000000000001,8
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4000000000000001,9
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4000000000000001,10
2,9,-0.3905607632940453,0.28602388667908074,42.992318046581666,1.4000000000000001,11
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.4000000000000001,12
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.4000000000000001,13
2,13,-0.38992255460225733,0.28580118990009407,42.84817808300444,1.4000000000000001,14
2,7,-0.39092776352970393,0.28502557562548425,42.93027323041552,1.4200000000000002,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4200000000000002,6
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4200000000000002,7
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4200000000000002,8
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4200000000000002,9
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4200000000000002,10
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4200000000000002,11
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.4200000000000002,12
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.4200000000000002,13
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.4200000000000002,14
2,7,-0.39092776352970393,0.28502557562548425,42.93027323041552,1.4400000000000002,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4400000000000002,6
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4400000000000002,7
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4400000000000002,8
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4400000000000002,9
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4400000000000002,10
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4400000000000002,11
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.4400000000000002,12
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.4400000000000002,13
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.4400000000000002,14
2,7,-0.39092776352970393,0.28502557562548425,42.93027323041552,1.4600000000000002,5
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4600000000000002,6
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4600000000000002,7
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4600000000000002,8
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4600000000000002,9
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4600000000000002,10
2,8,-0.39073890945787026,0.28592803672057304,42.99711049069905,1.4600000000000002,11
2,9,-0.39055699738265814,0.2859727395268723,42.99166776469852,1.4600000000000002,12
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.4600000000000002,13
2,10,-0.39037859890429866,0.286069744243454,42.986942957892666,1.4600000000000002,14
2,6,-0.39109488756629235,0.2850911538660184,42.960990625747144,1.4800000000000002,5
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.4800000000000002,6
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.4800000000000002,7
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.4800000000000002,8
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.4800000000000002,9
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.4800000000000002,10
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.4800000000000002,11
2,8,-0.3907246193273701,0.2860369345034715,43.0223907739141,1.4800000000000002,12
2,9,-0.390546467466091,0.2861330171113881,43.01762371298961,1.4800000000000002,13
2,9,-0.390546467466091,0.2861330171113881,43.01762371298961,1.4800000000000002,14
2,5,-0.3912843124653842,0.2841884200086461,42.89456404976576,1.5000000000000002,5
2,5,-0.3912843124653842,0.2841884200086461,42.89456404976576,1.5000000000000002,6
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.5000000000000002,7
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.5000000000000002,8
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.5000000000000002,9
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.5000000000000002,10
2,7,-0.39090628372343,0.2859930214068398,43.02787277310561,1.5000000000000002,11
2,8,-0.3907246193273701,0.2860369345034715,43.0223907739141,1.5000000000000002,12
2,9,-0.390546467466091,0.2861330171113881,43.01762371298961,1.5000000000000002,13
2,9,-0.390546467466091,0.2861330171113881,43.01762371298961,1.5000000000000002,14
2,5,-0.5572558680809265,0.27774399575580444,44.02294253919383,1.52,5
2,5,-0.5572558680809265,0.27774399575580444,44.02294253919383,1.52,6
2,6,-0.557101573489414,0.2786492654435021,44.09213319867844,1.52,7
2,6,-0.557101573489414,0.2786492654435021,44.09213319867844,1.52,8
2,6,-0.557101573489414,0.2786492654435021,44.09213319867844,1.52,9
2,6,-0.557101573489414,0.2786492654435021,44.09213319867844,1.52,10
2,6,-0.557101573489414,0.2786492654435021,44.09213319867844,1.52,11
2,6,-0.557101573489414,0.2786492654435021,44.09213319867844,1.52,12
2,6,-0.557101573489414,0.2786492654435021,44.09213319867844,1.52,13
2,8,-0.5571002412018197,0.2787852935515921,44.08123364987885,1.52,14
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.54,5
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.54,6
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.54,7
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.54,8
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.54,9
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.54,10
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.54,11
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.54,12
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.54,13
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.54,14
1,0,-1.0,-1.0,-1.0,1.56,5
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.56,6
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.56,7
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.56,8
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.56,9
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.56,10
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.56,11
2,5,-0.5537473205315632,0.2719428068319837,45.17449711029288,1.56,12
