mac,数据量,平均活跃时刻,移动距离,中间时刻,持续时间,id,cluster
"7.10-252,217,8,43,220,46",1.6666666666666665,4.026643858694245,5.657239784739962,4.37412477615487,1.1317520615213563,0,0
"7.10-176,241,236,166,12,79",1.282051282051282,8.062932231441684,2.0894459982028,7.22415066156314,4.206314277772631,0,0
"7.10-96,230,240,177,80,251",1.0256410256410255,4.347476004112347,4.157840533909512,4.530880019010924,0.046673770036134786,0,0
"7.11-184,148,54,32,44,55",5.512820512820513,5.742283366999358,0.0,4.562960951225101,9.19982859260632,0,1
"7.11-48,74,38,155,214,98",1.5384615384615385,5.572920716377681,0.0,5.1487350098025075,9.999189289354211,0,1
"7.11-60,134,209,115,214,231",5.0,6.591756702102204,0.27366901244913816,4.597333378597435,8.640785694431575,0,1
"7.11-40,53,69,96,185,108",1.794871794871795,5.5385497930867675,0.31996203669113404,4.611931051456797,8.198137681830815,0,1
"7.11-204,8,251,70,125,190",1.153846153846154,8.1974085836927,5.632856436093412,4.925017186213687,8.578360974705827,0,0
"7.11-164,201,57,9,43,253",0.8974358974358975,5.962720274826644,0.0,5.978850348392134,8.835819512647085,0,1
"7.11-180,71,245,166,44,220",0.7692307692307693,9.125129720343159,0.0,5.425326962410992,8.080468822384878,0,1
"7.11-136,191,228,175,202,9",3.333333333333333,9.225357627279717,1.4506830366608439,5.553565821076663,8.252455295098674,0,1
"7.11-32,238,40,60,214,136",1.153846153846154,7.576623423229442,3.7582666114717833,6.440119836709752,7.581881775224682,0,0
"7.11-108,177,88,58,181,202",0.7692307692307693,6.314573776015343,3.833234049857132,5.899666460149203,5.791369406096544,0,0
"7.11-156,116,3,24,100,145",1.9230769230769231,6.3857259196510086,0.7316519087668991,5.438396971831585,4.480218660242751,0,0
"7.11-196,64,246,220,81,179",2.948717948717949,7.9297406937041,5.898549115030843,6.218693508279088,4.415593440192717,0,0
"7.11-84,167,3,191,88,22",0.7692307692307693,8.514274162195786,1.8905424916450424,7.738464019282507,6.389210599462612,0,0
"7.11-48,74,54,155,214,98",0.8974358974358975,6.848785499030426,2.650363983320375,7.414429629881098,4.297808764940239,0,0
"7.11-48,69,17,168,101,46",0.7692307692307693,6.2828748412513304,4.314843047969062,6.556646609011517,0.37663300287223156,0,0
"7.12-48,74,38,155,214,98",1.4102564102564101,2.2916897770175133,0.19880254031077407,4.930788359204597,9.702237561382377,0,1
"7.12-208,151,254,41,36,198",0.641025641025641,5.8840145487218045,0.0,5.075916385887784,9.89935606411563,0,1
"7.12-172,115,82,76,172,89",4.871794871794871,7.544399396230515,1.0172854214835978,5.0866100299591785,9.913948855739832,0,1
"7.12-124,218,195,126,234,181",1.5384615384615385,5.329528548842756,0.0,5.114192842048087,9.951357361252661,0,1
"7.12-252,107,240,89,142,53",1.794871794871795,6.8825706197605765,0.0,5.101037962436453,9.933174279625682,0,1
"7.12-48,69,150,180,24,101",0.7692307692307693,5.789376668480938,0.0,5.085252106902494,9.909547855091263,0,1
"7.12-140,37,5,134,24,48",1.282051282051282,3.8535283859286675,0.4418787799238713,5.092041722185917,9.918813119614565,0,1
"7.12-208,151,254,40,222,169",1.6666666666666665,4.130950693005608,0.1238351019254263,5.101801794155839,9.929120726396736,0,1
"7.12-8,250,121,45,167,67",3.076923076923077,3.495378053250691,2.5282453075936706,5.13396759656106,9.963518020939496,0,1
"7.12-56,251,20,50,26,70",6.923076923076923,5.385292611450283,5.724685237725026,4.9083826287692975,9.653131659408876,0,0
"7.12-180,71,245,166,44,220",1.794871794871795,3.600028797944979,0.0,5.129384606244749,9.95471601964236,0,1
"7.12-88,214,151,17,133,245",1.0256410256410255,2.151026790728215,2.7331058227234633,2.94737199453436,6.971995737978319,0,2
"7.12-28,209,7,152,33,91",2.051282051282051,6.255463805302855,0.0,4.378453155898054,8.862804595571202,0,1
"7.12-220,109,205,125,41,209",0.5128205128205128,7.3676800663504665,0.2780610441929262,5.156627937569488,9.924719725748169,0,1
"7.12-208,110,152,171,43,95",1.6666666666666665,3.900226707586854,6.917399513342688,4.721498468093052,3.0242981562123594,0,0
"7.12-160,105,116,245,102,94",1.282051282051282,2.6165661412687307,3.094766919418837,2.823122034847701,0.34709997220420663,0,2
"7.12-48,123,172,71,160,113",1.5384615384615385,7.428649923541457,3.783255757600233,6.629719843499368,5.434888353562495,0,0
"7.12-216,50,20,254,96,65",1.4102564102564101,9.183014972051598,3.614339226396614,8.058848990469079,5.913091818771425,0,0
"7.12-176,241,236,166,12,79",1.9230769230769231,6.546320236482663,7.014276627323484,6.9958498476580075,4.286227184286111,0,0
"7.12-164,125,159,153,152,107",0.7692307692307693,6.2689578311691685,1.94965822925396,6.671815458256597,3.5772028166404146,0,0
"7.14-112,138,9,131,175,199",0.1282051282051282,5.1903978436098805,0.0,5.124631875546353,9.9674557583619,0,1
"7.14-48,74,38,133,29,213",0.8974358974358975,4.460967972234593,0.0,5.141266432990741,9.989692393217826,0,1
"7.14-156,95,90,12,124,73",2.948717948717949,6.188366590160128,0.0,5.1482257886562515,9.999189289354211,0,1
"7.14-208,151,254,41,36,198",2.051282051282051,5.330745665189333,0.0,4.410873568876404,8.991360140832022,0,1
"7.14-164,204,185,229,56,107",1.6666666666666665,2.0817360891950285,1.4933917591349208,3.387678545664407,7.594389882331139,0,2
"7.14-116,21,117,93,235,62",2.4358974358974357,3.1176352730251784,4.038044081863431,4.240793706026633,8.758570369684053,0,1
"7.14-164,201,57,205,13,69",1.153846153846154,1.2394394502162174,0.0,4.149727991037708,8.633605114426016,0,1
"7.14-164,125,159,153,152,106",1.4102564102564101,1.0402978859428593,0.0,5.148989620375637,9.997220420643009,0,1
"7.14-248,135,241,149,138,83",3.4615384615384617,1.8464585355576126,0.4693920822269114,0.10201396963344558,3.104442694338923,0,2
"7.14-124,218,195,126,234,181",0.8974358974358975,1.7988817496165295,0.0,5.120727846758383,9.950315018993791,0,1
"7.14-140,170,206,161,68,84",2.1794871794871797,3.417680868578934,0.0,5.15484566355759,9.98922912999166,0,1
"7.14-144,120,65,31,69,55",1.0256410256410255,5.3381437420625675,0.0,5.147461956936864,9.976141943852495,0,1
"7.14-156,116,3,130,126,7",4.102564102564102,6.318835871872182,3.0051088920973705,5.155864105850102,9.97556286481979,0,1
"7.14-4,237,51,58,71,236",1.6666666666666665,2.376976144629379,0.6399240733822681,4.22161304285096,8.69464004447327,0,1
"7.14-4,207,140,11,128,186",1.6666666666666665,5.945421253798154,0.0,5.173601975778047,9.960622625775965,0,1
"7.14-48,148,53,197,58,225",4.230769230769231,5.474289965262674,3.8565572529103513,4.93545621971195,9.633558788103398,0,1
"7.14-8,250,121,45,167,67",1.0256410256410255,6.135994263449361,3.0122270125097166,5.17580860074516,9.941397201890114,0,1
"7.14-164,201,57,9,43,253",2.4358974358974357,8.51853429478403,0.7863251315085363,5.159089173109729,9.894955063467062,0,1
"7.14-208,151,254,40,222,169",0.38461538461538464,5.096331841188385,0.0,5.197535369652117,9.930973779301398,0,1
"7.14-220,240,144,185,104,48",5.384615384615384,3.9488299081934035,3.074018355663701,5.206701350284741,9.915917724451033,0,1
"7.14-108,177,88,58,181,202",1.153846153846154,5.024950406615908,5.124996213765737,6.626664516621828,4.199365329380153,0,0
"7.14-48,123,172,71,160,113",1.9230769230769231,7.3592705813986825,4.832143614389708,7.170088349868876,3.5365514685444257,0,0
"7.14-76,75,249,224,34,23",0.5128205128205128,6.702703263095147,4.108720454751975,6.414743649587956,1.0805614750301114,0,0
"7.14-180,165,172,138,160,85",1.282051282051282,9.560521473187675,4.018860494936542,8.111977730061872,3.33456870193644,0,0
"7.14-76,213,119,170,111,119",1.5384615384615385,10.0,1.2690447583372875,10.0,3.3591216529231898,0,0
"7.15-164,125,159,153,152,106",0.0,2.276816214394941,0.444453419221954,2.4135384928751473,6.268067265820438,0,2
"7.15-252,107,240,89,142,53",1.0256410256410255,3.708368970790245,0.0,2.411331867908035,6.2650560548503655,0,2
"7.15-180,71,245,166,44,220",1.153846153846154,4.114775140107541,0.0,2.3744982049954593,6.2140970999722045,0,2
"7.15-208,151,254,40,222,169",2.307692307692308,4.7104532613279995,0.0,2.4137931034482754,6.267719818400815,0,2
"7.15-76,111,156,154,6,215",0.38461538461538464,2.6011041132104817,0.0,2.410483165997607,6.263203001945705,0,2
"7.15-140,170,206,161,68,84",1.4102564102564101,3.251913709837667,0.0,2.4137931034482754,6.267719818400815,0,2
"7.15-64,140,31,142,167,149",2.564102564102564,3.3085590372271048,0.0,2.2962478888539977,6.1073149263411475,0,2
"7.15-116,76,161,98,31,201",2.051282051282051,3.766292926936736,1.9815130801772962,2.3543839697183153,6.185722227369591,0,2
"7.15-156,95,90,12,124,73",0.641025641025641,2.503679513429922,0.0,2.4148964159318322,6.268298897433522,0,2
"7.15-144,120,65,31,69,55",2.4358974358974357,1.8872380153908748,1.011429379158547,2.4042027718604393,6.2537061058093215,0,2
"7.15-32,50,51,210,96,61",0.7692307692307693,3.1602892465593655,0.0,2.390199190338377,6.2336699712776795,0,2
"7.15-48,74,38,133,29,213",0.8974358974358975,2.929388119591059,0.0,2.335542787306814,6.159084591865097,0,2
"7.15-204,129,42,183,42,73",6.282051282051282,1.9673476293939216,0.0,2.222241082264676,6.004470490132493,0,2
"7.15-48,69,150,180,24,101",0.1282051282051282,3.024984060337454,0.0,2.387228733651879,6.22915315482257,0,2
"7.15-140,37,5,134,24,48",1.4102564102564101,0.26118860638104857,0.5788899770806618,0.5426600015276634,3.7108542573890473,0,2
"7.15-20,94,105,93,76,199",0.641025641025641,2.2032593514126835,0.0,1.9040627360452187,5.5580005559158705,0,2
"7.15-60,134,209,115,214,231",5.0,3.5925729430180424,8.648617267247555,2.427372334015124,6.2362179190215885,0,0
"7.15-84,167,3,191,88,22",2.8205128205128203,1.312909830754478,2.6882263259392376,1.5236745397913896,4.966181784489947,0,2
"7.15-64,140,31,52,191,11",3.974358974358974,3.7254222251842966,0.23090980685156945,2.718901440247143,5.678101547299175,0,2
"7.15-152,151,204,174,182,173",1.153846153846154,2.6000578174126114,0.11545490342578472,2.858343164130463,5.487816177151857,0,2
"7.15-88,198,240,41,58,135",2.948717948717949,3.9339620884653685,1.371575982149167,3.147241294440155,4.975215417400166,0,2
"7.15-156,116,3,24,100,145",1.0256410256410255,2.2711211327959644,0.9524146077966132,2.2342926493927537,3.20937181506532,0,2
"7.15-48,148,53,197,58,225",5.128205128205128,4.9257642909147465,6.134557717355086,3.5887360282448,3.5807931066431937,0,0
"7.15-176,241,236,166,12,79",0.641025641025641,5.655068582305968,2.6581383843381143,5.7891654714114775,1.114495506346706,0,0
"7.18-48,74,38,133,29,213",0.5128205128205128,2.9345152009952575,0.39760508062154815,2.812173780203179,6.786574631705734,0,2
"7.18-88,198,240,41,58,135",2.307692307692308,4.837717977536034,0.0,2.812173780203179,6.786574631705734,0,2
"7.18-180,71,245,166,44,220",0.38461538461538464,5.535334955069037,0.0,2.789258828621623,6.75530436393959,0,2
"7.18-204,129,42,183,42,73",7.3076923076923075,5.181775546267509,0.9649849055460757,2.7801777181800436,6.7429120726396725,0,2
"7.18-20,94,105,93,76,199",0.2564102564102564,3.57465896033659,0.0,1.9251954136148755,5.576183637542851,0,2
"7.18-108,250,167,124,18,1",0.0,4.91901614700775,0.6119564229678016,4.199122442224618,2.5166774761419437,0,2
