m,trajs,cluster
"7.8-164,201,57,9,43,253+6","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3]]",0
"7.8-164,201,57,9,43,253+7","[[788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 1], [914, 0], [914, 1], [954, 0], [954, 0], [954, 3], [953, 0], [953, 1], [993, 0], [993, 1], [1033, 0], [1033, 2], [993, 3], [992, 0], [992, 0], [992, 1], [1032, 0], [1032, 3], [1031, 0], [1031, 0], [1031, 1]]",0
"7.8-164,201,57,9,43,253+8","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 4], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.8-164,201,57,9,43,253+9","[[877, 0], [877, 2], [837, 0], [837, 0], [837, 2], [797, 0], [797, 2], [757, 3], [756, 0], [756, 0], [756, 4], [757, 2], [717, 0], [717, 0], [717, 2], [677, 0], [677, 2], [637, 0], [637, 0], [637, 2], [597, 0], [597, 0], [597, 2], [557, 4], [558, 0], [558, 2], [518, 0], [518, 0], [518, 3], [517, 2], [477, 0], [477, 0], [477, 2], [437, 0], [437, 0], [437, 2], [397, 3], [396, 0], [396, 0], [396, 2], [356, 0], [356, 4], [357, 0], [357, 2], [317, 0], [317, 0], [317, 4], [318, 2], [278, 0], [278, 3], [277, 0], [277, 4]]",0
"7.8-164,201,57,9,43,253+10","[[278, 3], [277, 0], [277, 4], [278, 0], [278, 1], [318, 3], [317, 0], [317, 0], [317, 1], [357, 0], [357, 3], [356, 0], [356, 1], [396, 0], [396, 0], [396, 4], [397, 1], [437, 0], [437, 0], [437, 1], [477, 0], [477, 0], [477, 4], [478, 1], [518, 0], [518, 0], [518, 1], [558, 0], [558, 3], [557, 1], [597, 0], [597, 0], [597, 1], [637, 0], [637, 0], [637, 1], [677, 0], [677, 1], [717, 0], [717, 0], [717, 1], [757, 3], [756, 0], [756, 0], [756, 1], [796, 4], [797, 0], [797, 1], [837, 0], [837, 0], [837, 1]]",0
"7.8-164,201,57,9,43,253+11","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 1], [914, 0], [914, 1], [954, 0], [954, 0], [954, 3], [953, 0], [953, 1], [993, 0], [993, 1], [1033, 0], [1033, 3], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 0], [1032, 3], [1031, 0], [1031, 0], [1031, 1]]",0
"7.8-164,201,57,9,43,253+12","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 4], [993, 1], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.8-164,201,57,9,43,253+13","[[877, 0], [877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 1], [914, 0], [914, 1], [954, 0], [954, 0], [954, 3], [953, 0], [953, 1], [993, 0], [993, 1], [1033, 0], [1033, 3], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 0], [1032, 3], [1031, 0], [1031, 0], [1031, 1]]",0
"7.8-164,201,57,9,43,253+17","[[874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]",0
"7.8-164,201,57,9,43,253+18","[[879, 3], [878, 0], [878, 3], [877, 0], [877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3]]",0
"7.8-164,201,57,9,43,253+21","[[278, 3], [277, 0], [277, 4], [278, 0], [278, 1], [318, 3], [317, 0], [317, 0], [317, 1], [357, 0], [357, 3], [356, 0], [356, 1], [396, 0], [396, 0], [396, 4], [397, 1], [437, 0], [437, 0], [437, 1], [477, 0], [477, 0], [477, 1], [517, 4], [518, 0], [518, 0], [518, 1], [558, 0], [558, 3], [557, 1], [597, 0], [597, 0], [597, 1], [637, 0], [637, 0], [637, 3], [636, 1], [676, 0], [676, 0], [676, 3], [675, 0], [675, 3], [674, 0], [674, 0], [674, 1], [714, 0], [714, 1], [754, 0], [754, 3], [753, 0], [753, 1], [793, 0], [793, 1], [833, 0], [833, 4], [834, 0], [834, 0], [834, 3], [833, 0], [833, 3]]",0
"7.8-124,218,195,126,234,181+2","[[877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]",0
"7.8-124,218,195,126,234,181+3","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4], [877, 0], [877, 4], [878, 0], [878, 4]]",0
"7.8-164,125,159,153,152,106+8","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0]]",0
"7.8-184,148,54,32,44,55+2","[[876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0]]",0
"7.8-128,214,5,75,8,213+8","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.8-128,214,5,75,8,213+9","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]",0
"7.8-128,214,5,75,8,213+10","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.8-128,214,5,75,8,213+11","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]",0
"7.8-128,214,5,75,8,213+12","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4], [877, 0], [877, 4], [878, 0], [878, 4]]",0
"7.8-128,214,5,75,8,213+13","[[879, 3], [878, 0], [878, 3], [877, 0], [877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]",0
"7.8-128,214,5,75,8,213+14","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.8-128,214,5,75,8,213+15","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]",0
"7.8-128,214,5,75,8,213+16","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4], [877, 0], [877, 4], [878, 0], [878, 4]]",0
"7.8-128,214,5,75,8,213+17","[[879, 3], [878, 0], [878, 3]]",0
"7.8-128,214,5,75,8,213+18","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]",0
"7.8-128,214,5,75,8,213+28","[[874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]",0
"7.8-128,214,5,75,8,213+29","[[788, 3], [787, 2], [747, 0], [747, 3], [746, 2], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2]]",0
"7.8-248,45,124,72,127,16+7","[[504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0], [504, 0]]",0
"7.8-248,45,124,72,127,16+12","[[664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0]]",0
"7.8-248,45,124,72,127,16+13","[[623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]",0
"7.8-20,94,105,93,76,199+1","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.8-20,94,105,93,76,199+2","[[877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 0], [877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3]]",0
"7.8-20,94,105,93,76,199+3","[[788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.8-20,94,105,93,76,199+4","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3]]",0
"7.8-20,94,105,93,76,199+5","[[788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.8-164,204,185,229,56,107+1","[[948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0]]",0
"7.8-164,204,185,229,56,107+4","[[1071, 3], [1070, 0], [1070, 1], [1110, 0], [1110, 3], [1109, 0], [1109, 3], [1108, 0], [1108, 1], [1148, 0], [1148, 3], [1147, 0], [1147, 0], [1147, 3], [1146, 0], [1146, 0], [1146, 0], [1146, 2], [1106, 0], [1106, 3], [1105, 0], [1105, 2], [1065, 0], [1065, 0], [1065, 2], [1025, 3], [1024, 0], [1024, 0], [1024, 2], [984, 0], [984, 4]]",0
"7.8-164,204,185,229,56,107+5","[[985, 2], [945, 0], [945, 4], [946, 0], [946, 4], [947, 0], [947, 2], [907, 0], [907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 2], [828, 4], [829, 0], [829, 2], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 3], [746, 2], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2], [623, 0], [623, 0], [623, 2], [583, 3], [582, 0], [582, 2], [542, 3], [541, 0], [541, 3], [540, 3], [539, 2], [499, 0]]",0
"7.8-164,204,185,229,56,107+6","[[499, 0], [499, 4], [500, 1], [540, 4], [541, 0], [541, 1], [581, 4], [582, 0], [582, 4], [583, 1], [623, 0], [623, 0], [623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 1], [746, 4], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 1], [829, 0], [829, 1], [869, 3], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3], [907, 0], [907, 1], [947, 0], [947, 3], [946, 0], [946, 3], [945, 0], [945, 1]]",0
"7.8-112,58,81,118,159,27+2","[[876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0]]",0
"7.9-48,74,38,155,214,98+1","[[832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3]]",0
"7.9-48,74,38,155,214,98+10","[[625, 0], [625, 0]]",0
"7.9-48,74,38,155,214,98+11","[[747, 0], [747, 0]]",0
"7.9-48,74,38,155,214,98+12","[[788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0]]",0
"7.9-48,74,38,155,214,98+21","[[664, 0], [664, 0], [664, 0]]",0
"7.9-48,74,38,155,214,98+24","[[664, 0], [664, 0], [664, 0], [664, 0]]",0
"7.9-48,74,38,155,214,98+27","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]",0
"7.9-32,50,51,210,96,61+2","[[750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0]]",0
"7.9-32,50,51,210,96,61+5","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0]]",0
"7.9-32,50,51,210,96,61+7","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0]]",0
"7.9-48,74,38,133,29,213+3","[[750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0]]",0
"7.9-48,74,38,133,29,213+6","[[747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0]]",0
"7.9-48,74,38,133,29,213+9","[[750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0]]",0
"7.9-92,102,108,72,204,105+18","[[750, 0], [750, 0], [750, 0], [750, 0], [750, 0]]",0
"7.9-156,95,90,12,124,73+2","[[664, 0]]",0
"7.9-156,95,90,12,124,73+4","[[664, 0], [664, 0], [664, 0], [664, 0]]",0
"7.9-156,95,90,12,124,73+5","[[747, 0]]",0
"7.9-156,95,90,12,124,73+6","[[750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0], [750, 0]]",0
"7.9-156,95,90,12,124,73+9","[[587, 4], [588, 1], [628, 0], [628, 0], [628, 4], [629, 1], [669, 0], [669, 0], [669, 1], [709, 0], [709, 1], [749, 0], [749, 0], [749, 1], [789, 3], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4]]",0
"7.9-112,138,9,131,175,199+1","[[541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0], [541, 0]]",0
"7.9-20,178,229,137,47,142+3","[[825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0], [825, 0]]",0
"7.9-220,240,144,185,104,48+5","[[989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0]]",0
"7.9-220,240,144,185,104,48+8","[[948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0]]",0
"7.9-220,240,144,185,104,48+9","[[832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 1], [829, 0], [829, 3], [828, 1], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3], [907, 0], [907, 1], [947, 0], [947, 3], [946, 0], [946, 3], [945, 0], [945, 1], [985, 0], [985, 3], [984, 0], [984, 1], [1024, 0], [1024, 0], [1024, 4], [1025, 1], [1065, 0], [1065, 0], [1065, 1]]",0
"7.9-220,240,144,185,104,48+11","[[948, 0]]",0
"7.9-220,240,144,185,104,48+13","[[948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0], [948, 0]]",0
"7.9-164,204,185,229,56,107+1","[[988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0], [988, 0]]",0
"7.9-164,204,185,229,56,107+2","[[1105, 4], [1106, 0], [1106, 1], [1146, 0], [1146, 0], [1146, 0], [1146, 4], [1147, 0], [1147, 0], [1147, 4], [1148, 0], [1148, 2], [1108, 0], [1108, 4], [1109, 0], [1109, 4], [1110, 0], [1110, 2], [1070, 0], [1070, 4]]",0
"7.9-164,204,185,229,56,107+3","[[1071, 3], [1070, 0], [1070, 1], [1110, 0], [1110, 3], [1109, 0], [1109, 3], [1108, 0], [1108, 1], [1148, 0], [1148, 3], [1147, 0], [1147, 0], [1147, 3], [1146, 0], [1146, 0], [1146, 0], [1146, 2], [1106, 0], [1106, 3]]",0
"7.9-164,204,185,229,56,107+4","[[1105, 4], [1106, 0], [1106, 1], [1146, 0], [1146, 0], [1146, 0], [1146, 4], [1147, 0], [1147, 0], [1147, 4], [1148, 0], [1148, 2], [1108, 0], [1108, 4], [1109, 0], [1109, 4], [1110, 0], [1110, 2], [1070, 0], [1070, 4]]",0
"7.9-164,204,185,229,56,107+5","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 4], [993, 1], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3]]",0
"7.9-164,204,185,229,56,107+6","[[788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 0], [623, 3], [622, 2], [582, 0], [582, 2], [542, 3], [541, 0], [541, 3], [540, 3], [539, 2], [499, 0], [499, 0], [499, 2], [459, 0], [459, 4], [460, 0], [460, 2]]",0
"7.9-8,74,207,99,147,223+1","[[706, 0], [706, 0], [706, 0]]",0
"7.9-8,74,207,99,147,223+8","[[793, 0], [793, 0]]",0
"7.9-8,74,207,99,147,223+10","[[793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0]]",0
"7.9-8,74,207,99,147,223+12","[[793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0], [793, 0]]",0
"7.9-64,140,31,52,191,11+5","[[832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0]]",0
"7.9-64,140,31,52,191,11+6","[[876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0]]",0
"7.9-64,140,31,52,191,11+12","[[876, 0], [876, 0]]",0
"7.9-64,140,31,52,191,11+13","[[788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.9-64,140,31,52,191,11+15","[[876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0]]",0
"7.9-60,134,209,115,214,231+1","[[832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.9-60,134,209,115,214,231+2","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]",0
"7.9-60,134,209,115,214,231+3","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.9-60,134,209,115,214,231+4","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]",0
"7.9-60,134,209,115,214,231+5","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.9-60,134,209,115,214,231+6","[[877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]",0
