m,trajs,cluster
"7.8-156,116,3,24,100,145+6","[[3097, 2], [3017, 3], [3016, 3], [3015, 3], [3014, 2], [2934, 0], [2934, 3], [2933, 3], [2932, 2], [2852, 0], [2852, 2], [2772, 3], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 2], [2528, 3], [2527, 0], [2527, 2], [2447, 3], [2446, 0], [2446, 3], [2445, 2], [2365, 3], [2364, 0], [2364, 2], [2284, 3], [2283, 2], [2203, 3], [2202, 0], [2202, 3], [2201, 2], [2121, 3], [2120, 2], [2040, 3], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 4], [1959, 2], [1879, 0], [1879, 2], [1799, 4], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",2
"7.8-156,116,3,24,100,145+7","[[1641, 1], [1721, 3], [1720, 1], [1800, 0], [1800, 1], [1880, 3], [1879, 0], [1879, 1], [1959, 1], [2039, 3], [2038, 0], [2038, 4], [2039, 0], [2039, 4], [2040, 1], [2120, 4], [2121, 1], [2201, 4], [2202, 0], [2202, 4], [2203, 1], [2283, 4], [2284, 1], [2364, 0], [2364, 4], [2365, 4], [2366, 1], [2446, 0], [2446, 1], [2526, 4], [2527, 0], [2527, 1], [2607, 4], [2608, 0], [2608, 4], [2609, 4], [2610, 1], [2690, 0], [2690, 4], [2691, 1], [2771, 1], [2851, 4], [2852, 0], [2852, 4], [2853, 4], [2854, 1], [2934, 0], [2934, 4], [2935, 1], [3015, 4], [3016, 1], [3096, 4], [3097, 0], [3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 1], [3259, 3], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 1], [3577, 3], [3576, 0], [3576, 3], [3575, 1], [3655, 0], [3655, 3], [3654, 1], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 3], [3731, 1], [3811, 0], [3811, 1], [3891, 3]]",2
"7.8-156,116,3,24,100,145+8","[[3890, 4], [3891, 2], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 2], [3575, 4], [3576, 0], [3576, 4], [3577, 2], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 1], [3259, 4], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4], [3344, 0], [3344, 4], [3345, 4], [3346, 4], [3347, 0], [3347, 4], [3348, 0], [3348, 4], [3349, 1], [3429, 0], [3429, 4], [3430, 4], [3431, 4], [3432, 0], [3432, 4], [3433, 4], [3434, 4]]",2
"7.8-156,116,3,24,100,145+9","[[3435, 3], [3434, 3], [3433, 3], [3432, 0], [3432, 3], [3431, 3], [3430, 3], [3429, 0], [3429, 2], [3349, 3], [3348, 0], [3348, 3], [3347, 0], [3347, 3], [3346, 3], [3345, 3]]",2
"7.8-156,116,3,24,100,145+11","[[2608, 0], [2608, 0], [2608, 0], [2608, 0]]",2
"7.8-156,116,3,24,100,145+12","[[2527, 2], [2447, 3], [2446, 0], [2446, 3], [2445, 2], [2365, 3], [2364, 0], [2364, 3], [2363, 2], [2283, 2], [2203, 3], [2202, 0], [2202, 2], [2122, 3], [2121, 3], [2120, 2], [2040, 3], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 4], [1959, 2], [1879, 0], [1879, 4], [1880, 2], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",2
"7.8-60,134,209,115,214,231+1","[[3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 4], [3345, 4], [3346, 4], [3347, 0], [3347, 4], [3348, 0], [3348, 4], [3349, 1], [3429, 0], [3429, 4], [3430, 4], [3431, 4], [3432, 0], [3432, 4], [3433, 4], [3434, 4]]",2
"7.8-60,134,209,115,214,231+2","[[3435, 3], [3434, 3], [3433, 3], [3432, 0], [3432, 3], [3431, 3], [3430, 3], [3429, 0], [3429, 3], [3428, 2], [3348, 0], [3348, 3], [3347, 0], [3347, 3], [3346, 3], [3345, 3]]",2
"7.8-60,134,209,115,214,231+3","[[3344, 4], [3345, 4], [3346, 4], [3347, 0], [3347, 4], [3348, 0], [3348, 1], [3428, 4], [3429, 0], [3429, 4], [3430, 4], [3431, 4], [3432, 0], [3432, 4], [3433, 4], [3434, 4], [3435, 0], [3435, 4], [3436, 4], [3437, 0], [3437, 4], [3438, 1], [3518, 4]]",2
"7.8-60,134,209,115,214,231+4","[[3519, 3], [3518, 2], [3438, 3], [3437, 0], [3437, 3], [3436, 3], [3435, 0], [3435, 3], [3434, 3], [3433, 3], [3432, 0], [3432, 3], [3431, 3], [3430, 3], [3429, 0], [3429, 3], [3428, 2], [3348, 0], [3348, 3], [3347, 0], [3347, 3], [3346, 3], [3345, 3], [3344, 0], [3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 3], [3177, 2], [3097, 0], [3097, 3], [3096, 2], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 3], [2851, 2], [2771, 2], [2691, 3], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 2], [2528, 3], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 2], [2365, 3], [2364, 0], [2364, 3], [2363, 2], [2283, 2], [2203, 3], [2202, 0], [2202, 2], [2122, 3], [2121, 3], [2120, 2], [2040, 3], [2039, 0], [2039, 3]]",2
"7.8-60,134,209,115,214,231+5","[[2038, 2], [1958, 2], [1878, 4], [1879, 0], [1879, 2], [1799, 4], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",2
"7.8-60,134,209,115,214,231+6","[[1641, 1], [1721, 3], [1720, 1], [1800, 0], [1800, 3], [1799, 1], [1879, 0], [1879, 1], [1959, 1], [2039, 3], [2038, 0], [2038, 4], [2039, 0], [2039, 1], [2119, 4], [2120, 4], [2121, 1], [2201, 4], [2202, 0], [2202, 4], [2203, 1], [2283, 1], [2363, 4], [2364, 0], [2364, 4], [2365, 4], [2366, 1], [2446, 0], [2446, 1], [2526, 4], [2527, 0], [2527, 4], [2528, 1], [2608, 0], [2608, 4], [2609, 1], [2689, 4], [2690, 0], [2690, 4], [2691, 1], [2771, 4], [2772, 1], [2852, 0], [2852, 4], [2853, 1], [2933, 4], [2934, 0], [2934, 1], [3014, 4], [3015, 4], [3016, 4], [3017, 1]]",2
"7.8-60,134,209,115,214,231+7","[[3097, 3], [3096, 2], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 2], [2772, 3], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 2], [2609, 3], [2608, 0], [2608, 3], [2607, 2], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 3], [2444, 2], [2364, 0], [2364, 2], [2284, 3], [2283, 3], [2282, 2], [2202, 0], [2202, 3], [2201, 2], [2121, 3], [2120, 2], [2040, 3], [2039, 0], [2039, 3]]",2
"7.8-60,134,209,115,214,231+8","[[2038, 4], [2039, 0], [2039, 1], [2119, 4], [2120, 4], [2121, 4], [2122, 1], [2202, 0], [2202, 4], [2203, 1], [2283, 4], [2284, 1], [2364, 0], [2364, 4], [2365, 1], [2445, 4], [2446, 0], [2446, 4], [2447, 1], [2527, 0], [2527, 1], [2607, 1], [2687, 3], [2686, 0], [2686, 1], [2766, 1], [2846, 0], [2846, 1], [2926, 0], [2926, 4], [2927, 1]]",2
"7.8-8,74,207,163,234,79+1","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 1], [3258, 0], [3258, 1], [3338, 3], [3337, 1], [3417, 0], [3417, 1], [3497, 0], [3497, 1], [3577, 3], [3576, 0], [3576, 3], [3575, 1], [3655, 0], [3655, 3], [3654, 1], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 1], [3812, 3], [3811, 0], [3811, 1], [3891, 3]]",1
"7.8-8,74,207,163,234,79+2","[[3890, 4], [3891, 2], [3811, 0], [3811, 4], [3812, 4], [3813, 2], [3733, 0], [3733, 4], [3734, 0], [3734, 2], [3654, 4], [3655, 0], [3655, 2], [3575, 4], [3576, 0], [3576, 2], [3496, 4], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 4], [3180, 1], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.8-8,74,207,163,234,79+3","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.8-8,74,207,163,234,79+4","[[3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 3], [3178, 1], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 3], [3496, 1], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 3], [3654, 1], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 3], [3731, 1], [3811, 0], [3811, 1], [3891, 3]]",1
"7.8-8,74,207,163,234,79+5","[[3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 4], [3656, 2], [3576, 0], [3576, 2], [3496, 4], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.8-8,74,207,163,234,79+6","[[3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 4], [3180, 1], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.8-8,74,207,163,234,79+7","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 1], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 1], [3577, 3], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 1], [3735, 3], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 1], [3812, 3], [3811, 0], [3811, 3], [3810, 1]]",1
"7.8-8,74,207,163,234,79+8","[[3890, 4], [3891, 2], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 2], [3654, 4], [3655, 0], [3655, 4], [3656, 2], [3576, 0], [3576, 2], [3496, 4], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 4], [3180, 1], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4], [3344, 0], [3344, 4], [3345, 4], [3346, 4], [3347, 0], [3347, 4], [3348, 0], [3348, 4], [3349, 1], [3429, 0], [3429, 4], [3430, 4], [3431, 4], [3432, 0], [3432, 4], [3433, 4], [3434, 4]]",1
"7.8-8,74,207,163,234,79+9","[[3435, 3], [3434, 3], [3433, 3], [3432, 0], [3432, 3], [3431, 3], [3430, 3], [3429, 0], [3429, 3], [3428, 2], [3348, 0], [3348, 3], [3347, 0], [3347, 3], [3346, 3], [3345, 3]]",1
"7.8-8,74,207,163,234,79+10","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.8-8,74,207,163,234,79+11","[[3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 1], [3259, 4], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.8-8,74,207,163,234,79+12","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.8-8,74,207,163,234,79+13","[[3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 3], [3178, 1], [3258, 0], [3258, 1], [3338, 3], [3337, 1], [3417, 0], [3417, 1], [3497, 0], [3497, 3], [3496, 1], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 1], [3735, 3], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 1], [3812, 3], [3811, 0], [3811, 1], [3891, 3]]",1
"7.8-8,74,207,163,234,79+14","[[3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 4], [3656, 2], [3576, 0], [3576, 4], [3577, 2], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.9-108,135,25,15,123,144+1","[[3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 2], [2927, 3], [2926, 0], [2926, 2], [2846, 0], [2846, 2], [2766, 2], [2686, 0], [2686, 2], [2606, 4], [2607, 2]]",2
"7.9-108,135,25,15,123,144+2","[[2527, 1], [2607, 1], [2687, 3], [2686, 0], [2686, 1], [2766, 1], [2846, 0], [2846, 1], [2926, 0], [2926, 4], [2927, 1]]",2
"7.9-108,135,25,15,123,144+3","[[3007, 2], [2927, 3], [2926, 0], [2926, 2], [2846, 0], [2846, 2], [2766, 2], [2686, 0], [2686, 2], [2606, 4], [2607, 2]]",2
"7.9-108,135,25,15,123,144+4","[[2527, 1], [2607, 1], [2687, 3], [2686, 0], [2686, 1], [2766, 1], [2846, 0], [2846, 1], [2926, 0], [2926, 1], [3006, 4]]",2
"7.9-108,135,25,15,123,144+5","[[3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 1], [3087, 4], [3088, 0], [3088, 4], [3089, 0], [3089, 4], [3090, 1], [3170, 0], [3170, 4], [3171, 0], [3171, 4], [3172, 2], [3092, 4], [3093, 0], [3093, 2], [3013, 2], [2933, 4], [2934, 0], [2934, 4], [2935, 1], [3015, 4], [3016, 4], [3017, 1]]",2
"7.9-108,135,25,15,123,144+6","[[3097, 2], [3017, 3], [3016, 3], [3015, 3], [3014, 2], [2934, 0], [2934, 1], [3014, 3], [3013, 1], [3093, 0], [3093, 3], [3092, 3], [3091, 1], [3171, 0], [3171, 3], [3170, 0], [3170, 3], [3169, 2], [3089, 0], [3089, 3], [3088, 0], [3088, 3], [3087, 2]]",2
"7.9-108,135,25,15,123,144+7","[[3007, 4], [3008, 1], [3088, 0], [3088, 4], [3089, 0], [3089, 1], [3169, 4], [3170, 0], [3170, 4], [3171, 0], [3171, 4], [3172, 4], [3173, 2], [3093, 0], [3093, 2], [3013, 2], [2933, 4], [2934, 0], [2934, 1], [3014, 4], [3015, 4], [3016, 1], [3096, 4]]",2
"7.9-108,135,25,15,123,144+8","[[3097, 2], [3017, 3], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 1], [3014, 1], [3094, 3], [3093, 0], [3093, 3], [3092, 3], [3091, 1], [3171, 0], [3171, 3], [3170, 0], [3170, 2], [3090, 3], [3089, 0], [3089, 3], [3088, 0], [3088, 3], [3087, 2]]",2
"7.9-108,135,25,15,123,144+9","[[3007, 4], [3008, 1], [3088, 0], [3088, 4], [3089, 0], [3089, 4], [3090, 1], [3170, 0], [3170, 4], [3171, 0], [3171, 4], [3172, 4], [3173, 2], [3093, 0], [3093, 2], [3013, 4], [3014, 2], [2934, 0], [2934, 4], [2935, 1], [3015, 4], [3016, 4], [3017, 1]]",2
"7.9-108,135,25,15,123,144+10","[[3097, 2], [3017, 3], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 1], [3014, 3], [3013, 1], [3093, 0], [3093, 3], [3092, 3], [3091, 1], [3171, 0], [3171, 3], [3170, 0], [3170, 3], [3169, 2], [3089, 0], [3089, 3], [3088, 0], [3088, 2], [3008, 3]]",2
"7.9-108,135,25,15,123,144+11","[[3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 2], [2927, 3], [2926, 0], [2926, 2], [2846, 0], [2846, 2], [2766, 2], [2686, 0], [2686, 2], [2606, 2], [2526, 4], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 2], [2365, 3], [2364, 0], [2364, 3], [2363, 2], [2283, 2], [2203, 3], [2202, 0], [2202, 2], [2122, 3], [2121, 3], [2120, 3], [2119, 2], [2039, 0], [2039, 3]]",2
"7.9-108,135,25,15,123,144+12","[[2038, 2], [1958, 3], [1957, 2], [1877, 0], [1877, 3], [1876, 3], [1875, 2], [1795, 3], [1794, 0], [1794, 3], [1793, 2], [1713, 3], [1712, 2], [1632, 3], [1631, 0], [1631, 3], [1630, 3], [1629, 2], [1549, 3], [1548, 0], [1548, 3], [1547, 3], [1546, 2], [1466, 0], [1466, 3], [1465, 2], [1385, 3], [1384, 2], [1304, 3], [1303, 0], [1303, 3], [1302, 3], [1301, 3], [1300, 2], [1220, 3], [1219, 0], [1219, 3], [1218, 3], [1217, 2], [1137, 0], [1137, 3], [1136, 2], [1056, 3], [1055, 0], [1055, 3], [1054, 2], [974, 3], [973, 2], [893, 3]]",2
"7.9-8,250,121,45,167,67+2","[[3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0], [3429, 0]]",1
"7.9-8,250,121,45,167,67+3","[[1036, 1], [1116, 3], [1115, 0], [1115, 4], [1116, 0], [1116, 3], [1115, 1], [1195, 0], [1195, 1], [1275, 0], [1275, 1], [1355, 3], [1354, 0], [1354, 1], [1434, 3], [1433, 0], [1433, 1], [1513, 0], [1513, 1], [1593, 0], [1593, 1], [1673, 4], [1674, 0], [1674, 1], [1754, 0], [1754, 1], [1834, 0], [1834, 4], [1835, 1], [1915, 0], [1915, 4], [1916, 1], [1996, 0], [1996, 1], [2076, 0], [2076, 1], [2156, 1], [2236, 0], [2236, 1], [2316, 1], [2396, 3], [2395, 0], [2395, 0], [2395, 3], [2394, 1], [2474, 0], [2474, 1], [2554, 0], [2554, 1], [2634, 0], [2634, 1], [2714, 1], [2794, 0], [2794, 1], [2874, 0], [2874, 3], [2873, 1], [2953, 0], [2953, 1], [3033, 0], [3033, 1], [3113, 1], [3193, 4], [3194, 0], [3194, 1], [3274, 4], [3275, 0], [3275, 1], [3355, 0], [3355, 1]]",1
"7.9-8,250,121,45,167,67+4","[[3435, 3], [3434, 3], [3433, 3], [3432, 0], [3432, 3], [3431, 3], [3430, 3], [3429, 0], [3429, 3], [3428, 2], [3348, 0], [3348, 3], [3347, 0], [3347, 3], [3346, 3], [3345, 3], [3344, 0], [3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.9-8,250,121,45,167,67+5","[[3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 1], [3259, 4], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4], [3344, 0], [3344, 4], [3345, 4], [3346, 4], [3347, 0], [3347, 4], [3348, 0], [3348, 4], [3349, 1], [3429, 0], [3429, 4], [3430, 4], [3431, 4], [3432, 0], [3432, 4], [3433, 4], [3434, 4]]",1
"7.9-8,250,121,45,167,67+6","[[3435, 0], [3435, 0], [3435, 3], [3434, 3], [3433, 3], [3432, 0], [3432, 3], [3431, 3], [3430, 3], [3429, 0], [3429, 1], [3509, 1], [3589, 0], [3589, 1], [3669, 1], [3749, 0], [3749, 3], [3748, 1], [3828, 0], [3828, 3], [3827, 0], [3827, 1], [3907, 1], [3987, 0], [3987, 3], [3986, 1], [4066, 0], [4066, 3], [4065, 2], [3985, 0], [3985, 3], [3984, 0], [3984, 1], [4064, 0], [4064, 3], [4063, 0], [4063, 1], [4143, 0], [4143, 3], [4142, 1]]",1
"7.9-8,250,121,45,167,67+7","[[4222, 4], [4223, 2], [4143, 0], [4143, 2], [4063, 0], [4063, 4], [4064, 0], [4064, 2], [3984, 0], [3984, 4], [3985, 0], [3985, 1], [4065, 4], [4066, 0], [4066, 4], [4067, 2], [3987, 0], [3987, 2], [3907, 2], [3827, 0], [3827, 4], [3828, 0], [3828, 2], [3748, 4], [3749, 0], [3749, 2], [3669, 2], [3589, 0], [3589, 2], [3509, 2], [3429, 0], [3429, 2], [3349, 3], [3348, 0], [3348, 0], [3348, 3], [3347, 2], [3267, 0], [3267, 2], [3187, 2], [3107, 0], [3107, 2], [3027, 0], [3027, 2], [2947, 4], [2948, 0], [2948, 2], [2868, 0], [2868, 2], [2788, 2], [2708, 4], [2709, 0], [2709, 2], [2629, 0], [2629, 4], [2630, 4], [2631, 0], [2631, 4], [2632, 0], [2632, 4], [2633, 0], [2633, 2], [2553, 4], [2554, 0], [2554, 2], [2474, 0], [2474, 4], [2475, 2], [2395, 0], [2395, 0], [2395, 2], [2315, 2], [2235, 4], [2236, 0], [2236, 2], [2156, 2], [2076, 0], [2076, 2], [1996, 0], [1996, 2], [1916, 3], [1915, 0], [1915, 3], [1914, 2], [1834, 0], [1834, 2], [1754, 0], [1754, 2], [1674, 0], [1674, 3], [1673, 2], [1593, 0], [1593, 2], [1513, 0], [1513, 2], [1433, 0], [1433, 4], [1434, 2], [1354, 0], [1354, 2], [1274, 4], [1275, 0], [1275, 2], [1195, 0], [1195, 2], [1115, 4], [1116, 0], [1116, 3], [1115, 0], [1115, 4], [1116, 2]]",1
"7.9-8,250,121,45,167,67+8","[[1036, 1], [1116, 3], [1115, 0], [1115, 4], [1116, 0], [1116, 3], [1115, 1], [1195, 0], [1195, 1], [1275, 0], [1275, 3], [1274, 1], [1354, 0], [1354, 3], [1353, 1], [1433, 0], [1433, 1], [1513, 0], [1513, 1], [1593, 0], [1593, 1], [1673, 4], [1674, 0], [1674, 1], [1754, 0], [1754, 1], [1834, 0], [1834, 1], [1914, 4], [1915, 0], [1915, 1], [1995, 4], [1996, 0], [1996, 1], [2076, 0], [2076, 1], [2156, 1], [2236, 0], [2236, 1], [2316, 3], [2315, 1], [2395, 0], [2395, 0], [2395, 3], [2394, 1], [2474, 0], [2474, 1], [2554, 0], [2554, 1], [2634, 0], [2634, 1], [2714, 1], [2794, 0], [2794, 1], [2874, 0], [2874, 1], [2954, 3], [2953, 0], [2953, 1], [3033, 0], [3033, 1], [3113, 4], [3114, 1], [3194, 0], [3194, 4], [3195, 1], [3275, 0], [3275, 1], [3355, 0], [3355, 1]]",1
"7.9-8,250,121,45,167,67+9","[[3435, 2], [3355, 0], [3355, 2], [3275, 0], [3275, 3], [3274, 2], [3194, 0], [3194, 2], [3114, 3], [3113, 2], [3033, 0], [3033, 2], [2953, 0], [2953, 2], [2873, 4], [2874, 0], [2874, 2], [2794, 0], [2794, 2], [2714, 2], [2634, 0], [2634, 2], [2554, 0], [2554, 2], [2474, 0], [2474, 2], [2394, 4], [2395, 0], [2395, 0], [2395, 2], [2315, 2], [2235, 4], [2236, 0], [2236, 2], [2156, 2], [2076, 0], [2076, 2], [1996, 0], [1996, 2], [1916, 3], [1915, 0], [1915, 3], [1914, 2], [1834, 0], [1834, 2], [1754, 0], [1754, 2], [1674, 0], [1674, 3], [1673, 2], [1593, 0], [1593, 2], [1513, 0], [1513, 2], [1433, 0], [1433, 2], [1353, 4], [1354, 0], [1354, 2], [1274, 4], [1275, 0], [1275, 2], [1195, 0], [1195, 2], [1115, 4], [1116, 0], [1116, 3], [1115, 0], [1115, 4], [1116, 2]]",1
"7.9-8,250,121,45,167,67+10","[[1036, 3], [1035, 1], [1115, 0], [1115, 4], [1116, 0], [1116, 1], [1196, 3], [1195, 0], [1195, 1], [1275, 0], [1275, 1], [1355, 3], [1354, 0], [1354, 1], [1434, 3], [1433, 0], [1433, 1], [1513, 0], [1513, 1], [1593, 0], [1593, 4], [1594, 1], [1674, 0], [1674, 1], [1754, 0], [1754, 1], [1834, 0], [1834, 4], [1835, 1], [1915, 0], [1915, 1], [1995, 4], [1996, 0], [1996, 1], [2076, 0], [2076, 1], [2156, 1], [2236, 0], [2236, 1], [2316, 3], [2315, 1], [2395, 0], [2395, 0], [2395, 3], [2394, 1], [2474, 0], [2474, 1], [2554, 0], [2554, 1], [2634, 0], [2634, 1], [2714, 1], [2794, 0], [2794, 1], [2874, 0], [2874, 1], [2954, 3], [2953, 0], [2953, 1], [3033, 0], [3033, 1], [3113, 4], [3114, 1], [3194, 0], [3194, 4], [3195, 1], [3275, 0], [3275, 1], [3355, 0], [3355, 1]]",1
"7.9-8,250,121,45,167,67+11","[[3435, 0], [3435, 0], [3435, 0], [3435, 2], [3355, 0], [3355, 2], [3275, 0], [3275, 2], [3195, 3], [3194, 0], [3194, 2], [3114, 2], [3034, 3], [3033, 0], [3033, 2], [2953, 0], [2953, 2], [2873, 4], [2874, 0], [2874, 2], [2794, 0], [2794, 2], [2714, 2], [2634, 0], [2634, 2], [2554, 0], [2554, 2], [2474, 0], [2474, 4], [2475, 2], [2395, 0], [2395, 0], [2395, 2], [2315, 2], [2235, 4], [2236, 0], [2236, 2], [2156, 2], [2076, 0], [2076, 2], [1996, 0], [1996, 3], [1995, 2], [1915, 0], [1915, 3], [1914, 2], [1834, 0], [1834, 2], [1754, 0], [1754, 2], [1674, 0], [1674, 3], [1673, 2], [1593, 0], [1593, 2], [1513, 0], [1513, 2], [1433, 0], [1433, 4], [1434, 2], [1354, 0], [1354, 4], [1355, 2], [1275, 0], [1275, 2], [1195, 0], [1195, 2], [1115, 4], [1116, 0], [1116, 3], [1115, 0], [1115, 4], [1116, 2]]",1
"7.9-8,250,121,45,167,67+12","[[1036, 1], [1116, 3], [1115, 0], [1115, 4], [1116, 0], [1116, 1], [1196, 3], [1195, 0], [1195, 1], [1275, 0], [1275, 1], [1355, 3], [1354, 0], [1354, 3], [1353, 1], [1433, 0], [1433, 1], [1513, 0], [1513, 1], [1593, 0], [1593, 4], [1594, 1], [1674, 0], [1674, 1], [1754, 0], [1754, 1], [1834, 0], [1834, 1], [1914, 4], [1915, 0], [1915, 1], [1995, 4], [1996, 0], [1996, 1], [2076, 0], [2076, 1], [2156, 1], [2236, 0], [2236, 1], [2316, 1], [2396, 3], [2395, 0], [2395, 0], [2395, 3], [2394, 1], [2474, 0], [2474, 1], [2554, 0], [2554, 1], [2634, 0], [2634, 1], [2714, 1], [2794, 0], [2794, 1], [2874, 0], [2874, 3], [2873, 1], [2953, 0], [2953, 1], [3033, 0], [3033, 1], [3113, 4], [3114, 1], [3194, 0], [3194, 1], [3274, 4], [3275, 0], [3275, 1], [3355, 0], [3355, 1]]",1
