wifi_a,wifi_b,count,distance,meanTime,maxSpeed
22.0,88.0,1.0,202.54,14628.0,0.01384604867377632
88.0,99.0,1.0,147.2,7548.0,0.019501854795972443
99.0,72974.0,1.0,24.26,212.0,0.11443396226415095
72974.0,101.0,6.0,114.39,5.0,38.13
72974.0,38321.0,3.0,63.0,4.666666666666667,21.0
22.0,88.0,1.0,202.54,14628.0,0.01384604867377632
88.0,95.0,1.0,53.3,10556.0,0.005049261083743842
95.0,13.0,2.0,76.05,6.5,15.209999999999999
95.0,5.0,2.0,39.38,6.5,6.5633333333333335
22.0,9048.0,10.0,138.33,12.0,46.11000000000001
9048.0,49.0,3.0,62.64,20.0,3.132
49.0,22.0,3.0,190.46,8.0,23.8075
26858.0,9048.0,1.0,46.1,12809.0,0.003599031930673745
9048.0,25145.0,1.0,26.08,11.0,2.3709090909090906
25145.0,33.0,4.0,106.9,6.25,26.725
25145.0,120.0,1.0,36.37,2.0,18.185
120.0,22.0,2.0,86.98,134.5,21.745
22.0,33.0,8.0,24.53,0.0,49.06
25145.0,22.0,1.0,112.93,6.0,18.82166666666667
25145.0,38337.0,1.0,1.41,2.0,0.705
38337.0,33.0,8.0,108.29,6.875,36.09666666666667
22.0,38337.0,8.0,114.34,3.875,38.11333333333334
38337.0,120.0,3.0,37.47,2.0,74.94
38337.0,99.0,1.0,52.71,4.0,13.1775
99.0,32.0,1.0,27.73,15.0,1.8486666666666667
32.0,33.0,1.0,74.92,4.0,18.73
33.0,13702.0,1.0,103.56,7.0,14.794285714285715
13702.0,32.0,1.0,42.0,54.0,0.7777777777777778
32.0,22.0,2.0,88.88,4.0,22.22
38337.0,48812.0,10.0,46.62,2.3,93.24
38337.0,52367.0,1.0,49.65,4.0,12.4125
52367.0,22.0,1.0,162.73,0.0,325.46
38337.0,27439.0,7.0,71.17,1.4285714285714286,71.17
27439.0,32.0,1.0,115.03,1.0,115.03
32.0,38337.0,2.0,44.91,14.0,89.82
22.0,48812.0,1.0,158.02,4.0,39.505
22.0,99.0,1.0,64.39,33.0,1.9512121212121212
99.0,33.0,1.0,55.62,6.0,9.27
33.0,27439.0,1.0,177.47,1831.0,0.09692517749863462
27439.0,48812.0,9.0,25.18,2.7777777777777777,50.36
48812.0,13702.0,3.0,50.99,2.6666666666666665,101.98
13702.0,27439.0,3.0,75.27,1.6666666666666667,75.27
38337.0,49.0,1.0,80.03,3.0,26.676666666666666
49.0,48812.0,7.0,59.56,3.857142857142857,19.853333333333335
27439.0,49.0,10.0,68.12,5.3,22.706666666666667
27439.0,92.0,4.0,147.82,2.5,147.82
48812.0,79123.0,8.0,70.68,3.25,35.34
79123.0,27439.0,1.0,94.92,1.0,94.92
79123.0,9048.0,12.0,48.88,3.9166666666666665,48.88
9048.0,49.0,8.0,62.64,4.25,20.88
9048.0,88.0,6.0,72.81,58.666666666666664,145.62
88.0,79123.0,2.0,119.71,5.0,23.942
79123.0,13.0,1.0,142.42,0.0,284.84
13.0,9048.0,1.0,95.68,1.0,95.68
9048.0,95.0,1.0,20.55,60414.0,0.0003401529446816963
95.0,40575.0,1.0,27.79,7.0,3.9699999999999998
40575.0,32140.0,931.0,9.85,51.18045112781955,9.85
32140.0,28453.0,1842.0,44.2,4.343648208469055,88.4
28453.0,40575.0,1011.0,34.71,3.787339268051434,69.42
32140.0,49.0,12.0,79.91,0.75,159.82
49.0,28453.0,12.0,105.42,3.6666666666666665,210.84
32140.0,99.0,12.0,95.01,4.166666666666667,47.505
99.0,40575.0,8.0,85.26,2.125,85.26
28453.0,99.0,4.0,56.16,3.5,18.72
40575.0,5.0,1.0,36.7,17588.0,0.0020866499886286107
5.0,28453.0,1.0,36.26,85.0,0.4265882352941176
95.0,52367.0,1.0,27.76,767.0,0.03619295958279009
52367.0,3236.0,8.0,41.4,800.25,20.7
52367.0,99.0,2.0,99.04,3.5,33.013333333333335
52367.0,92.0,4.0,183.61,3475.75,367.22
95.0,67034.0,1.0,72.76,7.0,10.394285714285715
67034.0,37128.0,82.0,17.49,5.280487804878049,8.745
37128.0,11404.0,1.0,41.05,2.0,20.525
11404.0,67034.0,2.0,26.25,3.0,8.75
11404.0,17079.0,1.0,60.54,5.0,12.108
17079.0,45476.0,1685.0,46.04,31.177448071216617,92.08
45476.0,67034.0,889.0,41.11,4.6299212598425195,82.22
67034.0,17079.0,926.0,86.31,3.4600431965442766,172.62
17079.0,37128.0,147.0,101.55,3.687074829931973,101.55
37128.0,45476.0,167.0,55.57,4.161676646706587,111.14
17079.0,5.0,1.0,55.11,17510.0,0.003147344374643061
5.0,37128.0,1.0,52.43,5.0,10.486
95.0,3236.0,1.0,16.64,300.0,0.05546666666666667
3236.0,52367.0,12.0,41.4,1323.4166666666667,82.8
3236.0,9048.0,1.0,35.51,61051.0,0.0005816448543021408
95.0,2344.0,1.0,65.74,7.0,9.391428571428571
2344.0,71402.0,1.0,45.61,0.0,91.22
71402.0,14657.0,270.0,12.04,3.911111111111111,24.08
71402.0,31591.0,6.0,45.01,1.5,45.01
14657.0,13.0,7.0,139.23,2.0,69.615
13.0,71402.0,8.0,139.32,2.375,278.64
14657.0,31591.0,3.0,33.06,2.6666666666666665,33.06
14657.0,82106.0,84.0,45.0,3.4523809523809526,22.5
82106.0,46955.0,2425.0,87.46,17.64783505154639,174.92
46955.0,14657.0,37.0,42.52,6.5675675675675675,21.26
46955.0,71402.0,84.0,35.23,1.4404761904761905,70.46
71402.0,82106.0,181.0,54.59,2.1270718232044197,109.18
14657.0,69762.0,1.0,57.22,0.0,114.44
69762.0,82106.0,2.0,30.41,2.5,15.205
46955.0,69762.0,1.0,94.92,2.0,47.46
82106.0,2733.0,3192.0,78.45,2.9702380952380953,156.9
2733.0,71402.0,184.0,60.75,1.9021739130434783,121.5
46955.0,2733.0,1022.0,57.38,3.8649706457925634,114.76
13.0,82106.0,31.0,173.38,2.129032258064516,346.76
82106.0,31591.0,1.0,25.18,2.0,12.59
31591.0,46955.0,2.0,71.59,1.0,71.59
82106.0,33.0,14.0,54.91,1.5,109.82
33.0,46955.0,17.0,142.16,1.9411764705882353,284.32
2733.0,13.0,33.0,95.87,1.0909090909090908,191.74
82106.0,64102.0,6.0,109.22,2.8333333333333335,109.22
64102.0,2733.0,1.0,56.32,0.0,112.64
2733.0,33.0,5.0,127.85,4.2,31.9625
46955.0,64102.0,5.0,28.16,0.6,56.32
82106.0,120.0,4.0,47.68,2.75,95.36
120.0,46955.0,2.0,82.74,2.0,82.74
