wifi,X,Y,parents,ID,restored_x,restored_y,children,activated
10891,204.0,143.0,59121:105,3_virtual,202.361486,148.272286,N,1
17830,282.0,208.0,59121:32446,3_virtual,280.748847,214.235562,47918:18030:36756:,1
18562,262.0,206.0,65811:84,3_virtual,264.143375,205.369254,28543:86400:49367:86400:34198:15803:6433:,1
89797,292.0,245.0,15859:101,3_virtual,294.611438,242.966861,N,1
13161,268.0,218.0,58692:84,3_virtual,267.40628,218.259346,57324:,1
86413,316.0,110.0,92:89293,3_virtual,278.801649,146.349755,71422:67023:70802:3403:73756:97054:,1
8877,374.0,142.0,33234:92,3_virtual,379.264514,145.123895,N,1
54471,190.0,134.0,105:51286,3_virtual,192.340638,136.631575,N,1
35885,206.0,159.0,105:54486,4_virtual,208.319458,157.283104,N,1
52054,209.0,163.0,105:36991,4_virtual,208.911712,162.083391,N,1
30539,278.0,128.0,54272:65394,4_virtual,273.595503,142.476988,N,1
61637,359.0,177.0,65394:91020,4_virtual,368.141019,182.992461,N,1
74523,331.0,118.0,80932:92,4_virtual,372.903625,107.028884,38825:,1
53012,206.0,146.0,29393:105,4_virtual,204.67574,149.404793,81013:,1
50868,205.0,161.0,105:28757,5_virtual,208.664134,160.582146,N,1
99658,263.0,143.0,59780:38405,5_virtual,262.142103,140.679926,N,1
13643,162.0,111.0,96:25466,6_virtual,169.370486,116.34701,8748:84111:,1
