wifi,X,Y,parents,ID,restored_x,restored_y,children,activated
21242,272.0,168.0,5:22:95,1_virtual,263.170432,177.010396,72159:16441:84414:36000:7790:93440:3791:25243:34196:52175:50325:43793:79365:49164:49400:96282:91299:99070:40628:95227:95553:42167:39979:82511:9788:54582:56964:41521:30103:53135:33389:77753:27467:63444:29947:37540:20297:87284:81249:9520:60543:16608:26554:51802:37139:71858:34265:32518:6868:13602:48982:33936:27432:20600:5342:97640:70444:47797:64759:11888:79729:17973:51802:34721:71280:69756:12590:23671:21516:32679:84026:12366:89868:7184:35450:95506:,1
63442,290.0,239.0,101:95,1_virtual,290.842493,240.474494,98995:62852:83382:,1
64564,332.0,202.0,88:5,1_virtual,339.156466,200.381842,81799:3642:61173:29132:7271:73842:41341:44411:63110:24433:16261:57174:,1
20520,308.0,185.0,88:99,1_virtual,304.94565,184.788307,14368:7722:82280:7627:52312:78259:15386:32081:10707:25848:57974:37464:14604:1721:13017:64447:41085:40533:36207:52654:84556:17493:74104:4430:69462:93612:70956:74293:38043:45027:,1
23251,319.0,187.0,99:13,1_virtual,306.077556,181.726417,83590:72404:50919:61867:39252:64571:20880:36822:89724:37332:10698:35561:3880:91542:82560:87080:92207:92863:24932:13658:2843:71269:97978:33711:91665:,1
37793,222.0,130.0,99:22,1_virtual,216.991779,130.219811,39298:31476:50910:18911:4059:21125:45623:75171:98113:50364:66145:24840:82769:54332:83925:86384:52934:22430:8502:17873:23357:50948:94764:6938:43905:99065:80291:89535:50364:28662:12647:41936:5733:83502:,1
8450,343.0,204.0,13:5,1_virtual,342.238159,205.594444,73132:18133:90180:70009:11585:82035:88232:9181:46189:1969:,1
37314,350.0,210.0,88:95,1_virtual,347.233413,210.050467,15867:51181:50825:58265:39085:17859:87807:62599:76908:35965:26326:32095:43843:89078:42015:69449:40894:85367:85774:16234:,1
12483,361.0,212.0,13:95,1_virtual,362.971623,211.452847,74560:92875:88096:40431:56589:83785:12152:51480:4669:77288:96727:33177:60606:71376:33748:80472:92350:8357:99739:60045:86058:14704:21639:43093:,1
37048,388.0,214.0,88:13,1_virtual,389.688204,214.525514,N,1
33284,302.0,159.0,13:22,1_virtual,292.511771,160.224882,31848:67322:,1
98032,291.0,157.0,88:22,1_virtual,289.701592,155.541243,42756:30447:83740:28832:,1
20558,317.0,241.0,88:101,1_virtual,318.76181,234.17121,13966:93402:65501:69469:28019:23078:68538:12434:95070:80538:,1
7065,248.0,214.0,99:101,1_virtual,255.016972,208.227254,56667:28577:7829:92002:,1
25019,270.0,217.0,84:5,1_virtual,269.603088,216.159457,58569:20954:,1
79616,315.0,226.0,88:84,1_virtual,313.670121,231.954107,83938:76211:65207:5512:17485:93465:,1
95190,259.0,167.0,33:95,1_virtual,253.54014,169.247201,75046:20262:31356:55427:47425:49757:26342:47027:88238:18554:91856:17933:58765:92760:32423:4966:1278:60865:38146:84617:29180:66910:39695:39080:82395:67915:70092:89768:29955:88894:78575:56088:74956:69790:37738:58933:90968:53898:53829:73507:33456:91066:43692:68676:16479:34366:32099:10994:19608:43395:17050:56357:37808:15436:88735:18301:27211:38737:27922:,1
27281,200.0,114.0,33:22,1_virtual,202.551192,111.362838,41506:,1
94561,313.0,193.0,88:99:95,1_virtual,302.353193,188.696934,12026:1760:40243:14681:68743:39363:65197:43686:40768:46090:35722:79244:86337:6765:97558:65315:4438:32179:64476:23397:67267:46478:37280:66844:56907:78222:,1
27289,272.0,231.0,5:101,1_virtual,272.978859,230.360559,71422:54935:,1
90828,231.0,186.0,101:22,1_virtual,227.235674,189.679284,90828:,1
25774,288.0,225.0,84:95,1_virtual,281.103199,222.600773,73183:24472:90844:79915:52561:,1
42475,246.0,199.0,99:84,1_virtual,246.268762,200.090895,45567:28993:,1
33738,299.0,227.0,49:5,1_virtual,301.552546,226.93547,48937:62680:2954:45029:,1
56594,275.0,210.0,49:99,1_virtual,273.744884,211.031755,36292:13339:80069:52140:,1
67294,281.0,183.0,99:95,1_virtual,273.541481,183.542203,20488:11389:68240:1287:90878:91867:26761:71434:74126:39430:65539:88356:50574:2092:58792:18924:99169:41711:14169:66123:10429:77668:4929:49958:97184:70466:13222:24015:46197:84600:35794:96238:88956:46273:2024:84967:69875:76847:66611:56459:42765:86540:64388:26629:1300:9506:25970:19674:5384:76769:72352:67976:47152:37028:33649:73705:10916:35546:65963:78511:20626:76248:31349:91967:55645:64617:97627:79555:11582:50234:62164:59233:6400:10871:60540:6653:,1
27887,217.0,141.0,33:99,1_virtual,213.368771,138.99126,83212:25086:45689:50495:25050:17833:22953:,1
67861,242.0,126.0,120:22,1_virtual,241.498669,125.513793,N,1
5440,239.0,172.0,32:99,1_virtual,233.787602,176.484897,95108:21295:8912:61129:41175:14263:50849:9592:26347:72746:54377:69146:89712:,1
10581,307.0,199.0,32:88,1_virtual,309.788537,205.727901,98068:19753:6945:80310:12625:76059:39956:66356:6945:58801:86460:72495:24945:33945:21734:4696:61395:94845:,1
28846,244.0,160.0,32:5:22,1_virtual,244.948061,162.320933,98464:73512:30202:62731:52471:36788:46595:18609:70526:59375:76970:33541:20420:39440:58504:20650:24260:83024:95849:38643:8017:63298:55631:98272:63463:14362:,1
57897,282.0,251.0,49:84,1_virtual,284.759421,248.20271,98453:,1
54574,248.0,228.0,32:101,1_virtual,259.282055,236.453814,88490:,1
13632,302.0,174.0,88:22:95,1_virtual,302.782344,177.268189,89175:23344:35203:27705:,1
80342,222.0,144.0,32:22,1_virtual,222.970679,147.009677,85337:37876:22292:64587:75334:25784:95873:43842:88784:65832:10855:88643:83343:61934:57149:59783:22524:22736:14120:10995:77949:93556:,1
61873,307.0,225.0,88:101:5,1_virtual,303.034402,224.469712,79398:97369:13702:8340:,1
84841,278.0,240.0,84:101:95,1_virtual,280.994605,236.462391,N,1
48385,263.0,189.0,32:5,1_virtual,266.014574,190.375833,22306:40126:46652:98312:70498:14020:91006:21455:20484:15997:50854:42631:17007:30357:90387:77874:31051:22277:28014:73579:80484:60995:,1
3885,291.0,209.0,49:99:95,1_virtual,288.446353,211.872477,54917:83220:68088:49194:27424:28788:86499:67929:45558:61968:25374:,1
41080,307.0,221.0,49:5:95,1_virtual,303.034402,220.18588,24199:,1
65695,352.0,135.0,92:95,1_virtual,375.613182,149.886502,92161:35605:36197:,1
37017,230.0,172.0,84:22,1_virtual,229.198362,168.632237,42170:55658:,1
83027,217.0,155.0,32:33,1_virtual,218.561262,155.067329,70736:70893:95752:83782:,1
28581,343.0,237.0,88:49,1_virtual,342.283863,235.228159,30352:66956:65093:,1
37654,261.0,216.0,32:5:101,1_virtual,261.914261,216.256375,N,1
22551,237.0,137.0,120:33,1_virtual,242.392363,134.597826,53715:86961:61995:42851:5597:28414:59340:83598:72021:68740:52762:63783:32852:19438:49330:45949:86133:49314:21952:34221:83498:84271:34087:68029:,1
43773,260.0,197.0,99:84:5,1_virtual,259.505678,196.964106,27994:46630:66314:8537:29173:9647:16010:,1
50004,297.0,247.0,49:101:95,1_virtual,295.44438,246.774766,N,1
41785,255.0,255.0,84:101,1_virtual,252.303455,260.983072,N,1
19872,168.0,111.0,33:105,1_virtual,172.199352,111.307596,36048:36151:13983:89991:70463:,1
21774,334.0,128.0,92:5,1_virtual,349.636582,164.698011,39340:29457:21517:86844:88825:48094:17522:66044:57091:88562:,1
4080,233.0,153.0,105:95,1_virtual,233.021946,153.415407,80554:60562:61207:98461:58807:95978:46976:3157:36089:37594:41493:94338:62232:61827:46778:59618:63782:17962:77796:61234:40847:47697:78809:65159:72297:14788:16961:49382:95698:56305:47559:82242:38389:83718:87901:82242:37594:4559:17451:10723:68937:,1
14358,252.0,193.0,33:49,1_virtual,253.234912,196.646599,71639:16499:59492:34152:,1
49535,285.0,241.0,49:5:101,1_virtual,284.216445,236.64476,46026:8837:52270:46288:90928:98127:,1
75788,256.0,202.0,49:84:22,1_virtual,253.078613,204.7059,33993:65573:,1
31560,283.0,171.0,120:5,1_virtual,293.251576,166.883131,52210:35383:10700:65811:34455:12230:72886:78882:83114:45527:37960:99936:70908:16550:23288:69884:,1
70933,296.0,183.0,120:5:95,1_virtual,298.542306,180.289302,8484:24459:41028:12424:82334:21429:86380:,1
7317,224.0,156.0,32:33:99,1_virtual,220.826276,151.866765,75969:20206:75969:81359:66090:,1
64781,257.0,148.0,120:5:22,1_virtual,259.065212,147.523883,63553:63010:49676:61590:5914:84941:5914:89665:28155:47930:66899:49793:,1
64049,226.0,126.0,120:33:22,1_virtual,231.048222,125.269662,22044:87043:38068:36323:42045:48027:12573:55801:51526:87556:,1
8314,284.0,266.0,49:101,1_virtual,286.372605,264.865213,N,1
47562,327.0,177.0,88:13:22,1_virtual,340.699551,181.671941,48561:49206:,1
20686,253.0,156.0,120:33:5,1_virtual,250.836714,157.262675,72494:44043:73078:72498:76951:89385:98480:65792:31943:73231:8996:89682:25618:18181:14865:68523:57021:35940:75034:59357:29497:71527:4589:87178:48953:72108:24656:41986:77979:35358:2260:34959:44498:90735:89932:53230:39105:,1
5430,355.0,239.0,49:13,1_virtual,347.233413,231.469558,45200:39132:,1
81065,379.0,137.0,88:92,1_virtual,380.058282,139.488144,8901:30305:78183:65166:17902:36964:,1
71635,306.0,215.0,88:84:5,1_virtual,303.920712,217.52695,65661:25183:88319:67270:85936:66355:,1
82130,336.0,206.0,5:13:95,1_virtual,335.463536,209.477597,40738:11420:15099:6208:5049:30384:12435:46335:71303:78901:69573:50227:1281:67666:45056:21615:1973:12439:96099:,1
77380,264.0,219.0,21242:101,2_virtual,265.241779,218.679324,12168:12188:,1
64378,329.0,200.0,8450:12483:31812,2_virtual,337.034725,194.273799,18541:41271:78864:96917:19473:25656:33979:86688:84858:92955:78837:46524:13852:58955:24954:40302:12127:45431:49242:76664:82447:67465:17665:33979:55116:44627:3665:13821:10324:80696:,1
88007,294.0,176.0,85864:8450,2_virtual,295.605502,173.922491,77584:51310:93067:87624:50177:82556:81162:74763:54068:20860:84658:81481:24917:33975:27905:28882:58562:89056:,1
87440,300.0,209.0,98032:49,2_virtual,297.421106,215.606612,18844:51463:82919:,1
12642,335.0,237.0,49:12483,2_virtual,333.435164,238.898196,70802:26379:58345:,1
15167,291.0,181.0,8450:99,2_virtual,294.045902,186.563746,83887:69936:68921:12166:80843:77209:24761:12920:93984:8366:12008:93923:36989:91968:98043:5045:71877:11204:86113:22427:67721:61041:95757:86943:72057:,1
73543,331.0,185.0,12483:33284,2_virtual,337.420496,188.10146,68840:1612:17078:92752:38077:60074:49843:66823:24968:68540:48183:66211:52556:,1
76063,307.0,231.0,49:5315,2_virtual,304.06843,229.590614,49134:33450:15025:73616:,1
64132,260.0,212.0,63442:90828,2_virtual,258.780579,213.445753,37315:,1
59540,310.0,173.0,37793:13,2_virtual,304.882234,179.464997,61107:51043:41822:2980:80851:38744:50036:,1
10135,266.0,196.0,37793:49,2_virtual,264.577206,200.838141,27278:,1
70211,299.0,243.0,49:25774,2_virtual,298.441172,243.817913,N,1
49677,289.0,200.0,42475:64564,2_virtual,292.873077,204.893878,34526:96646:65808:33310:91321:36415:2825:41363:57872:94580:,1
63673,256.0,143.0,98032:37793,2_virtual,255.137437,140.235728,19880:48708:,1
39016,261.0,200.0,37793:27289:63442,2_virtual,261.770066,199.201212,57782:12087:,1
76478,234.0,164.0,37793:42475,2_virtual,234.422616,166.5628,60096:73430:35447:88353:76284:,1
75087,297.0,223.0,49:58965,2_virtual,299.489077,219.407513,24603:84386:95761:,1
43827,294.0,251.0,84841:49,2_virtual,293.130126,249.97533,N,1
89538,236.0,182.0,84841:33,2_virtual,234.8195,180.374359,N,1
23284,277.0,211.0,49:28846,2_virtual,276.735225,213.986068,36856:,1
9653,298.0,175.0,98032:21242:64564,2_virtual,298.582565,174.489873,15183:34528:2797:79289:2797:67927:,1
52771,341.0,216.0,41080:88,2_virtual,341.921345,209.633834,46763:85228:35232:,1
65154,279.0,220.0,5315:84,2_virtual,279.811783,220.553072,19291:4406:57384:62392:10019:,1
79162,355.0,133.0,94921:92,2_virtual,380.579236,129.452811,35893:,1
41128,340.0,169.0,94921:65695,2_virtual,347.193365,169.198675,54743:94014:,1
30706,358.0,225.0,13:13966,2_virtual,346.41377,220.500919,9957:19339:37731:21211:84463:17932:6505:69797:61331:90989:85879:9799:26793:75759:49685:,1
53596,227.0,170.0,33:37654,2_virtual,225.653122,168.927674,N,1
99295,272.0,224.0,49:44495,2_virtual,270.507656,222.10376,24607:48212:,1
11580,293.0,221.0,64564:84,2_virtual,294.565218,214.523345,5028:53764:96576:29386:99950:38154:37958:17821:72617:91706:,1
71715,301.0,208.0,93402:31812,2_virtual,307.61367,210.781147,26654:52737:91734:56876:22141:48412:80624:99687:60698:57364:,1
25887,314.0,246.0,49:93402,2_virtual,319.322227,252.825245,N,1
56323,271.0,210.0,93402:37654:44495,2_virtual,271.616588,208.929101,72216:45082:87156:65665:25091:,1
14706,272.0,201.0,31812:37654,2_virtual,268.561728,205.911047,30208:70470:29951:68461:24554:36040:,1
82416,239.0,131.0,120:27281,2_virtual,240.44936,129.275759,71838:,1
17435,320.0,242.0,50004:28581,2_virtual,326.68936,238.011887,89241:98983:79652:28997:,1
13502,293.0,198.0,28581:28846,2_virtual,295.831338,199.530488,78893:74615:17723:71456:53612:31332:57831:35611:1524:,1
5940,211.0,122.0,22:27887,2_virtual,211.571835,116.146512,2247:50798:,1
45849,364.0,173.0,88:65695,2_virtual,370.982585,179.261752,9825:31730:,1
46324,361.0,187.0,88:39340,2_virtual,367.109121,189.263226,75404:42739:51465:,1
70745,375.0,175.0,13:65695,2_virtual,374.094277,172.594103,42681:75924:72289:,1
44725,335.0,172.0,41080:39340:65695,2_virtual,344.59524,175.541663,48811:37929:35814:,1
97331,225.0,163.0,33:75788,2_virtual,223.092671,167.893645,95640:59172:97654:18602:,1
79264,199.0,149.0,105:75788,2_virtual,200.588866,148.173807,N,1
51832,215.0,161.0,105:25774,2_virtual,215.656135,159.449639,13952:,1
14113,281.0,208.0,32634:75788:25774,2_virtual,280.748847,214.235562,32523:,1
32758,289.0,218.0,84841:32634,2_virtual,285.440157,216.278109,20354:27869:,1
60912,263.0,209.0,25019:75788,2_virtual,261.235835,210.021317,54124:,1
9471,282.0,216.0,84841:5,2_virtual,283.720998,215.043212,N,1
13272,276.0,166.0,120:5:98501,2_virtual,284.986256,152.807715,63624:25899:24445:62856:4668:52947:89685:27520:98953:,1
54012,221.0,123.0,27281:37793:67861,2_virtual,221.105013,119.973451,67678:92437:60444:64188:,1
29182,269.0,260.0,57897:101,2_virtual,275.06577,264.682845,N,1
53567,249.0,200.0,84:28846,2_virtual,248.309855,201.032938,N,1
79534,216.0,148.0,5440:33,2_virtual,210.732191,148.124568,N,1
16238,249.0,196.0,84:75861,2_virtual,247.361031,193.392151,35658:16472:48992:24052:54557:13640:29917:,1
9752,184.0,111.0,105:64049,2_virtual,185.207478,118.609685,26149:26433:44341:76881:84012:74770:80358:48694:92829:,1
79785,200.0,125.0,105:7315,2_virtual,197.61645,127.353831,55121:71836:60210:18374:,1
54998,228.0,163.0,32:27887,2_virtual,232.021775,166.358449,88433:9499:5791:94351:,1
19816,361.0,159.0,5315:92:13,2_virtual,360.502469,163.990764,21384:,1
34762,272.0,199.0,27289:21242,2_virtual,265.933747,202.618602,52493:97266:65088:,1
76289,359.0,145.0,30352:92,2_virtual,373.073125,154.252225,45208:39769:93698:,1
83848,199.0,122.0,105:64781,2_virtual,198.865557,118.312894,30927:80209:63026:6036:,1
23277,264.0,206.0,39016:58569,3_virtual,264.143375,205.369254,23277:9517:92431:,1
28502,272.0,213.0,49:76478,3_virtual,271.998577,212.799359,33023:,1
12338,214.0,144.0,33:76478,3_virtual,210.584473,143.939215,29864:,1
51144,367.0,194.0,13:44725,3_virtual,370.982585,196.327759,35379:,1
22184,210.0,159.0,57384:105,3_virtual,208.664134,160.582146,88315:53571:,1
5298,202.0,153.0,60912:105,3_virtual,204.429543,152.014483,N,1
28570,267.0,217.0,60912:24607,3_virtual,267.40628,218.259346,N,1
21842,275.0,223.0,57384:24607,3_virtual,272.510628,221.037662,N,1
79366,277.0,217.0,60912:48937,3_virtual,276.953019,219.280629,5465:31843:45315:66184:25796:65881:,1
26523,327.0,121.0,77668:92,3_virtual,374.253031,113.458403,93752:1767:,1
48794,202.0,134.0,105:9788,3_virtual,195.118954,131.074943,48867:,1
7353,352.0,139.0,98873:92,3_virtual,356.323282,163.797879,35952:22283:74521:18950:,1
99816,209.0,141.0,105:49958,3_virtual,211.594265,141.393216,69550:,1
9889,294.0,242.0,62392:49,4_virtual,294.611438,242.966861,19596:,1
5858,246.0,187.0,35658:41636,4_virtual,240.375874,190.296456,8167:80207:27141:13528:96248:66143:,1
83044,257.0,211.0,84:33389,4_virtual,257.143707,211.297404,N,1
70011,209.0,157.0,105:79366,4_virtual,208.319458,157.283104,98843:38428:49379:33067:,1
77877,278.0,128.0,27281:93698,4_virtual,273.595503,142.476988,N,1
64061,293.0,138.0,93698:87043,4_virtual,278.801649,146.349755,75437:63165:78983:,1
37145,319.0,108.0,64315:92,4_virtual,367.823512,93.376079,N,1
38511,260.0,143.0,120:86133,4_virtual,262.142103,140.679926,59587:,1
63810,332.0,116.0,83114:92,4_virtual,372.903625,107.028884,11922:,1
63483,269.0,142.0,52556:22,5_virtual,269.222541,140.679926,N,1
88808,252.0,119.0,105:36197,5_virtual,243.600032,117.70873,65660:28276:,1
29348,188.0,134.0,54377:105,8_virtual,192.340638,136.631575,N,1
98834,221.0,165.0,59172:97654,9_virtual,217.627093,164.496124,N,1
