path,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
28385->5,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->51552,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,277.165:234.213,280.995:236.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->60450,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->63927,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,250.837:157.263,256.201:151.742,259.065:147.524,262.142:140.680,255.137:140.236,248.338:138.117,242.392:134.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->64018,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,294.046:186.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->73767,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,261.770:199.201,264.577:200.838,265.934:202.619,268.562:205.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->79100,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,279.812:220.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->80124,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,294.046:186.564,298.542:180.289,295.606:173.922,293.252:166.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->84,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,267.250:233.225,259.282:236.454,254.126:241.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->9048,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,299.242:195.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->95,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385->99,337.035:194.274,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->105,210.584:143.939,211.594:141.393,213.369:138.991,197.616:127.354,194.916:125.425,185.207:118.610,172.199:111.308,155.794:103.027,142.814:97.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->25121,210.584:143.939,211.594:141.393,213.369:138.991,216.992:130.220,221.105:119.973,231.048:125.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->30620,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,342.238:205.594,339.156:200.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->32,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,234.423:166.563,233.788:176.485,234.820:180.374,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->45395,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,266.015:190.376,259.506:196.964,261.770:199.201,264.577:200.838,265.934:202.619,264.693:203.237,264.143:205.369,261.236:210.021,258.781:213.446,257.144:211.297,255.017:208.227,253.079:204.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->60378,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,266.015:190.376,259.506:196.964,253.235:196.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->62572,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,220.826:151.867,218.561:155.067,215.656:159.450,213.737:162.379,208.912:162.083,206.893:165.973,204.726:170.060,208.715:170.946,213.440:171.932,217.133:175.526,222.648:180.401,224.568:183.109,225.454:186.851,227.236:189.679,231.274:192.038,235.861:194.202,240.061:195.688,242.979:197.781,246.269:200.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->67331,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,266.015:190.376,259.506:196.964,261.770:199.201,264.577:200.838,265.934:202.619,264.693:203.237,264.143:205.369,261.236:210.021,258.781:213.446,261.914:216.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->8318,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->84,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,267.250:233.225,259.282:236.454,254.126:241.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->88,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,362.972:211.453,376.773:212.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->95,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894->95815,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,266.015:190.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->105,241.499:125.514,240.449:129.276,231.048:125.270,221.105:119.973,216.992:130.220,213.369:138.991,197.616:127.354,194.916:125.425,185.207:118.610,172.199:111.308,155.794:103.027,142.814:97.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->120,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,269.223:140.680,273.596:142.477,278.802:146.350,279.519:149.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->13568,241.499:125.514,240.449:129.276,231.048:125.270,221.105:119.973,216.992:130.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->22,241.499:125.514,240.449:129.276,231.048:125.270,221.105:119.973,211.572:116.147,202.551:111.363,205.899:103.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->2344,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,250.837:157.263,244.948:162.321,253.540:169.247,263.170:177.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->25121,241.499:125.514,240.449:129.276,231.048:125.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->32,241.499:125.514,240.449:129.276,231.048:125.270,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,234.423:166.563,233.788:176.485,234.820:180.374,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->33,241.499:125.514,240.449:129.276,231.048:125.270,221.105:119.973,211.572:116.147,202.551:111.363,198.866:118.313,194.916:125.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->44615,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,250.837:157.263,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->49,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,250.837:157.263,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,346.414:220.501,347.233:231.470,342.284:235.228,339.995:239.670,337.398:245.240,333.639:250.297,327.249:249.579,324.140:249.853,323.730:252.620,319.322:252.825,317.921:257.472,310.951:262.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->49081,241.499:125.514,240.449:129.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->5,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,250.837:157.263,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->54272,241.499:125.514,240.449:129.276,231.048:125.270,221.105:119.973,211.572:116.147,202.551:111.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->60450,241.499:125.514,240.449:129.276,231.048:125.270,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->63927,241.499:125.514,240.449:129.276,242.392:134.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->72974,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->8318,241.499:125.514,240.449:129.276,231.048:125.270,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->84,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,250.837:157.263,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,267.250:233.225,259.282:236.454,254.126:241.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->84156,241.499:125.514,240.449:129.276,231.048:125.270,221.105:119.973,216.992:130.220,213.369:138.991,211.594:141.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->88,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,250.837:157.263,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,362.972:211.453,376.773:212.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->9048,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,250.837:157.263,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,299.242:195.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->91297,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,250.837:157.263,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,277.165:234.213,280.995:236.462,284.216:236.645,290.842:240.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->95,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,250.837:157.263,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->95815,241.499:125.514,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,250.837:157.263,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,266.015:190.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230->99,241.499:125.514,240.449:129.276,231.048:125.270,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->11404,302.782:177.268,298.583:174.490,295.606:173.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->13702,302.782:177.268,298.583:174.490,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,273.541:183.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->22,302.782:177.268,298.583:174.490,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,216.992:130.220,221.105:119.973,211.572:116.147,202.551:111.363,205.899:103.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->28385,302.782:177.268,298.583:174.490,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,342.238:205.594,339.156:200.382,337.035:194.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->29992,302.782:177.268,298.583:174.490,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,309.789:205.728,307.614:210.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->32,302.782:177.268,298.583:174.490,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->34135,302.782:177.268,298.583:174.490,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->5,302.782:177.268,298.583:174.490,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->51552,302.782:177.268,298.583:174.490,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,277.165:234.213,280.995:236.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->75205,302.782:177.268,298.583:174.490,295.606:173.922,293.252:166.883,292.512:160.225,289.702:155.541,284.986:152.808,279.519:149.801,278.802:146.350,273.596:142.477,269.223:140.680,262.142:140.680,259.065:147.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250->9048,302.782:177.268,304.882:179.465,306.078:181.726,304.946:184.788,302.353:188.697,299.242:195.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->13,307.614:210.781,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,362.972:211.453,376.773:212.234,389.688:214.526,399.251:216.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->13702,307.614:210.781,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->22,307.614:210.781,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,216.992:130.220,221.105:119.973,211.572:116.147,202.551:111.363,205.899:103.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->29250,307.614:210.781,309.789:205.728,295.831:199.530,287.395:193.229,294.046:186.564,298.542:180.289,295.606:173.922,298.583:174.490,302.782:177.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->32,307.614:210.781,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->49,307.614:210.781,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,346.414:220.501,347.233:231.470,342.284:235.228,339.995:239.670,337.398:245.240,333.639:250.297,327.249:249.579,324.140:249.853,323.730:252.620,319.322:252.825,317.921:257.472,310.951:262.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->5,307.614:210.781,309.789:205.728,295.831:199.530,287.395:193.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->52367,307.614:210.781,303.921:217.527,303.034:220.186,303.034:224.470,301.553:226.935,304.068:229.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->53940,307.614:210.781,309.789:205.728,295.831:199.530,287.395:193.229,294.046:186.564,298.542:180.289,295.606:173.922,293.252:166.883,292.512:160.225,289.702:155.541,284.986:152.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->84,307.614:210.781,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,267.250:233.225,259.282:236.454,254.126:241.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->88,307.614:210.781,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,362.972:211.453,376.773:212.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->9048,307.614:210.781,309.789:205.728,295.831:199.530,299.242:195.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->91020,307.614:210.781,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,362.972:211.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->95,307.614:210.781,309.789:205.728,323.589:208.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->97999,307.614:210.781,303.921:217.527,303.034:220.186,303.034:224.470,301.553:226.935,304.068:229.591,313.670:231.954,318.762:234.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992->99,307.614:210.781,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30539->54272,273.596:142.477,269.223:140.680,262.142:140.680,255.137:140.236,248.338:138.117,242.392:134.598,240.449:129.276,231.048:125.270,221.105:119.973,211.572:116.147,202.551:111.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->105,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,197.616:127.354,194.916:125.425,185.207:118.610,172.199:111.308,155.794:103.027,142.814:97.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->120,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,294.046:186.564,298.542:180.289,295.606:173.922,293.252:166.883,292.512:160.225,289.702:155.541,284.986:152.808,279.519:149.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->13702,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->19448,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->22,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,216.992:130.220,221.105:119.973,211.572:116.147,202.551:111.363,205.899:103.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->23254,339.156:200.382,342.238:205.594,341.921:209.634,347.233:210.050,346.414:220.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->23449,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,250.837:157.263,256.201:151.742,259.065:147.524,262.142:140.680,255.137:140.236,248.338:138.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->26858,339.156:200.382,342.238:205.594,341.921:209.634,347.233:210.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->2894,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,211.594:141.393,210.584:143.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->31591,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->32,339.156:200.382,342.238:205.594,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620->4313,339.156:200.382,342.238:205.594,341.921:209.634,347.233:210.050,346.414:220.501,347.233:231.470,342.284:235.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
