path,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
52980->13,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,362.972:211.453,376.773:212.234,389.688:214.526,399.251:216.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->13702,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,287.395:193.229,273.541:183.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->14185,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,299.242:195.278,302.353:188.697,304.946:184.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->22,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,216.992:130.220,221.105:119.973,211.572:116.147,202.551:111.363,205.899:103.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->31591,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->32,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->33,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,197.616:127.354,194.916:125.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->49,294.565:214.523,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,277.165:234.213,280.995:236.462,284.216:236.645,290.842:240.474,294.611:242.967,298.441:243.818,304.155:246.128,305.371:250.930,303.183:255.307,302.149:258.225,306.405:261.082,310.951:262.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->5,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,287.395:193.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->54272,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,216.992:130.220,221.105:119.973,211.572:116.147,202.551:111.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->63927,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,250.837:157.263,256.201:151.742,259.065:147.524,262.142:140.680,255.137:140.236,248.338:138.117,242.392:134.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->72780,294.565:214.523,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,277.165:234.213,280.995:236.462,284.216:236.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->79100,294.565:214.523,288.446:211.872,285.440:216.278,281.103:222.601,279.812:220.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->80124,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,287.395:193.229,294.046:186.564,298.542:180.289,295.606:173.922,293.252:166.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->9356,294.565:214.523,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,267.250:233.225,259.282:236.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->95,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,309.789:205.728,323.589:208.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52980->99,294.565:214.523,288.446:211.872,292.873:204.894,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53012->32,204.676:149.405,208.664:150.143,210.732:148.125,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,234.423:166.563,233.788:176.485,234.820:180.374,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53012->5451,204.676:149.405,208.664:150.143,210.732:148.125,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,266.015:190.376,259.506:196.964,261.770:199.201,264.577:200.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53012->95815,204.676:149.405,208.664:150.143,210.732:148.125,210.584:143.939,211.594:141.393,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,266.015:190.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303->22,248.310:201.033,250.817:201.831,253.079:204.706,255.017:208.227,257.144:211.297,258.781:213.446,261.236:210.021,264.143:205.369,264.693:203.237,265.934:202.619,264.577:200.838,261.770:199.201,259.506:196.964,266.015:190.376,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,216.992:130.220,221.105:119.973,211.572:116.147,202.551:111.363,205.899:103.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303->2344,248.310:201.033,250.817:201.831,253.079:204.706,255.017:208.227,257.144:211.297,258.781:213.446,261.236:210.021,264.143:205.369,264.693:203.237,265.934:202.619,264.577:200.838,261.770:199.201,259.506:196.964,266.015:190.376,273.541:183.542,263.170:177.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303->32,248.310:201.033,250.817:201.831,253.079:204.706,255.017:208.227,257.144:211.297,258.781:213.446,261.236:210.021,264.143:205.369,264.693:203.237,265.934:202.619,264.577:200.838,261.770:199.201,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303->34135,248.310:201.033,250.817:201.831,253.079:204.706,255.017:208.227,257.144:211.297,258.781:213.446,261.236:210.021,264.143:205.369,264.693:203.237,265.934:202.619,264.577:200.838,261.770:199.201,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303->51286,248.310:201.033,250.817:201.831,253.079:204.706,255.017:208.227,257.144:211.297,258.781:213.446,261.236:210.021,264.143:205.369,264.693:203.237,265.934:202.619,264.577:200.838,261.770:199.201,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,239.106:185.931,234.820:180.374,233.788:176.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303->82106,248.310:201.033,250.817:201.831,253.079:204.706,255.017:208.227,257.144:211.297,258.781:213.446,261.236:210.021,264.143:205.369,264.693:203.237,265.934:202.619,264.577:200.838,261.770:199.201,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,239.106:185.931,234.820:180.374,233.788:176.485,234.423:166.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303->8318,248.310:201.033,250.817:201.831,253.079:204.706,255.017:208.227,257.144:211.297,258.781:213.446,261.236:210.021,264.143:205.369,264.693:203.237,265.934:202.619,264.577:200.838,261.770:199.201,259.506:196.964,266.015:190.376,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303->84,248.310:201.033,250.817:201.831,253.079:204.706,255.017:208.227,257.144:211.297,258.781:213.446,261.914:216.256,265.242:218.679,268.214:220.295,270.508:222.104,272.511:221.038,274.514:219.099,276.953:219.281,279.812:220.553,281.103:222.601,276.312:228.590,272.979:230.361,267.250:233.225,259.282:236.454,254.126:241.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303->99,248.310:201.033,250.817:201.831,253.079:204.706,255.017:208.227,257.144:211.297,258.781:213.446,261.236:210.021,264.143:205.369,264.693:203.237,265.934:202.619,264.577:200.838,261.770:199.201,259.506:196.964,266.015:190.376,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->120,284.986:152.808,279.519:149.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->13651,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,292.873:204.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->13702,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,273.541:183.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->22,284.986:152.808,279.519:149.801,278.802:146.350,273.596:142.477,269.223:140.680,262.142:140.680,255.137:140.236,248.338:138.117,242.392:134.598,240.449:129.276,231.048:125.270,221.105:119.973,211.572:116.147,202.551:111.363,205.899:103.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->2344,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,273.541:183.542,263.170:177.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->32,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->45395,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,261.770:199.201,264.577:200.838,265.934:202.619,264.693:203.237,264.143:205.369,261.236:210.021,258.781:213.446,257.144:211.297,255.017:208.227,253.079:204.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->45476,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.583:174.490,302.782:177.268,304.882:179.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->49,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,346.414:220.501,347.233:231.470,342.284:235.228,339.995:239.670,337.398:245.240,333.639:250.297,327.249:249.579,324.140:249.853,323.730:252.620,319.322:252.825,317.921:257.472,310.951:262.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->51552,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,277.165:234.213,280.995:236.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->54272,284.986:152.808,279.519:149.801,278.802:146.350,273.596:142.477,269.223:140.680,262.142:140.680,255.137:140.236,248.338:138.117,242.392:134.598,240.449:129.276,231.048:125.270,221.105:119.973,211.572:116.147,202.551:111.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->63927,284.986:152.808,279.519:149.801,278.802:146.350,273.596:142.477,269.223:140.680,262.142:140.680,255.137:140.236,248.338:138.117,242.392:134.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->72974,284.986:152.808,279.519:149.801,278.802:146.350,273.596:142.477,269.223:140.680,262.142:140.680,259.065:147.524,256.201:151.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->80124,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->84,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,267.250:233.225,259.282:236.454,254.126:241.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->88,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,362.972:211.453,376.773:212.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->9048,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,299.242:195.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->91020,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,362.972:211.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53940->92,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,295.606:173.922,298.542:180.289,294.046:186.564,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,342.238:205.594,339.156:200.382,337.035:194.274,337.420:188.101,340.700:181.672,344.595:175.542,347.193:169.199,349.637:164.698,356.323:163.798,360.502:163.991,366.803:162.190,370.983:159.940,373.073:154.252,375.613:149.887,379.265:145.124,380.058:139.488,380.579:129.453,380.448:122.917,376.784:117.838,374.253:113.458,372.904:107.029,372.030:100.361,369.808:96.313,367.824:93.376,368.459:87.820,371.554:82.184,375.523:78.533,377.031:74.088,380.048:69.722,379.571:66.626,381.397:63.134,,,,,,,,,,,,,,,,,,,,
54272->105,202.551:111.363,198.866:118.313,194.916:125.425,185.207:118.610,172.199:111.308,155.794:103.027,142.814:97.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->11881,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->120,202.551:111.363,211.572:116.147,221.105:119.973,231.048:125.270,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,269.223:140.680,273.596:142.477,278.802:146.350,279.519:149.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->13568,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->13702,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->22,202.551:111.363,205.899:103.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->23449,202.551:111.363,211.572:116.147,221.105:119.973,231.048:125.270,240.449:129.276,242.392:134.598,248.338:138.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->24143,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,362.972:211.453,376.773:212.234,377.269:207.599,376.158:201.725,370.983:196.328,367.109:189.263,368.141:182.992,370.983:179.262,374.094:172.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->24817,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->25121,202.551:111.363,211.572:116.147,221.105:119.973,231.048:125.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->29230,202.551:111.363,211.572:116.147,221.105:119.973,231.048:125.270,240.449:129.276,241.499:125.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->30732,202.551:111.363,198.866:118.313,194.916:125.425,185.207:118.610,172.199:111.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->31591,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->32,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,234.423:166.563,233.788:176.485,234.820:180.374,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->33,202.551:111.363,198.866:118.313,194.916:125.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->41841,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,342.238:205.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->49081,202.551:111.363,211.572:116.147,221.105:119.973,231.048:125.270,240.449:129.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->5,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->51286,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,234.423:166.563,233.788:176.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->5135,202.551:111.363,198.866:118.313,194.916:125.425,185.207:118.610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->58365,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,266.015:190.376,259.506:196.964,261.770:199.201,264.577:200.838,265.934:202.619,268.562:205.911,271.617:208.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->60450,202.551:111.363,198.866:118.313,194.916:125.425,197.616:127.354,213.369:138.991,222.971:147.010,233.022:153.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->63927,202.551:111.363,211.572:116.147,221.105:119.973,231.048:125.270,240.449:129.276,242.392:134.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->65385,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,307.614:210.781,303.921:217.527,303.034:220.186,299.489:219.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->66,202.551:111.363,198.866:118.313,194.916:125.425,185.207:118.610,172.199:111.308,155.794:103.027,142.814:97.329,130.791:90.707,115.938:83.891,98.846:77.007,89.400:72.165,75.350:65.577,62.374:59.313,54.849:55.263,47.679:49.139,40.809:41.372,35.471:35.856,23.833:26.340,13.949:16.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->69933,202.551:111.363,198.866:118.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->72974,202.551:111.363,211.572:116.147,221.105:119.973,231.048:125.270,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,259.065:147.524,256.201:151.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->80124,202.551:111.363,211.572:116.147,221.105:119.973,231.048:125.270,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,269.223:140.680,273.596:142.477,278.802:146.350,279.519:149.801,284.986:152.808,289.702:155.541,292.512:160.225,293.252:166.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->8318,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->83375,202.551:111.363,211.572:116.147,221.105:119.973,231.048:125.270,240.449:129.276,242.392:134.598,248.338:138.117,255.137:140.236,262.142:140.680,269.223:140.680,273.596:142.477,278.802:146.350,279.519:149.801,284.986:152.808,289.702:155.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->84,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,267.250:233.225,259.282:236.454,254.126:241.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->87392,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->88,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,362.972:211.453,376.773:212.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->90040,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,342.238:205.594,339.156:200.382,337.035:194.274,337.420:188.101,340.700:181.672,344.595:175.542,347.193:169.199,349.637:164.698,356.323:163.798,360.502:163.991,366.803:162.190,370.983:159.940,373.073:154.252,375.613:149.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->9048,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,299.242:195.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->95,202.551:111.363,211.572:116.147,221.105:119.973,216.992:130.220,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54272->96,202.551:111.363,198.866:118.313,194.916:125.425,185.207:118.610,172.199:111.308,155.794:103.027,142.814:97.329,130.791:90.707,115.938:83.891,98.846:77.007,89.400:72.165,75.350:65.577,62.374:59.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
