cluster_count,noise_num,silhouette,calinski_harabasz,dbcv,eps,min_samples
97,644,0.6514278456925999,13769.952182729148,-0.15243478412761313,0.13,3
58,802,0.6243836026117379,7052.867943140726,-0.1660801912533464,0.13,4
56,894,0.776129259693427,15571.52533593573,-0.13955923308207285,0.13,5
41,1041,0.7702639557924468,8984.361256865455,-0.07946693002030315,0.13,6
30,1167,0.7834886804185466,5966.365679490456,0.039531295507735445,0.13,7
20,1262,0.74184501505196,4129.790480510002,0.03207761957483124,0.13,8
23,1306,0.8150977654979705,11607.910975232919,-0.04351379803638957,0.13,9
101,576,0.5365001456640174,5598.295108384875,-0.21437343664325467,0.14,3
57,753,0.4860850162618546,2687.697064615616,-0.22917299453460782,0.14,4
49,852,0.7378853600043571,11884.913126590862,-0.19289480158074218,0.14,5
42,966,0.749238112121115,10116.202766292896,-0.1873006995560009,0.14,6
36,1081,0.7745214080249249,7836.338603544356,-0.10498674049854351,0.14,7
23,1205,0.7448432606086117,4681.350500919263,0.04463750581946243,0.14,8
20,1261,0.7439854442014926,7192.342180476882,0.04898427741176192,0.14,9
98,528,0.530693560156349,5691.781514120378,-0.22662364888283842,0.15,3
57,711,0.487140527895299,2747.9663513641776,-0.2580422425512402,0.15,4
49,800,0.6907648315962727,8286.336292816088,-0.21352290340848024,0.15,5
41,897,0.6833469876498375,6422.374971279801,-0.18822858909615287,0.15,6
36,999,0.6979594861816344,5800.092424142017,-0.2438651148181992,0.15,7
28,1122,0.7533131653782285,6177.5284854975225,-0.09734186992968474,0.15,8
23,1217,0.7554869978389148,8344.433554023633,0.00512877925653309,0.15,9
88,486,0.49019612099571674,4583.2729849380685,-0.250728915594817,0.16,3
51,646,0.457525369625499,2338.0380137030115,-0.2365461081556078,0.16,4
42,757,0.45962983796530327,1836.3726780168543,-0.2883439136962914,0.16,5
39,849,0.4724156732151391,1702.1718198765439,-0.27821799804012926,0.16,6
31,957,0.6919863605295823,5289.886134306181,-0.19022517888208404,0.16,7
30,1059,0.7167056834724601,7225.07945062996,-0.17006482421227118,0.16,8
22,1152,0.7329852195619658,5385.0411482166965,-0.15114190089788182,0.16,9
91,445,0.47649556632221374,4493.270626070285,-0.2375345384721249,0.17,3
50,617,0.4317068886739058,1832.8255098941536,-0.20428176045800656,0.17,4
38,731,0.4366401021798684,1472.542900357602,-0.25699880381869356,0.17,5
30,831,0.4045371143701999,1111.326655615062,-0.2447978887656577,0.17,6
27,914,0.41225522861558356,983.9803557118162,-0.256495753585071,0.17,7
35,963,0.7023125152696622,6294.526653165027,-0.29215982885248387,0.17,8
24,1106,0.7028011234790618,4551.5246571655525,-0.25250590473945667,0.17,9
88,402,0.4655900525872528,4035.2485694885863,-0.29447284822491987,0.18,3
54,558,0.4433262109752937,2054.9728446993395,-0.21297692992590825,0.18,4
37,684,0.41124002840709917,1358.0622771422507,-0.21701264391845165,0.18,5
30,782,0.39353683007288376,1240.0492032876234,-0.2507949355058799,0.18,6
27,854,0.4174402600917737,1097.73018143406,-0.3020218298523329,0.18,7
29,919,0.41549717789092616,997.1137557044464,-0.28987691873012184,0.18,8
24,1061,0.688377194509239,2081.2742146614414,-0.2896698236703083,0.18,9
83,367,0.3773155433717362,2168.329731487508,-0.29387442164162103,0.19,3
58,510,0.364400599838274,1300.3012691085307,-0.2799531475555282,0.19,4
