cluster_count,noise_num,silhouette,calinski_harabasz,dbcv,eps,min_samples
16,115,0.1318906499078057,144.42530316891828,-0.4362505369405933,0.6799999999999999,7
15,136,0.12627890783808923,136.34536392640973,-0.4426748847123743,0.6799999999999999,8
15,163,0.13188955651230236,179.59521810043728,-0.40665136213732506,0.6799999999999999,9
15,182,0.13173092703913608,184.35898338443025,-0.4094415155910464,0.6799999999999999,10
16,195,0.13744509244153777,171.98258904933047,-0.40262270200489997,0.6799999999999999,11
17,198,0.1442173391148946,163.69876108154034,-0.380054609309233,0.6799999999999999,12
13,253,0.11998909472488552,132.1681974116284,-0.3793610709537257,0.6799999999999999,13
11,293,0.07181295172104944,163.5761552670419,-0.3982040549997045,0.6799999999999999,14
12,312,0.05679709256815583,151.47537522502049,-0.39827297797737576,0.6799999999999999,15
11,337,0.051120870054037544,153.44365911074422,-0.398757817170052,0.6799999999999999,16
33,32,0.15594954410946,194.9354276998239,-0.4274427927255804,0.71,2
29,40,0.14511600170341504,179.0107808979043,-0.43203163300878056,0.71,3
23,62,0.13749035828673434,160.81378457438967,-0.43884795035067903,0.71,4
19,81,0.12907985162206675,151.65489653075704,-0.4434171782430163,0.71,5
16,104,0.11924196632234843,144.59848984850012,-0.4472582100626971,0.71,6
16,113,0.13180473724578112,144.7650585732399,-0.44417626403370825,0.71,7
15,132,0.1264079964994182,137.0578633180803,-0.4504464798776108,0.71,8
13,149,0.10400741414517786,122.75517245667466,-0.41366974066516154,0.71,9
13,172,0.11635382652907783,170.8485768970224,-0.4099752006898075,0.71,10
14,179,0.12727886324912313,167.38291767970242,-0.400382483714375,0.71,11
16,185,0.1377857798245883,163.342675008638,-0.39435114662920245,0.71,12
14,229,0.12625423402878816,142.34024355311524,-0.3983122803363995,0.71,13
11,268,0.11216574832809356,128.1930004172058,-0.39849623566415177,0.71,14
9,296,0.10347163638287443,120.0377827296036,-0.4063734849429969,0.71,15
11,302,0.05618340892634875,150.11036784439304,-0.3987959215577798,0.71,16
34,23,0.15687220750489972,201.43789775669427,-0.42846725378843076,0.74,2
28,35,0.14486752139068357,183.06757021072434,-0.433852001774076,0.74,3
25,51,0.13867707634734786,169.55743225479577,-0.4383480534037721,0.74,4
19,77,0.13275113298497462,156.94927586839478,-0.4441456641169541,0.74,5
17,94,0.12337913777054611,146.75447469049206,-0.4453467154772901,0.74,6
16,105,0.12051011541442297,143.55956815031098,-0.4452029620564652,0.74,7
15,130,0.12666218530488307,138.0747120667231,-0.45010418942391167,0.74,8
13,146,0.11656142177396461,123.95604334189024,-0.4556733200106456,0.74,9
13,166,0.12343864037927584,176.63179771864108,-0.4168888483003434,0.74,10
14,171,0.13430027733947086,174.3977156638072,-0.4074602254649387,0.74,11
